SH,SZ,DJI,FTSE,HIS,N225,SPX
0.009562034,0.015371603,0.007560643,0.021040902,0.015837782,0.004623283,0.006230365
-0.002548158,-0.008443215,0.00568472,-0.000657777,0.010084939,-0.015077215,0.003549158
0.002590118,-0.002017054,0.003693621,0.008448336,-0.005438922,-0.007010463,0.002298016
0.002227624,0.00274078,-0.000236552,-0.000197734,-0.004782451,-0.009420559,-0.005139283
-0.019249088,-0.015665865,-0.006574753,0.000286702,-0.003656725,0.00091188,-0.006878878
0.002662638,-0.003552999,-0.01101729,0.002136138,-0.003569385,0.009887179,-0.009111239
0.006507136,0.003514715,0.004327025,-0.01637733,-0.003698103,-0.004279446,0.003812661
-0.00535052,-0.007082822,0.003628266,-0.010767868,-0.013547395,-0.001429173,0.004533805
-0.015251319,-0.015895607,0.005948525,0.009547218,-0.002302862,-0.01536135,0.00804162
-0.008797584,-0.004770311,-0.010266179,-0.005718395,-0.004414843,0.001746771,-0.011173632
-0.004628964,-0.007223854,0.00520337,0.012740964,0.007607714,-0.005744974,0.004883443
-0.013200817,-0.017107802,-0.007921227,-0.007151409,-0.001895865,0.014661365,-0.008100044
0.008439049,0.013387691,-0.003768679,-0.005207646,-0.009405326,-0.00420353,-0.006223682
0.007076712,0.008931898,-0.005497068,-0.00321629,0.008738346,-0.00178379,-0.000368636
-0.022825641,-0.028830193,0.006437784,-0.000367946,-0.013653377,0.019664465,0.008765217
0.002226049,0.00129059,0.003587455,-0.010639328,-0.002596939,0.002666209,0.002175631
-0.002969866,-0.001522258,-0.007427566,0.010605565,0.004794375,-0.01707673,-0.007718007
0.002989362,0.004745588,-0.010507342,0.005471634,0.006594137,-0.006597302,-0.011997246
0.00630705,0.007553004,-0.002025268,-0.00126003,0.001553402,-0.005203031,-0.000827749
-0.002498766,-0.00117283,0.003106964,-0.019110624,-0.021275716,0.000689166,0.003178158
-0.013736394,-0.010744732,0.000653294,0.003851454,0.000869684,0.001870315,0.003945345
0.009430503,0.006966692,0.00312506,0.002000248,0.000725625,0.004982733,0.004072589
-0.007679626,-0.008705001,0.010252227,0.001846631,0.00672583,-0.006985339,0.010537033
0.001299931,0.006390001,-0.022499001,0.009793765,0.009443155,0.010484409,-0.023048299
0.006985566,0.008390642,-0.003389752,0.008570863,0.002861625,0.0027748,-0.001225504
-0.004604407,-0.005951684,-0.007974695,-0.010299958,0.021329015,-0.017175544,-0.009781564
-0.000389994,0.000239647,-0.006642727,-0.013703742,-0.002439203,-0.006382905,-0.011775309
-0.029787249,-0.03504825,-0.001813452,0.001211663,-0.015895721,0.000312204,-0.004195756
-0.002711481,0.000658774,0.006239963,0.001645099,-0.013171515,0.011198173,0.007350455
-0.009190819,-0.011513591,-0.014325554,-0.009553302,-0.003530913,0.017787592,-0.014078468
-0.001903522,-0.007320138,8.87E-05,0.008135332,-0.009094666,-0.003400577,0.000668552
-0.009760521,-0.003299948,0.010249338,-0.015580923,-0.002288418,0.00850517,0.012532883
-0.001324149,-0.001262988,-0.014920159,0.001327642,-0.008414847,-0.010427461,-0.017585608
0.013619343,0.016154886,0.005385869,0.005125873,0.003904435,0.007351043,0.001752821
3.64E-05,0.002969063,0.003575086,-0.010494065,-0.00053684,0.015250544,0.003040402
-0.014091898,-0.016660137,0.006312732,-0.007645981,-0.006789981,0.001920121,0.005380701
0.008407248,0.011739774,0.009034115,0.002826417,-0.01763872,0.005281416,0.013334153
0.005949962,0.008455356,-0.006612457,-0.003777946,-0.011815012,0.009783693,-0.006489456
0.0021796,0.001688682,-0.004939647,0.014286082,-0.004423174,0.000739309,-0.002831981
-0.017215738,-0.021303267,-0.009624591,-0.000401791,0.011557294,0.01097197,-0.011795039
0.000664881,0.006939696,0.009090009,-0.017228838,0.000429187,-0.001125356,0.009142517
-0.001762642,-0.006177297,0.011978395,0.004104789,-0.004623211,0.006590199,0.01286124
0.010924128,0.018066357,0.005949275,0.004311718,0.018794077,-0.006750075,0.008248641
-0.009055027,-0.00994243,0.012394508,0.007753394,-0.005888687,-0.014364515,0.010068387
-0.015326256,-0.015615652,0.013476162,0.015327032,0.00090741,0.003742765,0.014306847
-0.008089206,-0.002348859,-0.001025737,0.015211713,-2.72E-05,-0.002715681,-0.001337043
-0.008193324,-0.007079598,0.004457084,0.007381393,0.015156631,0.003852226,0.001001083
0.009579141,0.015877978,0.007375699,0.004627193,0.016488387,-0.008532995,0.010399583
0.001071792,0.00292119,-0.00490924,0.001077933,-0.00098949,0.011679085,-0.006985516
0.014586672,0.019869712,-0.012036885,-0.003510453,-0.010180026,0.000448635,-0.018256123
0.021332091,0.018574369,-0.004719349,0.008564038,0.000560739,0.012086035,-0.004443388
0.004367026,0.002515406,0.00358723,-0.01062182,0.008672821,-0.008135959,0.00310106
0.000352338,0.001727801,-0.00437167,-0.010305685,-0.016826188,0.004736026,-0.006738801
-0.01119573,-0.011176024,0.003420179,-0.010205104,-0.031089254,-0.005016662,0.005539041
0.012236794,0.01646132,-0.007606746,0.006364142,0.012100159,-0.014621882,-0.008163062
-0.000983077,0.005529428,0.016198921,-0.01012143,0.000607289,-0.006923985,0.016177119
0.019187334,0.021373113,-0.001232942,-0.000562845,-0.002958767,0.01333283,-0.000671047
0.001256668,-6.41E-05,0.012057236,-0.015668882,-0.003233968,-0.012157891,0.013455201
-0.002088564,-0.001181531,-0.003404768,0.006442133,0.004468384,-0.021297682,0.000907461
-0.005785113,-0.002639392,-0.006992205,0.010963875,0.004613947,0.002284374,-0.005659021
0.001254283,0.000920585,-0.007292583,0.007839267,-0.000745607,-0.037907262,-0.004113336
0.001756283,0.002755155,-0.016026081,0.005936691,0.020594402,-0.021995251,-0.02051778
-0.017314677,-0.013792076,-0.005088294,-0.00164583,-0.006773225,-0.016969663,-0.00323923
0.014736689,0.017050002,-0.007945628,0.000754113,0.012428008,0.010483202,-0.006471416
0.005340082,-0.003075847,-0.000885658,-0.012412865,-0.001347261,-0.00630389,-0.004140793
0.003454334,0.005299645,-0.022157561,0.002835517,0.001287894,-0.002030575,-0.025888994
-0.001235086,-0.001311012,0.002509779,-0.009927873,-0.005798156,0.013594571,0.005003212
-0.00702039,-0.008771924,-0.044058445,-0.007033909,0.009893743,0.002310673,-0.049001637
-0.000993707,0.001011082,0.005338126,-0.009752253,-0.010731429,-0.005523918,-0.000575132
-0.01018372,-0.007498033,-0.057061121,-0.023690604,-0.019307046,-0.012610564,-0.06895833
0.001768568,0.00414515,0.039000626,-0.034868918,-0.004921899,-0.025424004,0.046317381
-0.030057564,-0.031768948,-0.047352823,-0.027473197,-0.043835209,-0.010504283,-0.045156781
0.005296972,0.003527795,0.038733759,-0.034520883,-0.021989601,0.012082303,0.045250591
0.007542994,0.008980473,0.01121805,0.018755918,-0.058270275,-0.010752656,0.005247838
-0.005417639,-0.00255665,0.018801604,-0.031020725,0.023162344,0.015248426,0.021550786
-0.002605303,-0.007932639,-0.006725577,0.030615991,-0.009575274,0.002893548,-0.009786291
0.000759965,0.000999298,0.000375173,0.029994064,0.001268388,0.006070573,0.000946934
-0.00911164,-0.005880576,-0.037470026,0.005726024,0.032103471,0.011519202,-0.045618608
-0.000288928,-0.000811003,-0.015859483,0.001316747,-0.002372989,0.000145178,-0.015122761
0.002071413,0.001009776,0.0034145,-0.004870332,0.0037999,0.011723047,0.000258082
-0.021699905,-0.019686645,0.029243063,-0.045935532,-0.013534903,-0.012221206,0.033710222
-0.038662832,-0.033820067,0.012797169,-0.010158984,-0.0312765,-0.018751959,0.013034651
-0.000295277,0.000216991,-0.015210437,0.010761682,0.004471963,-0.022319161,-0.015687972
0.009105434,0.011816785,0.012010293,0.006674046,0.019748421,0.019920009,0.015008394
0.012603555,0.015419243,0.02232062,0.014790401,-0.02077939,0.003384499,0.027887583
0.004508498,0.002044437,0.00179227,-0.014462932,0.014569116,-0.006327178,0.002344202
0.012872732,0.009945156,0.00462426,-0.000229997,-0.008623338,-0.013957647,0.004909933
-0.007107662,-0.008733835,-0.010383049,0.026685996,0.014309211,-0.011436286,-0.011942485
-0.002650965,-0.005771154,-0.022285773,0.023609416,0.016924092,0.017488808,-0.025606956
-0.01619534,-0.016002468,-0.00902258,0.00446123,0.016234424,0.022278886,-0.007464093
-0.009860637,-0.009916311,0.024436619,-0.023644792,0.002455243,-0.016254751,0.028243821
-0.007324465,-0.016855273,-0.010484155,-0.036455621,-0.018257177,0.002281474,-0.010668915
0.015052311,0.01169996,-0.027252298,0.010577695,-0.029955558,-0.02091234,-0.027068525
-0.005074681,-0.000397378,0.010292434,0.030884242,0.004785538,-0.021983372,0.016020282
0.028770385,0.031527165,0.012605423,0.004088581,0.016977909,0.02777132,0.013389711
-0.001175717,-0.002655492,0.016442235,-0.023824839,-0.006765653,0.000661806,0.017041104
-0.013790063,-0.017069578,0.006617504,-0.007777571,-0.002322306,0.009884078,0.005690455
-0.003818004,-0.002458883,-0.00943521,0.010146925,-0.042996383,-0.000108037,-0.009850912
0.000290226,0.004663552,0.000670768,0.020923547,0.000782646,-0.01094088,-0.001662386
-0.004410375,-0.003922319,-0.02519227,0.005766903,0.00711857,0.019340852,-0.029831032
-0.010920739,-0.011033115,-0.03578001,-0.020484402,0.014173768,-0.003972007,-0.0324025
-0.019789267,-0.024650178,0.003501464,0.019608527,-0.028008834,0.009605959,0.006063593
-0.003319689,-0.016239468,0.024972717,-0.014138266,0.005106417,-0.008569753,0.023068111
0.018275835,0.021363834,0.013207565,-0.047792158,-0.010075941,0.014935981,0.010631619
-0.006838267,-0.007096662,-0.016196491,0.004985953,-0.049673595,-0.01562781,-0.020908243
-0.000476315,-0.003749803,0.012910694,0.004442623,-0.013666018,0.003497687,0.008081516
-0.010645177,-0.010808271,-0.021806826,0.039429498,-0.014883689,-0.010357194,-0.025291292
0.005456688,0.004361952,0.046530095,-0.014540273,0.040679979,-0.000375554,0.05458065
-0.0023256,0.002364237,-0.001477496,-0.003992527,-0.006612347,0.018843361,0.000543835
0.001325433,0.002780786,0.008942665,-0.01324143,-0.023518455,-0.009277433,0.00974708
-0.01810893,-0.020487762,-0.003541338,0.051404432,0.006721744,-0.001580741,-0.002978131
0.004077336,0.002031596,0.014389621,-0.000611411,0.024017789,0.020150034,0.017231013
0.026291257,0.028846803,-0.021482944,0.008507548,0.010302509,0.013787828,-0.019559961
-0.028212411,-0.030611959,0.015674527,-0.007085205,0.023100598,-0.006882945,0.020213033
-0.004059711,-0.011516595,-0.006275996,0.011588263,-0.013742715,-0.017153784,-0.012729819
-0.016566134,-0.020120994,0.003224801,-0.005440688,0.0199173,-0.022328768,0.004543832
0.009097368,0.011569386,0.022870674,-0.004858473,-0.043174244,0.018459607,0.01863408
-0.009565892,-0.007563371,0.008838114,0.007391727,0.012794219,-0.003905861,0.012790853
-0.011232712,-0.007941823,-0.01752779,-0.012147628,-0.01797233,-0.012808826,-0.020248433
-0.002591987,0.000430704,0.013778835,0.019124439,0.002367199,0.011479109,0.01048147
-0.00613649,-0.011883786,0.028203197,0.010765993,0.040557182,-0.029514945,0.033716618
0.001589073,-0.010404607,0.00184618,-0.004067337,0.010407084,0.001606792,0.000389154
0.029983901,0.035185115,-0.022832269,0.005000561,0.005171074,0.010425274,-0.025048682
0.007734474,0.005348168,-0.025161229,0.028506261,0.032109901,-0.007205366,-0.028340045
-0.003045074,-0.004166238,0.015159906,-0.002028722,0.016648944,-0.009264351,0.015976368
0.003705839,0.007181102,0.017456519,-0.028103136,-0.007740966,0.00194419,0.018607608
-0.023599077,-0.027634956,-0.005096627,-0.022370502,-0.025229433,-0.012426485,-0.006299785
-0.00250914,-0.011920565,0.007080631,0.011467555,0.018604929,-0.003186,0.006275996
-0.019600201,-0.031105553,0.00839906,0.011159037,-0.025206966,-0.004024488,0.011667272
-0.006062436,-0.010159605,-0.032505726,-0.003337912,0.030719343,-0.018151072,-0.037385293
0.022638525,0.026499867,0.009533444,-0.002960689,-0.008345047,-0.000633377,0.008579154
0.016460187,0.02438271,0.021615589,0.010203949,2.95E-05,0.015501754,0.019301269
0.007363044,0.010950662,-0.006165253,-0.019398997,0.016928369,0.022706192,-0.009596079
0.003345199,0.000730654,0.001421295,-0.002853686,-0.053916869,-0.005109862,0.004805575
0.015398885,0.022859678,-0.015880009,0.018300451,0.009095873,0.019114027,-0.016755779
-0.002088368,-0.007706294,-0.011392096,-0.004761217,0.019201348,0.005379011,-0.016942648
0.000716445,-0.003748102,0.002158113,-0.000289948,-0.008222069,0.006024333,-0.000394773
0.01370674,0.013323318,-0.021321545,-0.001527236,-0.020232832,-0.013991198,-0.018824535
0.001588924,0.003995692,-0.00465171,-0.015711765,-0.00759327,0.016998408,-0.004149488
0.00802326,0.007069284,-0.020761785,-0.011162651,-0.017489128,-0.006624609,-0.022342971
-0.007342097,-0.010128991,-0.002291754,-0.02651697,-0.01445565,-0.014897049,-0.002689124
-0.002378714,-0.004784807,0.025598646,-0.003026057,0.001411283,0.01365444,0.028821076
0.008385027,0.008010537,0.002826858,-0.012959028,-0.021440615,-0.011740958,0.002211297
-0.018137537,-0.01405747,0.041533325,-0.002378414,0.003948102,-0.003945661,0.042403421
0.000624116,-0.005610431,-0.002131664,0.007205474,-0.013789574,-0.0167802,-0.001910466
0.019015312,0.021529824,-5.07E-05,0.028274138,0.019499998,0.002902424,-0.000241074
0.000413959,-0.005905801,0.006502423,0.004552223,0.012034638,-0.012648511,0.010234522
-0.025138614,-0.025811324,0.004313772,0.031069364,-0.014724832,0.004853129,0.001105126
-0.001587423,-0.000986783,0.003798497,-0.002925032,0.054778003,0.014705745,0.00201629
-0.019052926,-0.027351913,-0.016423402,0.011402426,0.002004593,-0.00769146,-0.021368471
-0.000592753,0.000859965,0.01542999,0.002818284,0.007289394,0.009977267,0.01674244
-0.00103775,-0.000557173,-0.013457392,0.000136486,-0.012458086,-0.004583959,-0.01502641
-0.007304996,-0.007093765,-0.005542981,-0.003924209,0.015627769,-0.002008993,-0.008723961
0.001038681,0.000946092,-0.011057197,-0.011448195,-0.006924438,-0.00294011,-0.011413223
-0.00725445,-0.008109453,0.003826566,0.008252128,-0.027676168,0.006699823,0.003237809
0.001179865,-0.000156695,-0.000203917,-0.018499999,-0.000568862,0.012313663,0.003210961
0.012244735,0.012890254,-0.008473921,0.011410628,-0.00694115,-0.008375995,-0.01180215
-0.03328677,-0.032434263,0.028265163,-0.02272375,-0.005040009,-0.011654809,0.029389236
0.022646263,0.022893781,0.000343641,0.006324521,-0.018009204,0.003795965,0.001947671
-0.011035759,-0.011115544,0.00510023,-0.002504592,0.014240622,0.003037322,0.008231554
-0.01168979,-0.022909468,0.010166191,-0.004157244,-0.011837654,-0.007400766,0.008994516
-0.003143934,8.97E-05,-0.000215576,0.0101275,0.000552691,0.01355376,7.90E-05
0.002930045,0.002011443,-0.011450551,-0.005524866,0.01842687,-0.014416325,-0.012556476
-0.001248244,-0.002682059,0.011099836,0.012396544,-0.002077475,0.010453198,0.010650169
-0.0062647,-0.010519182,-0.005670787,0.010160831,0.01356182,0.009893728,-0.004300536
-0.010300049,-0.011029386,0.016306593,-0.000961879,-0.005949219,0.010366428,0.015543332
-0.018922909,-0.019971845,-0.000219053,0.010722351,-0.006541798,0.014556124,0.002939385
-0.008963421,-0.010703508,-0.004502821,0.000989312,0.001980327,0.003039968,-0.002540185
-0.021604589,-0.024710187,0.002647803,0.017111406,0.015764944,0.001075271,0.002259128
0.01994966,0.023490377,0.005614945,-0.007826328,0.004587027,0.000826695,0.008846519
-0.002973168,-0.003072341,-0.001045283,0.004509523,-0.011781521,0.007579782,0.00030953
-0.001039655,-0.002478306,0.001731107,-0.006645416,0.014558126,-0.005069821,0.002333868
-0.011246573,-0.016456795,-0.003933628,0.014933569,0.007317698,0.010953241,-0.004960178
-0.002216362,0.002820679,0.00481929,-0.004553332,0.007739799,-0.001308924,0.003546597
0.0084203,0.007511328,0.007731567,-0.001482365,-0.002957595,0.01093742,0.011046693
-0.006677774,-0.011239529,0.003573398,-0.004563219,0.00569404,-0.001481866,0.004926532
-0.010974982,-0.018722901,0.007615113,0.00368335,-0.010059583,-0.006136154,0.000669232
0.00175637,0.003229107,-0.00526205,0.006432715,0.031863503,0.005796181,-0.001803386
0.001633678,0.004747556,-0.001645929,0.00147767,0.003010075,0.005859999,-0.00045707
0.011825489,0.015536578,0.006591904,0.006777661,0.012921242,0.022747304,0.008860289
-0.013746303,-0.025301547,-0.00086933,-0.002197094,0.008359905,-0.002404528,0.001094493
-0.009698439,-0.011069336,0.012267223,-0.010081105,0.002485178,0.01568799,0.014499737
0.006931164,0.00396399,-0.001330359,0.001853304,0.011347835,0.010696865,-0.000423913
0.028478089,0.035459697,0.002571208,0.019021993,-0.002805237,-0.002329521,0.002021269
0.026534737,0.036779691,0.000446391,0.000923465,0.019774305,0.009568344,0.002157946
-0.004251846,-0.004538988,0.000505152,0.017953589,0.000844892,0.004341619,0.001473032
-0.000455279,-0.004152578,-0.006946243,-0.001504248,-0.002268797,0.005384842,-0.00691017
-0.013466027,-0.01868665,0.005671621,-0.000329303,-0.000519209,-0.001395134,0.00677702
-0.017250016,-0.022748578,0.000329291,-0.002435794,0.01530653,0.009153602,-0.000939951
0.040934381,0.048276732,-0.00758639,0.003319914,-0.000402108,7.41E-05,-0.005397733
-0.014017177,-0.016194716,0.009587759,-0.007334135,-0.010822267,-0.001633505,0.010965323
0.013015534,0.020086814,0.003542209,0.009067861,0.004969382,0.007150366,0.002346219
0.009985798,0.01768391,0.001220888,-0.000987669,0.001455799,-0.008055243,0.000719678
-0.014804287,-0.020414992,-0.002086136,-0.001307663,0.021162929,-0.006305286,-0.003345751
0.003308252,0.003100037,0.003550469,-0.001151344,-0.004124998,-0.006408994,0.004262957
-0.010757248,-0.011922159,-0.000134013,0.003339994,0.010023255,0.019943778,0.00167082
0.019419748,0.020321966,-0.000110921,0.006781277,-0.003114429,0.016324282,0.00135366
0.007688666,0.005830789,0.001817089,-0.002871956,0.002514015,-0.004024305,0.003350649
0.00031363,0.001233742,-0.004087505,-0.001967117,0.003279728,0.000931834,-0.004748243
-0.016973662,-0.019442188,0.002177203,0.003600343,-0.007840196,0.015182551,0.006139221
0.023981671,0.030905194,-0.000210341,-0.00046492,0.001209222,0.007213348,-0.003251063
0.000876708,0.000329736,-0.001137994,-0.003304455,-0.008868152,0.000646814,-0.003877165
0.001017533,0.003156592,-0.015835827,0.002087229,0.016401301,0.001199695,-0.015489527
-5.36E-05,-0.000613057,0.006108671,-0.009559865,0.005149286,-0.005487327,0.006876907
-0.003016636,-0.004318196,0.005485293,0.010123142,-0.01356572,0.004016119,0.009770028
0.009309682,0.013494773,0.001090207,-0.003397969,0.008116417,-0.011481588,0.003624702
-0.0041672,-0.005245482,0.002912481,-0.006161593,-0.013867458,0.000675996,0.000160469
0.000136189,-0.000778764,0.016679175,-0.018731509,-0.021823684,0.023372587,0.017969143
0.002718198,0.000136231,0.001245271,0.004431873,-0.008614711,-0.007102583,-0.001197034
0.007516536,0.008204154,0.004436073,0.011727742,0.013145376,-0.006678726,0.005949504
0.009261057,0.017043213,-0.001520839,0.004726233,0.008825227,-0.003092334,0.001118724
0.002479463,0.005703027,0.000491845,0.000893021,0.002282322,-0.031834565,0.003966003
0.012403901,0.020477792,-0.005220896,0.010661222,0.009677553,-0.008137355,-0.003005043
0.003040509,0.00523884,-0.003466087,-0.001761147,-0.001491761,-0.014785,-0.001872946
0.001959619,-0.001521398,-0.005997551,-0.000792519,0.002139639,-0.000863538,-0.007232645
-0.009577267,-0.010586888,0.00264785,0.004175947,-0.001672316,-0.008346735,0.003104068
-0.000977217,0.000607681,0.0122255,-0.000749579,-0.009547327,0.006958692,0.013790283
0.014151805,0.023475295,-0.00332081,-0.011761348,-0.010811101,0.011814707,-0.002820757
-0.006397077,-0.007161257,-0.00543385,9.17E-05,-0.001514438,-0.017516094,-0.004953773
-0.014234563,-0.013053567,0.001492843,-0.007889218,0.002151914,-0.000626342,-0.001609217
-0.006514163,-0.003866164,0.005024698,0.001579415,-0.01119848,0.021174774,0.003691655
0.010584369,0.011496521,-0.011563692,0.008132664,2.90E-06,-0.00819297,-0.007404142
0.00789594,0.01592347,-0.01004636,-0.005631903,0.018125536,-0.002821972,-0.011423434
-0.001888674,-0.003283859,-0.016662945,-0.010371252,-0.007702448,-0.002009053,-0.017229035
0.008561688,0.012229171,0.007010638,-0.011593911,-0.013304511,-0.007799007,0.007421293
-0.02664266,-0.032392446,0.014050341,0.004590607,-0.00261436,0.009771454,0.013685325
-0.007326784,-0.000826006,-0.010604612,-0.007793206,0.001818775,8.58E-05,-0.012553513
0.012959033,0.018928911,0.005573721,-0.022638569,-0.011563713,-0.0042908,-0.000503681
0.002262967,0.001639137,0.014912161,0.006979367,-0.010646345,-0.014881917,0.015367919
-0.013931639,-0.017614516,-0.006332366,0.013348575,0.00922464,-0.028230914,-0.004063523
0.000570343,-0.002568935,-0.005281421,-0.010327272,0.018218146,0.006831426,-0.005952097
-0.001019359,-0.005115119,0.005013599,0.002560509,-0.004376493,-0.014988175,0.001168593
-0.011103299,-0.015429178,-0.0078663,0.017610527,-0.002347659,-0.003922527,-0.008443049
0.000451051,0.006140387,0.005738052,-0.003762956,0.010566327,-0.006272929,0.003672998
-0.001456008,-0.010587884,0.006834232,-0.000128809,0.010258675,0.002290382,0.013552364
-0.026900237,-0.032030973,0.008663186,0.004793049,0.000744186,-0.008179259,0.006657924
-0.014424189,-0.011918635,0.001792462,-0.018637121,-0.01855462,-0.011249752,0.00241141
0.004707926,-0.000845846,0.003038851,0.007722195,0.002555353,0.008532807,-0.000748484
0.017285315,0.031255172,-0.004682133,0.001645028,-0.001494067,-0.030341019,-0.007688271
0.001871206,0.007915831,-0.012827068,0.005202491,0.007884062,0.002618701,-0.016279016
-0.009048192,-0.007721907,-0.002283583,0.004926336,-0.003285591,0.010988881,0.000350534
0.008749,0.00872098,-0.005893477,-0.003294262,0.026999159,-0.019981123,-0.004287864
0.001327038,0.000648322,-0.00753133,0.001464686,-0.002798495,0.000792057,-0.006724817
0.018000872,0.020730806,0.001555463,-0.019523262,-0.007725464,0.001984395,0.002514222
0.003523127,0.003597065,-0.0026827,-0.017933308,-0.026398218,0.001486007,-0.003393109
-0.000905392,-0.004331073,-0.009817468,-0.004420555,-0.002530388,0.007412109,-0.011175044
-0.009395188,-0.01616892,-0.005002508,0.002510386,-0.007551599,-0.002763406,-0.005762452
0.01945126,0.023067257,-0.002651549,0.005678343,-0.005096919,-0.010533449,-0.004413555
-0.000930353,-0.005389823,-0.0124645,-0.019926318,-0.01306998,-0.0120687,-0.015165749
0.011797867,0.011478977,-0.005893164,-0.005117803,-0.011566472,-0.017283059,-0.00741519
-0.007621843,-0.005442065,0.010862916,-0.005970762,0.008038025,0.010357679,0.015908669
0.000102984,-0.003396375,-0.000133561,-0.012448467,-0.032412181,0.01791656,0.000486208
0.007498085,0.011890819,-0.000532822,-0.013343589,-0.003062864,0.012367065,0.001692285
-0.000879558,0.003894,0.00268522,0.006973099,-0.013057163,-0.021108476,0.001379028
-0.00349135,-0.002086249,-0.005997317,0.01845443,-0.001559374,0.019391669,-0.002167899
0.017424292,0.023737589,0.010054599,-0.025657261,0.006155208,-0.01027651,0.011017982
0.000673975,0.004157603,-0.012866294,0.015756991,-0.01337536,0.00597039,-0.014438555
0.004878902,0.010001237,-0.002128697,0.000276595,-0.006396909,-0.002209047,-0.002279268
-2.73E-05,0.003709538,-0.02242912,0.000898405,0.002515263,5.02E-05,-0.02495136
-0.001249992,-0.008346607,-0.00141288,0.006475959,0.004669149,0.017547821,0.000109537
-0.016592142,-0.022105724,0.0021866,-0.017563384,0.013444147,-0.0074985,0.005710557
0.00068191,-0.001648828,0.023375798,0.004441463,-0.019353282,0.011079962,0.022787772
-0.006346046,-0.006463093,0.003712053,-0.011467797,-0.003252973,0.008165549,-0.000106459
-0.00597107,-0.011625865,0.007454714,0.023284875,-0.003828136,-0.010188775,0.008081388
-0.002473733,0.003800513,-0.011453563,0.011757999,-0.020289761,-0.008119084,-0.012700439
-0.012137742,-0.021483372,0.013013576,-0.002335782,0.00403023,0.007646141,0.01158339
0.013838723,0.016304868,-0.006176282,-0.000498737,0.014220094,0.016316552,-0.007047993
-0.014551621,-0.017654242,0.01236919,0.007586609,0.00848204,0.014839578,0.010756615
0.001610972,0.007491639,0.00906884,0.001838003,-0.009464676,-0.000366458,0.010284753
0.010592679,0.020112465,-0.001987535,-0.003060949,0.024098259,0.006985059,0.001443657
-0.004167426,-0.003647708,0.007467836,0.002148758,-0.004286455,0.004136322,0.009767871
-0.00528763,-0.015761726,-0.001008506,0.002238855,0.00812478,-0.002680384,-0.001687752
-0.007437286,-0.010027594,-0.019751835,0.017192183,-0.011530217,-0.006524687,-0.022513259
0.01184869,0.021927072,-0.00565557,0.006420092,0.022372848,-0.013826826,-0.008934483
0.011900364,0.010890003,0.002556983,-0.009997715,0.010029118,-0.004410129,0.004761353
-0.002081142,-0.005142653,0.007339765,-0.021006472,-0.000573569,-0.000760077,0.008944792
-0.005227784,-0.002061689,-0.001962007,-0.000677213,0.00524869,-0.014910062,-0.002112076
0.000506567,0.000433179,0.021806545,0.014030098,-0.013087054,0.000471219,0.024614798
-0.027719072,-0.027102722,-0.000675689,-0.005602276,-0.019266619,0.003533362,0.00245631
0.001456996,-0.002778574,0.005611435,0.014116019,0.00445574,-0.003233091,0.006212765
-0.001021753,-0.003473334,-0.003649316,0.012396038,0.010226304,0.007854037,-0.004697995
-0.007137169,-0.00585991,-0.009677065,0.008313689,-0.007940941,-0.014392115,-0.00947749
-0.005107806,-0.004979555,-0.002836674,-0.000573328,0.021639804,-0.018809288,-0.001640108
0.010642083,0.014581978,-0.006551574,0.001434461,0.015012666,-0.002380504,-0.008159129
-0.006991427,-0.006066526,-0.003847552,-0.005283907,-0.001307127,-0.014500085,-1.49E-05
0.012642738,0.016195595,-0.002483141,-0.006253364,0.005029505,0.00918562,-0.004999618
-0.009958326,-0.006529077,0.016080592,0.006507631,-0.000428682,0.014526051,0.016362745
0.004737999,3.56E-05,-0.003911502,7.24E-05,-0.018994303,0.007999075,-0.002316985
0.003981054,0.009404892,0.006135669,-0.009976371,-0.001634537,0.006880383,0.007382334
-0.006609297,-0.013204063,0.008023613,0.010267617,0.001211349,-0.006138368,0.006658286
-0.003447354,-0.002681351,0.002681413,-0.000653216,-0.020537083,0.001310203,0.002713429
-0.01405457,-0.014263841,-0.009376016,-0.005905334,0.003542711,-0.011398118,-0.010112639
-0.016394157,-0.028118667,-0.007916568,0.010018767,0.001502592,0.019811543,-0.008948968
-0.00092079,0.003433155,-0.008219858,0.004985993,0.01731608,0.008787479,-0.00908208
-0.002312684,-0.003190466,0.004643913,-0.010983784,-0.01113586,0.008804392,-0.000313878
-0.009559133,-0.003535367,0.016576828,-0.02108138,0.016452887,0.010911789,0.016405659
0.013384577,0.01239717,0.014461272,-0.006279308,0.00417094,-0.009754952,0.01890085
0.000305063,0.006937019,-0.000202687,-0.000165491,-0.030359798,-0.000707672,-0.000483533
0.001383969,0.004263747,-0.004932973,0.013519627,-0.007918017,0.005021613,-0.004326099
-0.000842812,-0.00398061,-0.002896105,0.009651542,-0.001369489,-0.000542147,-0.00303508
-0.011724653,-0.016491431,-0.007131962,0.011734246,0.000818637,0.018617683,-0.007401115
0.010045889,0.029057046,0.016731061,-0.01030117,0.020026476,0.007640575,0.018861295
-0.024015847,-0.020168884,0.001628158,0.013665936,0.015977546,0.000944711,0.002326568
-0.002941931,-0.002103577,0.003887229,-0.008882602,0.010736423,-0.0015539,0.005093766
0.00504446,0.011704399,0.000534462,0.021832236,0.001189888,-0.002753621,0.000620637
0.004635776,0.017081987,-0.000793445,0.003706439,-0.006589651,0.005066134,0.000413544
