SH,SZ,DJI,FTSE,HIS,N225,SPX
0.00115812,-0.002102029,-0.000212817,0.004334996,0.008162761,0.000146452,0.003835407
0.007114129,0.007980413,0.003534624,0.006593148,-0.014429535,-0.000723741,0.005983684
-0.000413645,0.002734669,0.001597277,-0.002399385,0.003427267,-0.00852042,4.84E-05
0.005174752,-0.001625929,0.004189466,0.002315021,-0.00038373,0.014972879,0.000910538
0.006517683,0.018677898,-0.001663033,0.000858797,0.006656577,-0.002321765,-0.005135629
-0.009543419,-0.003290944,0.003639897,0.008189394,0.004859172,-0.006524902,0.006166034
-0.01328654,-0.02099876,-0.000638506,0.005183828,-0.019646139,0.007443633,0.000836423
0.010648034,0.00864027,-0.001199824,-0.001533968,-0.013433255,-0.006136991,0.002545174
0.028424566,0.035055941,0.004782879,-0.000180222,0.002030248,0.005030739,0.006011978
0.001409565,0.001671671,0.00228038,-0.001594504,-0.003341279,-0.011239842,0.003373865
-0.00536544,-0.007551758,0.001210393,0.003376589,0.015549607,0.016404095,-0.001645724
-0.004570412,-0.002629148,-0.001596298,0.01016439,0.002229847,-0.001668041,0.000612494
-0.001518679,-0.002823528,0.001773411,0.005310315,-0.006190474,0.014250478,0.00077105
-0.014208154,-0.01596209,0.000849707,0.002100245,-0.003024702,0.001070676,0.001008621
0.017787068,0.024767219,-0.001353482,0.002140777,-0.009330946,-0.002884327,-0.001509338
-0.009067835,-0.008229101,0.000673947,-0.002092413,0.015247593,0.000201679,-0.000190815
-0.007911964,-0.009631688,0.009770288,-0.004236526,0.001306978,0.007293934,0.00993742
-0.007051583,-0.006962334,0.002708629,-0.011973911,0.001568814,-0.008603672,0.004994592
-0.019142198,-0.020407519,-0.00218444,0.019126287,0.027109871,0.000363777,-0.002125149
-0.017558869,-0.019649017,-0.001929654,0.004974413,0.003767534,0.001533643,-0.001846505
0.006759782,0.004198967,-0.0032009,-0.00403702,0.001198045,0.003617375,-0.001377275
0.002920652,0.002006395,0.002954184,-0.005861474,-0.004199031,-0.011411733,0.003718222
0.017423225,0.025992535,0.007133582,-0.004694903,-0.006751005,-0.015719842,0.008967269
0.015747778,0.020336881,-0.002004485,0.00964559,0.009858055,0.0068469,-0.001712249
-0.004939179,-0.005274409,0.00471784,0.0060822,0.015256128,0.011466987,0.007357426
-0.00508443,-0.003800255,0.004279315,-0.004445703,0.004688149,-0.00599245,0.001375442
0.005157704,-0.002043332,-0.001068325,-0.00362716,0.001823908,0.007352326,-0.010167185
-0.016692007,-0.01949695,-0.000210588,-0.002731118,-0.005213037,-0.011355753,-0.001295772
0.004373958,0.004370721,0.004139339,0.011747226,-0.000123781,-0.011886581,0.002410664
0.006135813,0.002000876,0.009112788,-0.013251941,0.010937738,0.003566623,0.005819323
0.002268714,0.001076376,-0.00027799,-0.018370053,-0.017178922,0.032869566,0.00026336
-0.012945057,-0.010452443,0.000688572,0.004818033,-0.005298196,-0.001147786,0.004212062
-0.030807798,-0.046580972,0.000366211,0.008040516,-0.003149421,0.011240935,0.002241765
0.000856409,0.003145044,-0.013952799,-0.004407522,-0.000544225,0.001968126,-0.018013749
0.017969138,0.024748082,0.005754027,0.008665041,0.002284596,0.005717493,0.007633327
-0.029600658,-0.042303175,0.01238771,-0.000692123,-0.002671828,0.002619553,0.016555814
0.013959944,0.006310182,0.016452561,-0.014132739,-0.006861273,0.00056828,0.010112433
-0.007234905,-0.013061088,-0.000866396,-0.003138544,-0.007210583,0.001357583,0.00074922
-0.006807204,-0.003710008,0.003589018,0.016053458,0.00151757,-0.017919626,0.005492239
0.011652775,0.013303912,-0.000413179,0.01573207,-0.013673981,-0.008058865,0.002382143
0.014780872,0.016726955,-0.003392556,-0.005347792,-0.019856056,-0.012019082,-0.003240202
0.001308639,0.008349466,0.005019833,0.007099313,0.005283565,0.007059312,0.006237986
0.013689898,0.008410395,0.002435962,-0.000463582,0.012715737,0.009203478,0.003070891
0.002957609,-0.000264485,0.005917606,-0.0038042,-0.009616587,0.012156504,0.001922906
-0.008934166,-0.015427981,-0.014506815,0.007950646,0.011168512,-0.024631289,-0.020742153
0.015771501,0.030244891,-0.008800739,0.000346679,0.006236512,0.008884983,-0.006130778
0.003246842,0.009972611,-0.003084272,-0.000721424,0.012512669,0.01011678,-0.000994835
0.025079976,0.035585677,0.005120068,-0.011273253,-0.004665194,-0.017797804,0.010495226
3.55E-05,-0.002061269,0.00787382,-0.003003775,-0.021285232,0.001918194,0.005545706
0.008469375,0.013540759,-0.013862642,-0.012286768,-0.003656396,0.006091512,-0.01586485
0.001048735,-0.007520328,0.000727881,-0.000599484,-0.013442252,-0.014756821,0.001613909
-0.009326698,-0.013796519,0.015737221,0.013626379,0.018035975,-0.017396316,0.017072412
0.011129672,0.020353704,-0.007231054,-0.001198812,0.014051893,-0.063814608,-0.00740543
-0.02651612,-0.031497767,-0.006582901,-0.009765563,0.002499229,-0.111534338,-0.008376201
0.002489618,0.001552029,0.0102328,-0.003522173,-0.014975386,0.055223204,0.008883206
0.005562927,0.00683825,-0.000105619,0.015134542,0.003195076,-0.014515892,-0.001362687
-1.32E-05,0.004398891,-0.018885001,-0.002450924,0.012311874,0.026868737,-0.019051254
0.009159728,0.021034038,0.004976495,-0.002776626,-0.004095288,0.042692479,0.007055531
0.00476205,0.003580734,-0.004263334,0.000164037,0.016949302,-0.016670735,-0.006067686
-0.001752868,-0.005300414,-0.01155134,-0.006289445,0.004141683,-0.001531417,-0.011263529
-0.00372371,-0.014239272,-0.020634154,-0.015618276,-0.008232835,0.010660504,-0.01968749
0.013456521,0.015292732,0.013792827,-0.002847365,-0.015581776,-0.006058502,0.013309293
0.018154863,0.018978301,0.007102777,-0.00920903,0.004124854,-0.002054114,0.00429313
0.001244465,0.000251093,0.014899596,-0.013942052,-0.029014208,0.026056534,0.014882451
0.000737076,0.001067051,-0.001488246,-0.017187285,0.000997375,0.004758564,-0.003556897
-0.015106432,-0.011723529,0.005591467,0.017333009,-0.018515462,-0.004799765,0.002909727
-0.007926452,-0.012133113,0.006970508,0.003858343,0.000708764,-0.012856813,0.009297397
0.001304965,0.008546256,0.004102313,0.011814932,0.017116619,0.000684214,0.00315614
-0.014183244,-0.019714931,-0.001860068,-0.004048911,0.00758318,0.018302067,-0.002751537
0.01185792,0.012548092,0.006629134,0.00573947,-0.00142284,-0.004965173,0.007035239
-0.01149821,-0.016858637,0.005814154,0.01455739,0.003929986,-0.017062966,0.006662411
0.003303827,0.005621655,-0.002503412,0.003376446,0.010565288,0.00895172,-0.001831137
0.000774069,-0.006170552,0.004615246,0.000631922,-0.003914612,0.001320543,0.004950654
0.003433264,0.00185943,0.004034118,0.004677004,-0.000339486,-0.006484676,0.002346372
0.009999028,0.013974864,-0.001389905,0.002715382,0.016816348,-0.003642128,-0.001521141
-0.00060083,-0.005783211,-0.002375196,-0.006669469,0.003239326,-0.012172163,-0.004012509
0.010501538,0.01327072,8.56E-05,0.016975442,0.01159461,0.017408179,-0.002797226
0.002076884,-0.005155722,-0.00953803,0.005179643,0.020095525,0.008184535,-0.007807151
-0.008726963,-0.015490313,0.000604046,-0.005604032,-0.000133836,-0.000367617,0.000190217
-0.000779865,-0.001293825,0.001153276,0.008021185,0.004694955,-0.001059203,8.37E-05
-0.009402025,-0.007795357,0.00460309,-0.000381528,-0.003819374,-0.011780289,0.003917703
0.013332013,0.010807981,-0.011428035,-0.014806506,-0.013533918,0.013833606,-0.011078968
0.011376001,0.00325885,0.005326079,0.007677757,0.00659555,0.016160765,0.005714825
0.002179634,0.011687694,0.01511257,-0.007790095,-0.005027319,0.015559946,0.013424442
0.007324397,0.011229927,0.00420281,0.005386386,-0.00024697,-0.014599975,0.005262894
-0.00240386,-0.008565578,-0.002089982,-0.021225986,-0.007431724,-0.006596278,-0.001593936
-0.00045565,-0.001767357,0.009211539,0.004553439,-0.013080817,0.00248609,0.008939515
