date,1398 HK Equity,700 HK Equity,16 HK Equity,857 HK Equity,1 HK Equity,1928 HK Equity,3 HK Equity,2018 HK Equity,914 HK Equity,1099 HK Equity,2319 HK Equity
2007/11/13,5.27,81.48,101.5,8.63,69.295,54.55,11.201,31.7,26.25,20.65,16.075
2007/11/14,5,123.1,113.5,9.18,77.935,44.25,12.431,46.2,25.55,32.2,15.725
2007/11/16,4.69,204.2,104,5.39,95.85,35.05,12.579,72.25,22.8,36.6,14.9
2007/11/17,6.25,391,128.8,5.58,99,38,13.382,156.5,32.15,33.25,21.7
2007/12/15,4.67,150.9,96.6,5.42,103.5,26.85,11.48,53.05,21.95,33.65,13.04
2007/12/16,4.83,190.2,102.8,5.51,92.6,37.4,11.835,68.8,22.4,35.65,15.92
2007/12/17,5.89,378,121.8,5.15,97.9,38.05,13.927,143,35.1,30,19.66
2008/1/13,5.64,51.12,120.6,10.9,70.504,36.9,11.995,26.7,28.75,25.95,11.125
2008/1/14,5.04,100.3,96.7,8.11,70.101,66.1,10.692,37.05,26.85,22.75,17.975
2008/1/15,5.72,127.3,118.5,8.78,72.347,37.15,12.117,44.05,28.9,28.4,16.4
2008/1/16,4.35,142.6,91.55,4.68,99.35,22.8,11.059,47.45,18.46,29.65,11.82
2008/2/13,5.63,54.12,122.4,10.58,71.426,36.4,12.08,30.65,29.65,23.65,11.2
2008/2/16,3.99,143.9,82.7,4.71,95.15,24.95,10.353,50,14.7,26.9,11.44
2008/2/17,4.82,204,108.4,6.04,91.35,31.6,12.364,83.2,25.8,37.25,14.78
2008/3/13,5.56,56.88,114.9,10.8,68.431,36,12.531,32.2,28.4,27,11.375
2008/3/16,4.11,146.3,93.7,5.36,97.1,27.5,10.428,52.95,18.52,31.1,11.02
2008/3/17,5.02,212.2,113,5.89,96.4,33.7,12.413,82.3,26.75,36.05,15.58
2008/4/13,5.17,48.24,103.4,9.89,64.226,38,12.785,37.3,26,24.45,10.725
2008/4/14,4.9,101.9,99.85,8.73,76.725,58.9,10.804,41.55,34.1,20.45,20.65
2008/4/15,6.05,154.5,123,9.32,90.607,34.6,12.472,54.5,30.9,34.6,21.15
2008/4/16,4.11,160,92.8,4.88,99,29.6,10.729,58,20.65,35.25,12.22
2008/5/13,5.6,54.92,111.9,10.26,68.2,42,13.124,39.05,29.1,23.35,10.9
2008/5/14,4.65,94.72,95.25,8.93,72.059,52.55,11.003,43.95,28.35,19.96,19.525
2008/5/15,6.54,154,131.1,9.58,94.006,33,12.677,42.25,31.25,34.25,20.575
2008/5/17,5.01,244.8,116.5,5.25,97.65,34.4,12.81,108.5,25.3,34,14.4
2008/6/15,6.69,155.1,128.6,9.02,112.9,29.95,12.276,42.55,32.45,37.25,20.35
2008/6/16,4.28,175.9,94.05,5.72,92.5,27.25,11.721,65.6,18.72,37.05,13.92
2008/6/17,5.3,273.4,121.6,5.1,101.3,36,13.884,96.25,26.9,35.6,15.92
2008/7/13,4.74,60.48,98.9,8.9,59.618,36.8,11.872,40.9,20.5,18.44,14.3
2008/7/14,5.02,125.3,107.6,9.8,81.967,58.95,11.543,53.2,29,22.2,17.975
2008/7/15,5.5,134.8,115.1,7.96,105.2,28.05,11.6,39.05,23.7,29.55,17.625
2008/7/16,4.14,177,97.7,5.23,81.9,25.05,11.488,65.95,18.68,37.3,13.08
2008/8/13,4.95,71.28,102.7,8.82,64.398,42.85,12.449,35.95,24.25,20.7,16.075
2008/8/14,5.14,129.8,115.3,10.24,80.584,52.05,11.707,49.5,29,23.5,18.8
2008/8/16,4.56,188.8,111.9,5.31,94.15,30.6,12.033,75.15,22,40,13.22
2008/8/17,5.65,328.6,122.1,5.04,104.5,36.05,13.545,112.2,28.75,33.25,15.16
2008/9/14,5.32,126.1,118.5,11.46,81.391,47.85,12.294,50,28.1,28.05,18.675
2008/9/15,4.48,129.4,97.9,5.9,103.6,27.5,11.044,47.2,23.75,27.35,13.125
2008/9/16,5.06,215,120.8,5.23,102.2,34.5,12.099,90.2,22.85,40.05,15.64
2008/9/17,5.82,321.8,133.7,5.01,99.7,37.55,13.564,136,30.3,36.4,19.48
2008/10/13,5.51,85.2,102.6,8.68,72.002,50.7,11.475,36.15,26.25,19.98,18.05
2008/10/14,4.93,118.5,111,9.88,75.285,42.15,11.598,43.55,24.85,27.4,16.525
2008/10/15,4.87,142.1,101.8,6.14,102.6,28.1,11.33,48.75,24.65,28.85,15.275
2008/11/13,5.22,80.28,102,8.61,69.352,54.35,11.189,30.85,25.95,20.3,15.625
2008/11/16,4.74,205.6,105.7,5.4,96.1,35.35,12.612,71.65,22.9,36.75,15.32
2008/11/17,6.2,385.6,129.8,5.51,98.7,38.1,13.509,159.2,31.8,32.8,21.8
2008/12/14,5.68,118.6,114.1,8.52,79.663,39.85,12.13,42.85,27.35,28.05,14.925
2008/12/15,4.63,149.7,95.55,5.3,101.8,26,11.345,53.8,21.45,33.3,12.94
2008/12/16,4.85,190.9,103.1,5.51,92.4,37.5,11.802,68.85,22.95,34.95,16.24
2008/12/17,5.9,394,121.5,5.13,96.7,38.45,14,148.9,36.4,30.1,20.35
2009/1/13,5.69,50.64,123.5,10.92,71.829,37.45,11.995,27.85,28.7,25.8,11.325
2009/1/14,4.94,98.6,97.1,8,69.179,65.9,10.655,37.2,26.45,22.9,18.15
2009/1/15,5.73,127.2,119.1,8.81,71.887,36.8,12.103,45.65,29.35,29.55,16.65
2009/1/17,4.68,195.6,104,6.18,90,34.55,11.603,74.75,21.8,33.4,14.52
2009/2/15,5.54,132.6,123.2,8.59,85.538,38.2,11.898,50.6,25.9,26.6,17.725
2009/2/16,3.99,143.9,82.7,4.71,95.15,24.95,10.353,50,14.7,26.9,11.44
2009/2/17,4.87,204.2,108.9,6,91.2,31.65,12.314,83.45,26.95,37.05,14.92
2009/3/15,5.48,132.2,120.1,8.37,87.842,33.65,11.912,54.05,25.85,27.3,18.05
2009/3/16,4.12,145.7,93.45,5.25,97.3,27.65,10.383,53.4,18.04,30.45,10.9
2009/3/17,4.93,209.8,112.6,5.76,95.5,33.9,12.281,82.15,25.8,35.7,15.18
2009/4/13,5.23,49.52,104.4,10,64.571,38.55,12.701,36.95,27.4,24.7,10.825
2009/4/14,4.93,104.7,99.95,8.72,77.186,60.9,10.953,41.55,33.35,20.05,21
2009/4/15,6.21,159.9,125.4,9.93,95.446,36.65,12.786,55,30.6,35.9,22.6
2009/5/13,5.59,54.76,111.2,10.24,68.143,41.35,13.096,39.95,28.5,23.55,11.7
2009/5/14,4.67,95.76,95.8,8.94,72.463,55.6,10.854,41.85,27.55,20.05,19.45
2009/5/16,3.96,155.1,92.55,5.35,92.55,27.2,10.924,54.65,18.12,32.9,12.56
2009/5/17,5.04,250.8,117.5,5.32,98.45,34.95,12.942,109.7,25.7,34.15,14.46
2009/6/14,5.17,110.6,107.7,9.39,78.799,52.9,11.461,48.65,27.5,21,18.825
2009/6/15,6.61,155,127.3,8.87,112,29.45,12.111,41.85,31.45,37,20.25
2009/6/16,4.28,175.9,94.05,5.72,92.5,27.25,11.721,65.6,18.72,37.05,13.92
2009/6/17,5.22,277.4,121.5,5.08,100,36.1,13.636,99.5,26.4,35.5,15.84
2009/7/13,4.74,60.28,98.75,8.98,59.618,36.4,12.046,38.35,20.55,18.5,14.425
2009/7/14,4.95,121.2,106.1,9.65,80.181,57.25,11.42,52.75,28.2,22.05,18.025
2009/7/15,5.52,146,119.7,8.02,108.6,28.8,11.721,42,25.15,30.65,18.25
2009/8/13,4.97,71.48,103.2,8.87,65.954,42.25,12.418,36.5,24.85,21.2,16.175
2009/8/16,4.58,188.2,111.6,5.33,94.25,30.85,12.017,75.2,21.9,40.75,13.28
2009/8/17,5.62,330.2,123.9,5,105.2,36,13.491,111.2,28.8,33.1,15.5
2009/9/13,5.39,78.08,103,8.81,65.205,46.4,11.363,38.05,26.8,19.78,16.8
2009/9/14,5.32,126.1,118.5,11.46,81.391,47.85,12.294,50,28.1,28.05,18.675
2009/9/15,4.72,133.6,100,6.3,109.9,28.4,11.585,48.05,24.65,28.25,13.425
2009/9/16,5.06,213.8,120.9,5.22,102.3,35.2,12.231,86.6,22.25,39.2,15.26
2009/10/13,5.49,82.76,102.1,8.89,70.619,50.4,11.425,34.85,25.95,20.2,17.6
2009/10/14,4.97,117.9,113.3,9.93,76.264,42.65,11.994,43.95,25.35,27.6,16.8
2009/10/15,4.98,141.9,101.7,6.3,102.4,28.35,11.15,48.9,24.9,29.25,15
2009/10/17,6.32,349,129.7,5,100.8,38.55,13.418,131,31.75,35.1,22.35
2009/11/15,4.88,152,98.2,5.96,103.3,28.55,11.811,51.95,24,32.9,13.82
2009/11/16,4.58,202.4,104.3,5.2,94.05,34.65,12.496,69.95,22.15,35.3,14.98
2009/11/17,6.27,387.8,129.3,5.56,98.7,37.8,13.473,163,32.05,32.95,21.25
2009/12/13,5.6,92.48,97.4,9.08,70.562,62.9,11.251,37.3,30.25,24.25,17.8
2009/12/14,5.38,115.8,112.8,8.24,78.338,39.85,12.199,42.1,27.05,27.2,14.5
2009/12/15,4.55,150.7,94.6,5.23,101.8,26.15,11.285,54.6,21.15,33.25,12.86
2009/12/16,4.85,188.2,105.2,5.44,92.95,34.55,11.686,68.2,22.9,33.95,16.04
2010/1/13,5.75,50.68,124.5,10.94,73.211,37.35,11.91,28.15,28.8,25.8,11.5
2010/1/14,4.95,99.48,96.95,8,69.41,63.95,10.73,35.9,26.7,23,18.075
2010/1/17,4.71,198,104.7,6.18,90.95,35.3,11.95,75,22.15,35.25,14.78
2010/2/14,4.64,106.7,95.15,7.67,64.917,58.2,9.537,34.85,30.9,21.5,18.35
2010/2/15,5.56,133,124.8,8.57,85.826,37.7,11.925,49.95,25.95,27.35,18
2010/2/16,3.99,143.9,82.7,4.71,95.15,24.95,10.353,50,14.7,26.9,11.44
2010/2/17,4.86,202.6,108.3,6.12,91.5,31.95,12.331,82.65,26.75,37.75,15.58
2010/3/14,4.51,123.3,93.15,7.98,71.887,63,10.307,33.75,27.75,20.75,19.875
2010/3/15,5.43,131.1,119.3,8.3,88.188,32.4,11.871,53.3,25.85,27.15,18.25
2010/3/16,4.12,145,92.45,5.29,98.3,28.15,10.398,52.2,17.68,29.95,10.82
2010/3/17,4.91,212.4,113.5,5.68,95.65,33.8,12.298,82.3,26,35.35,15.12
2010/4/13,5.23,49.88,106.4,10.02,65.666,39.45,12.814,38.75,27.6,24.8,10.975
2010/4/14,4.89,112.6,100.5,8.86,77.877,65.05,11.077,42.35,32.5,20.45,21.375
2010/4/15,6.27,161.8,128.1,9.95,96.54,37.25,12.841,51.9,31,35.95,21.675
2010/4/17,5.04,226.4,117.6,5.77,95.7,37.2,13.14,91.5,27.9,35.75,15.2
2010/5/13,5.64,55.36,111.5,10.26,68.431,41.7,13.293,40,28.35,24.05,12.05
2010/5/16,3.99,156.4,93,5.36,93.85,27.45,10.984,54.6,18.3,33.75,12.74
2010/5/17,5.1,250.4,116.8,5.29,100.7,34.6,12.942,111,25.2,34.45,14.7
2010/6/13,5.24,61.04,98.7,8.79,59.445,40.45,11.835,44.85,23.65,20.25,14.15
2010/6/14,5.23,113.5,107,9.5,78.568,51.85,11.611,49.15,27.8,21.25,19.025
2010/6/15,6.51,153.2,125.3,8.82,110.6,29.2,11.961,41.25,31.5,37.5,20.45
2010/6/16,4.19,175.1,92.8,5.66,91.85,26.85,11.537,63.9,18.52,37.4,14.02
2010/7/13,4.8,60.88,100,9.12,61.173,38.1,12.083,35.9,20.6,18.44,14.425
2010/7/14,4.99,122.2,106.3,9.8,81.794,57.1,11.475,50,28.4,22.2,17.875
2010/7/15,5.66,148.9,120.8,8.08,111,29.55,11.751,42.6,26,32.3,18.675
2010/7/17,4.87,271.6,115.9,4.77,98.25,34.4,13.309,99.35,27.6,34.1,14.74
2010/8/15,5.35,142.8,116,7.27,115.9,36.55,11.931,42.35,27,30.3,16.575
2010/8/16,4.64,188,110.7,5.31,93.95,32.45,11.983,75.3,21.75,40.85,13.54
2010/8/17,5.47,326.6,122.2,4.99,103.3,35.75,13.509,110.9,28.95,33,15.72
2010/9/13,5.49,79.8,103.1,8.83,65.205,47.7,11.338,38.35,27.3,20.25,16.85
2010/9/14,5.19,122,117.9,11.06,79.836,46.75,12.13,48.85,27.75,28.3,18.425
2010/9/15,4.6,128.6,99.2,5.98,108.1,27.05,11.36,46.85,24.8,27.95,13.275
2010/10/13,5.45,81.96,102.6,8.82,70.504,50.5,11.363,35.8,26.05,20.55,18
2010/10/14,4.89,115.7,111.6,9.68,75.17,41.9,11.966,43.8,24.85,26.75,16.575
2010/10/16,5,216.2,117.2,5.52,98,34.8,12.116,79.15,22.2,38.85,14.88
2010/10/17,6.39,351.2,131.8,5,101.1,38.95,13.382,134.2,31.3,35.55,22.55
2010/11/14,5.05,125.7,114.5,9.21,79.836,45.1,12.526,44,25.05,32.2,15.45
2010/11/15,4.81,150.4,97.5,5.84,101.9,27.6,11.705,50.65,23.95,32.45,13.42
2010/11/16,4.66,208.2,105.9,5.27,94.75,35.3,12.529,72.45,22.95,36.7,15.32
2010/11/17,6.2,385.4,130,5.57,97.95,37.6,13.455,169.4,31.6,32.85,20.7
2010/12/13,5.58,93.24,97.35,8.99,70.735,62.3,11.226,37.5,30.05,24.9,17.825
2010/12/14,5.36,115.5,113.6,8.16,77.992,40.3,12.089,42.9,27.35,27.7,14.5
2010/12/15,4.54,150.4,94.5,5.17,101.2,26.25,11.285,54.75,21.15,32.8,12.96
2011/1/13,5.76,51.04,123.2,10.88,72.52,36.8,11.939,28.2,28.35,25.55,11.875
2011/1/16,4.22,138,90.05,4.45,97.95,22.3,10.879,46.5,17.38,28.4,11.3
2011/1/17,4.76,200.8,105.7,6.17,92.25,35.65,11.967,75.05,22.55,36.15,15.04
2011/2/13,5.63,54.12,122.4,10.58,71.426,36.4,12.08,30.65,29.65,23.65,11.2
2011/2/14,4.75,106,95.3,7.78,65.838,57.6,9.699,34.8,31.05,21.85,18.425
2011/2/15,5.51,131.6,123.9,8.52,86.921,38.05,11.857,48.2,26,26.6,18
2011/2/16,3.82,135.9,80.65,4.47,93.6,24.25,10.083,50,14.18,25.9,11.02
2011/3/13,5.55,56.32,114.6,10.88,68.661,36,12.616,31.95,27.8,27.45,11.1
2011/3/14,4.5,123.5,93.85,7.88,72.117,64.55,10.282,34.05,27.85,21.15,19.9
2011/3/15,5.38,131.7,118.8,8.19,86.451,31.25,11.775,53.8,25.7,27.1,18
2011/3/16,4.15,148.1,93.45,5.42,99.15,28.7,10.488,53,18.36,31.25,10.96
2011/4/13,5.26,50.08,106.7,9.98,65.954,39.65,12.814,37.75,27.55,24.6,11.2
2011/4/14,4.81,105,99.65,8.85,78.684,62.9,11.065,41.3,30.15,20.3,21.1
2011/4/16,4.14,159.5,93.7,4.91,98.95,29.45,10.789,57.95,21.5,35.7,12.42
2011/4/17,4.97,225,116.8,5.68,95.55,36.85,12.959,93.3,27.75,35.45,15.02
2011/5/15,6.58,158.6,131.5,9.52,93.718,33,12.69,42.7,32.25,37.2,20.85
2011/5/16,3.95,156.5,91.25,5.32,93.05,27.55,10.864,56.15,18.46,33.75,12.38
2011/5/17,5.1,254.6,116.6,5.31,101.9,34.6,12.975,99.4,24.95,34.1,14.98
2011/6/13,5.17,60.96,96.4,8.64,58.869,39.75,11.648,43.7,22.85,19.9,13.8
2011/6/14,5.24,116.4,105.6,9.5,78.511,53.7,11.42,48.6,27.6,20.95,18.8
2011/6/15,6.58,154.3,125.9,8.82,110.9,28.85,11.931,41.95,31.5,37.15,20.25
2011/7/13,4.95,62.16,101.7,9.35,62.037,39.65,12.319,36.85,22.3,18.8,14.275
2011/7/14,4.98,121.6,106.2,9.91,81.276,57.55,11.557,47.55,28.6,22.05,17.9
2011/7/16,4.24,180,100.1,5.31,82.6,25.5,11.653,65.5,18.84,38.05,13.36
2011/7/17,5.02,278.4,115.9,4.78,98.95,34.7,13.364,102.6,27.55,34.55,14.92
2011/8/14,5.23,132.3,116.3,10.56,82.773,52.15,11.734,46.95,29.2,23.65,18.725
2011/8/15,5.34,140.8,115.9,7.33,114.2,36.5,11.901,42.95,27.1,29.95,16.6
2011/8/16,4.74,188.7,109.4,5.27,93.25,31.95,12.017,76.3,21.55,41.35,13.36
2011/8/17,5.3,310.6,120.7,4.93,101.1,34.95,13.436,106.7,28.2,32.55,15.6
2011/9/13,5.49,80.44,102.6,8.6,65.435,48.15,11.226,36.75,27.25,19.62,16.55
2011/9/14,5.17,122.2,118.1,10.68,80.412,46.5,12.13,48.55,27.8,29.2,18.25
2011/9/15,4.7,127.4,103.1,5.75,104.9,26.65,11.195,47.85,23.7,28.05,13.3
2011/9/17,5.87,330.8,135.6,5,101,37.3,13.6,139.6,30.1,36.05,19.58
2011/10/13,5.52,83.8,103.9,8.91,71.368,51.4,11.375,35.4,26.6,21.3,17.75
2011/10/16,4.91,215.8,114.5,5.55,95.4,35.2,12.132,77.95,21.65,38.4,14.84
2011/10/17,6.4,351.6,129.5,5.03,100.7,37.95,13.436,134.5,30.6,35.1,22.2
2011/11/13,5.36,82.24,101.5,8.74,69.698,55.1,11.214,31.5,26.95,20.9,16.05
2011/11/14,5.05,127.6,115,9.01,79.605,46.2,12.499,43.5,25.05,31.6,15.475
2011/11/15,4.78,151.5,98,5.75,102.1,27.9,11.781,49.5,23.45,32.8,13.58
2011/11/16,4.6,200,104.6,5.19,93.8,35.1,12.083,68.85,23.3,34.9,15.3
2011/12/13,5.43,94.92,96.2,8.76,69.352,61.4,11.102,37.3,29.2,24.15,17.85
2011/12/14,5.33,113.4,113.7,8.07,76.495,40.1,12.13,41.9,27.1,28.1,14.825
2011/12/15,4.52,147.6,93.9,5.08,101.3,25.8,11.225,53.3,20.9,30.6,12.78
2011/12/17,5.96,405.4,122.8,5.15,96.4,39.65,13.891,153,37.6,30.25,21
2012/1/15,5.68,127.1,119.5,8.77,82.485,36.55,11.966,44.9,29.3,29.5,16.85
2012/1/16,4.16,136.1,89.8,4.39,97,22.3,10.819,44.8,17.3,27.75,11.5
2012/1/17,4.77,198.8,106.4,6.12,91.6,34.75,11.901,75.2,22.7,36.3,14.94
2012/2/13,5.63,54.12,122.4,10.58,71.426,36.4,12.08,30.65,29.65,23.65,11.2
2012/2/14,4.82,107.6,95.6,7.94,67.163,59.4,9.91,34.8,30.6,22.15,18.975
2012/2/15,5.58,129.6,123.3,8.54,85.826,37.45,11.871,48.75,26.25,26.8,17.95
2012/2/16,3.73,133.3,80.8,4.5,91.95,24.75,10.263,49.6,14.16,26.05,11.18
2012/3/13,5.49,55.68,114.6,10.84,67.624,35.95,12.503,32.1,27.35,26.05,10.925
2012/3/14,4.44,120.4,93.2,7.78,70.907,64.1,10.233,33.5,27,20.6,19.3
2012/3/15,5.48,131.8,115.9,8.21,86.451,31.4,11.761,53.85,26.2,27.2,17.575
2012/4/13,5.25,50,107.5,9.9,66.184,39.1,12.898,38.55,27.4,25.15,11.4
2012/4/16,4.15,160,94.8,4.97,97.6,29.4,10.909,58.2,21.55,35.4,12.5
2012/4/17,5.02,231,117.7,5.68,95.5,37.35,13.074,94.85,28,35.9,14.96
2012/5/14,4.72,100.8,98.45,8.99,75.458,56.6,11.127,43.35,27.5,20.1,19.5
2012/5/15,6.5,157,129.9,9.4,93.314,32.9,12.663,45,31.7,36,20.325
2012/5/16,3.92,154.2,90,5.36,92.2,27.35,10.849,57.7,18.8,33.2,12.24
2012/5/17,5.08,258.2,116,5.31,101.6,34.5,13.008,96,24.9,34.25,14.78
2012/6/13,5.17,60.96,96.4,8.64,58.869,39.75,11.648,43.7,22.85,19.9,13.8
2012/6/14,4.87,115.6,106.2,9.45,77.589,53.7,11.461,48.15,27.65,21.4,18.25
2012/6/15,6.68,157.2,127,8.93,113.2,29.15,12.006,41.9,31.75,38.1,20.65
2012/6/17,5.17,270.6,119.2,5.03,99.75,36.15,13.382,95.75,26.3,35.15,15.68
2012/7/13,4.9,61.96,102.3,9.25,61.634,39.2,12.207,37.5,22.65,19.04,14.3
2012/7/16,4.29,180.9,102.1,5.39,84.75,26.25,11.653,67,20,38.5,13.62
2012/7/17,5.19,281.2,116.2,4.79,99.35,34.3,13.473,104.8,27.25,34.5,14.5
2012/8/13,5.13,73.48,104,9.2,66.242,42.95,12.636,36.15,25.85,21.1,16
2012/8/14,5.24,133.3,115.8,10.8,83.695,52.2,11.734,47.25,29.55,23.6,18.875
2012/8/15,5.26,134.9,113.4,7.29,111.8,34.6,11.931,42.55,26.5,29.5,16.525
2012/8/16,4.79,187.8,111.3,5.34,95.75,32.7,12.066,76,21.85,41.95,13.48
2012/9/13,5.48,82.56,103.1,8.69,66.069,47.05,11.313,35.2,27.45,19.22,16.35
2012/9/14,5.16,122.9,117.9,10.54,80.124,46.65,12.103,47.4,27.85,29.25,18.225
2012/9/16,4.83,207,116.7,5.11,99.5,34.45,12.017,79.3,21.6,37.6,14.84
2012/9/17,5.86,333,134.8,5.02,100.4,37.2,13.473,139.5,30.65,36.1,19.46
2012/10/15,5.04,144,101.9,6.39,104.8,27.4,11.15,48.8,25.6,29.15,14.9
2012/10/16,4.82,213.4,113.2,5.47,96.1,34.75,12.182,77,20.6,38.25,14.88
2012/10/17,6.4,350.2,131.9,4.99,99.8,38.1,13.491,135,30.9,34.65,21.9
2012/11/13,5.35,81.8,101.3,8.71,69.064,54.7,11.214,30.8,26.8,20.85,16.4
2012/11/14,5.05,129.2,115,9.05,79.548,46.1,12.581,43.4,25.15,32.55,15.2
2012/11/15,4.87,155,101.2,5.93,103.9,28.9,11.856,49.35,23.55,33.3,13.96
2012/12/13,5.36,93.48,96.4,8.69,69.871,62.3,11.139,35.25,29.2,23.55,17.65
2012/12/14,5.29,113.7,113.4,8.09,75.861,40.95,12.021,42.6,27.35,27.8,15.125
2012/12/16,4.79,185.1,102.6,5.47,92.05,34.15,11.603,66.6,22.55,33.45,15.6
2012/12/17,6,393.2,122.4,5.21,96.15,39.35,13.855,147.6,36.45,30.05,20.95
2013/1/14,4.95,99.32,96.9,8.03,69.179,63.5,10.655,36.3,27.15,22.75,18.5
2013/1/15,5.71,127.8,123.6,8.79,82.6,37.4,12.021,47.3,29.3,29.8,17
2013/1/16,4.17,137.4,90,4.45,99.05,22.45,10.879,46.5,17.44,29,11.48
2013/1/17,4.77,199.7,106.7,6.28,92.05,34.85,11.983,75,22.9,36.1,15.08
2013/2/13,5.63,54.12,122.4,10.58,71.426,36.4,12.08,30.65,29.65,23.65,11.2
2013/2/14,4.76,108,95.7,7.81,67.624,59,9.897,34.8,30.35,22.1,19.7
2013/2/15,5.65,130.2,123.2,8.59,86.345,38.65,11.816,48.8,26.45,27.1,18.325
2013/2/17,4.94,203.6,108,6.17,91.7,31.55,12.231,85.15,26.95,38,15.5
2013/3/13,5.37,55.64,111.6,10.68,67.278,35.8,12.39,31.1,26.75,25.9,10.725
2013/3/14,4.46,117.6,92.05,7.7,70.504,62.75,10.158,33.6,26.75,20.35,19.25
2013/3/15,5.55,133.6,115.4,8.24,86.451,31.3,11.721,53.7,26.35,27.4,17.925
2013/3/17,5.06,215.4,113.3,5.7,95.9,33.8,12.38,85.1,26.7,35.25,15.42
2013/4/15,6.63,170.5,126.5,10.06,98.844,36.2,12.895,54.5,31.35,40.05,22.025
2013/4/16,4.32,164.5,96.55,5.33,99.2,30.3,11.18,59.35,22.55,35.35,12.84
2013/4/17,5.02,230.6,119.3,5.69,94.8,37.25,13.041,95.5,28.4,35.8,15.06
2013/5/13,5.56,53.76,109,10.06,67.048,41,13.237,41,27.9,23.5,12.025
2013/5/14,4.69,101.5,98.85,9.24,76.61,56.35,11.164,43,28.4,20.1,19.6
2013/5/15,6.47,156.8,129.2,9.42,93.142,32.7,12.608,44.85,31,35.7,20.5
2013/5/16,3.87,155.1,87,5.29,91.15,27.2,10.759,58.75,18.2,32.7,12.3
2013/6/13,5.09,59.56,96.45,8.31,59.445,38.95,11.338,41.4,22.5,20.15,13.425
2013/6/14,4.96,116.1,107,9.49,78.453,53.85,11.502,48.9,27.35,21.3,17.75
2013/6/16,4.11,169.5,90.4,5.41,89.85,26.35,11.256,62.45,17.98,35.9,13.22
2013/6/17,5.19,272.4,120.5,5.05,99.3,37.1,13.436,97.5,26.55,34.8,15.62
2013/7/15,5.78,150.5,122.7,8.12,112.1,30.95,11.871,43.25,26.85,32.85,18.9
2013/7/16,4.31,181.2,103,5.41,85.95,26.55,11.554,66.35,19.94,38.3,13.72
2013/7/17,5.26,284.4,118.7,4.83,100.8,35.45,13.527,109.4,27.9,35.15,14.62
2013/8/13,5.28,74,105.6,9.33,66.587,44.4,12.574,37.4,26.65,20.7,15.5
2013/8/14,5.28,133.2,117.7,10.86,83.695,52.55,11.748,47.45,29.5,23.65,19.275
2013/8/15,5.25,144.1,111.9,7.43,111.7,33.5,11.916,42.3,26.85,28.55,16.775
2013/9/13,5.46,82.16,101.7,8.67,65.205,46.25,11.425,35,26.95,19,16.775
2013/9/16,4.81,208,116.4,5.04,99.25,33.75,11.868,80.7,21.8,37.25,14.92
2013/9/17,5.78,334,136.8,4.99,100.7,37.9,13.4,141.3,32.35,36.1,19.7
2013/10/14,4.88,114.4,113,9.57,75.4,41.65,12.103,42.7,24.6,26.4,16.55
2013/10/15,4.99,142.9,101.3,6.26,105.6,28.15,11.375,48.05,25.15,28.45,15.4
2013/10/16,4.69,210,113.6,5.32,95.4,34.05,12.083,76.85,20.45,37.15,14.8
2013/10/17,6.37,349.2,132.8,4.99,99.9,37.9,13.545,140,31.05,35.25,21.7
2013/11/13,5.16,78.52,100.2,8.5,68.661,54.25,11.127,30,26.35,20.35,16.325
2013/11/14,5.11,129.5,115.7,8.83,80.066,46.9,12.636,43.9,25.2,33.05,14.9
2013/11/15,4.75,152.2,98.95,5.69,102.3,28.05,11.69,53.5,22.75,33,13.64
2013/11/17,6.17,387.6,126,5.49,97,37.4,13.4,179.2,32.5,32.4,21.05
2013/12/13,5.38,93.24,96.8,8.72,69.179,62.65,11.127,35.75,29.3,23.3,17.425
2013/12/16,4.76,186.3,102.5,5.76,91.25,34.35,11.603,66.9,22.75,32.85,15.76
2013/12/17,6.2,395.6,123.5,5.41,96.2,41.35,13.873,145.9,36.15,30.05,21.45
2014/1/13,5.81,50.96,123.3,11,73.384,36.6,11.995,28.7,28,25.45,12
2014/1/14,4.93,98.6,96.75,7.98,69.064,63.35,10.605,36.05,27.3,22.9,18.575
2014/1/15,5.68,126,121.2,8.73,82.024,37.55,11.98,46.45,29.2,29.3,16.825
2014/1/16,4.15,137.1,89.3,4.48,97.9,22.35,10.954,44.7,17.44,28.95,11.28
2014/2/13,5.77,54.36,124,10.62,71.714,36.5,12.136,31.45,30.45,24.05,11.325
2014/2/14,4.79,109.7,96.5,7.82,68.085,59.5,9.947,35,30.35,22.45,19.225
2014/2/17,4.96,202.8,108.5,6.14,93.15,33.1,12.314,86.2,27.05,36.95,15.16
2014/3/13,5.43,55.16,107.9,10.66,66.645,35.8,12.616,31,26.8,26.95,10.65
2014/3/14,4.43,112.8,91.65,7.67,69.583,61.05,10.146,32.15,26.5,20.75,19.1
2014/3/16,4.23,153.3,94.85,5.39,99.1,29.1,10.563,53,19.22,31.4,10.92
2014/3/17,5.09,214.6,112.1,5.69,96.15,34.45,12.347,83.75,27.5,35.8,15.5
2014/4/14,4.84,105.2,100.6,8.85,78.165,63.35,11.152,41.25,30.25,20.25,21.05
2014/4/15,6.59,161.2,125.9,9.93,97.404,34.45,12.882,54.2,31.4,37.6,21.025
2014/4/16,4.33,165,97.2,5.34,99,30.85,11.165,58.05,22.4,34.75,13.02
2014/4/17,5.02,230.6,119.3,5.69,94.8,37.25,13.041,95.5,28.4,35.8,15.06
