date,1398 HK Equity,700 HK Equity,16 HK Equity,857 HK Equity,1 HK Equity,1928 HK Equity,3 HK Equity,2018 HK Equity,914 HK Equity,1099 HK Equity,2319 HK Equity
2001/5/13,5.46,53.24,112.2,9.87,67.278,40.7,13.18,37.85,28.1,23.05,10.925
2001/5/14,4.62,96.64,97.65,8.98,76.034,56.6,11.102,43.3,28.8,20.4,19.925
2001/5/15,6.74,160.9,129.1,9.96,97.058,31.75,12.636,41.15,31.5,36.9,19.625
2001/5/17,5.08,243.4,116.7,5.48,97.15,35.3,12.843,114.2,27.25,34.9,15.06
2001/6/15,6.82,156.1,132.9,9.17,122.7,28.85,12.772,44.45,33.35,38.85,21.75
2001/6/16,4.12,170.4,91.7,5.37,89.15,27.8,11.27,62.75,18.5,36.4,12.76
2001/6/17,5.3,271.2,117.7,5.17,101.2,34.65,13.802,82.6,26,35.35,15.86
2001/7/13,4.89,60.84,100.1,8.25,60.597,36.55,11.773,43.8,21,19.48,13.875
2001/7/14,4.9,118.2,106.3,9.79,79.202,58.55,11.584,50.45,26.6,21.45,17.925
2001/7/15,6.16,154.7,125.6,8.65,113.9,26.1,12.216,43.8,27.2,34.45,19.325
2001/7/16,4.29,176.1,93.05,5.29,84.55,25.95,11.686,65.85,18.62,36.95,13.48
2001/8/13,5.11,72.12,104.4,9.15,64.283,42.35,12.543,37.2,23.6,21,16.1
2001/8/14,5.24,128.2,115.5,10.14,82.716,56.45,11.639,45.65,28.8,22.25,19.05
2001/8/16,4.47,184.5,110.6,5.31,91.75,30.05,11.868,71.95,20.5,38.4,13.3
2001/8/17,5.54,314.4,121,5.08,104.3,36.05,13.436,105.2,29.4,33.05,15.16
2001/9/14,5.09,126.6,117.5,11.22,81.564,48.9,12.062,49.6,28.1,27.45,17.95
2001/9/15,4.5,127.2,94.9,6.19,101.2,26.25,10.849,43,23.05,26.9,12.625
2001/9/16,4.97,202.6,109.3,5.14,99.55,32.45,12.149,87,21.8,39.4,15.42
2001/9/17,5.8,326.2,129.7,5.06,101.7,36.5,13.436,142.1,29.45,36.2,19.48
2001/10/13,5.41,81.36,105.5,8.56,68.027,47.95,11.586,35.25,24.9,19.46,17.375
2001/10/14,4.84,115.5,110.1,9.95,73.672,40.5,11.502,45.1,24.8,28.4,16
2001/10/15,4.46,129.3,100.5,5.37,100.2,23.3,10.909,48.25,22.75,27.1,13.6
2001/11/13,5.42,84.52,102.3,8.82,70.504,56.1,11.301,35.35,26.95,21.55,16.85
2001/11/16,4.75,207.2,118.4,5.4,96.9,34.7,12.81,73.75,22,38.15,14.66
2001/11/17,6.26,360,129,5.11,99.45,38.3,13.491,144.5,32.25,34.3,21.55
2001/12/14,5.13,120.3,112.1,8.04,79.432,45.5,12.144,44.3,25.8,27.95,15.25
2001/12/15,4.74,154.3,97.55,5.65,103.3,27.2,11.645,56.4,21.65,33,12.34
2001/12/16,4.79,194.5,101.5,5.52,94.7,38,11.818,69.95,22.5,35.95,15.74
2001/12/17,6.08,385,127,5.24,99.2,38.55,14,153.4,37.05,31.3,19.98
2002/1/13,5.7,51.48,118.8,11.18,70.159,35.75,12.08,27.6,29.5,24.6,11.175
2002/1/14,5.2,100.9,98.05,8.46,70.735,63.95,11.065,40.55,28.5,21.7,18.4
2002/1/15,5.77,112.8,118.5,8.69,75.861,37.7,12.13,41.2,29.3,27.35,16.025
2002/1/17,4.65,189.7,98,5.78,87.9,33.7,11.355,70.45,21.1,31.95,14.94
2002/2/15,5.5,135.8,127.4,8.44,86.172,37.7,12.171,48.55,25.65,28.05,17.5
2002/2/16,3.91,145.6,83.25,4.57,97.1,26.75,10.203,52.05,15.3,26.95,11.52
2002/2/17,4.73,205.2,107.2,6.09,92,33.55,12.017,79,25.4,35.1,14.7
2002/3/15,5.68,136.7,121.1,8.94,90.089,35.3,11.912,50.6,26.7,26.9,17.425
2002/3/16,4.04,148.3,91.85,5.34,97.7,29.25,10.609,56,18.34,29.8,11.3
2002/3/17,5.01,206.4,114.3,5.86,96.2,33.35,12.545,82.85,26.65,35.65,15.2
2002/4/13,5.37,48.56,106.4,10.28,66.472,39.9,12.926,36.5,25.7,24.9,10.975
2002/4/14,4.69,112.3,99.75,8.55,77.704,63.35,10.58,40.7,34.5,21.65,19.8
2002/4/15,5.85,149.8,121,8.75,91.817,32.5,12.267,50.45,29.95,31.5,20.05
2002/5/13,5.42,54.68,110,9.66,66.933,40.3,13.096,37.65,28.15,23.15,11.025
2002/5/14,4.62,99.08,98,8.94,77.071,57.8,11.028,44.25,29.25,20.4,20.45
2002/5/16,4.21,158.9,98.05,5.71,93,27.8,10.879,53.95,20.55,33.3,13.18
2002/5/17,5.07,248.4,117.4,5.45,97.75,35.3,12.81,113.4,27.1,34.5,14.76
2002/6/14,5.04,109.3,106,9.25,79.778,56.5,11.636,45.75,27.9,21.05,19.025
2002/6/15,6.78,157.2,133.9,9.15,122.9,28.5,12.731,44.55,32.8,37.5,21.225
2002/6/16,4.16,170.2,92.2,5.42,90.35,27.95,11.45,64.8,18.48,36.15,13.56
2002/6/17,5.4,270,118.3,5.17,101.9,35.1,13.802,82.6,25.85,35.5,15.84
2002/7/13,4.75,60.36,99.95,8.8,60.136,37,11.698,43.75,20.55,19,14.45
2002/7/14,4.97,122.8,107.7,9.93,81.967,60.3,11.721,52.5,27.55,21.6,17.65
2002/7/15,6.15,156.5,126.9,8.62,113.8,29.25,12.126,42.65,26.7,33.8,18.825
2002/8/13,5.09,72.04,104.1,9.19,65.378,42.75,12.543,36.05,24.6,22.15,16.225
2002/8/16,4.47,184.5,110.6,5.31,91.75,30.05,11.868,71.95,20.5,38.4,13.3
2002/8/17,5.55,312.6,121.4,5.02,107.5,35.6,13.455,110.2,29.1,32.9,15.26
2002/9/13,5.22,75.28,101.7,8.54,65.147,46.5,11.338,35.6,25.8,19.2,16.4
2002/9/14,5.05,125.7,117.7,11.16,81.448,48.8,12.294,49.25,28.1,27.8,17.75
2002/9/15,4.44,127.4,95.1,6.03,102.6,25.4,10.819,44.1,22.9,26.15,12.525
2002/9/16,4.9,201.8,111.9,5.18,102.8,32.25,12.05,86.55,21.75,39.95,15.18
2002/10/13,5.46,83,105.8,8.52,70.619,48.7,11.624,36.4,25.15,19.42,17.5
2002/10/14,4.84,115.5,110.1,9.95,73.672,40.5,11.502,45.1,24.8,28.4,16
2002/10/15,4.55,135.5,100.1,5.54,103.4,24.75,10.984,49.2,24.5,27.65,14.5
2002/10/17,5.8,336.2,126.9,4.95,99.85,40.65,13.345,131.2,31.15,34.4,21.85
2002/11/15,4.84,147.5,100.6,5.99,103.7,27.9,11.675,48.75,23.5,31.95,13.78
2002/11/16,4.65,204.4,117.3,5.28,95.85,34.25,12.678,72,21.75,37.25,14.74
2002/11/17,6.23,361.8,128.7,5.3,99.2,38.05,13.436,142.4,32.35,34,21.15
2002/12/13,5.6,90.84,99.9,9.21,70.907,59.5,11.413,36.1,30.85,23.3,17.975
2002/12/14,5.23,119.6,113.3,8.19,79.836,44.25,12.376,43.6,25.85,28.35,15.15
2002/12/15,4.75,153.7,97.95,5.7,103.6,27.4,11.675,55.85,22.4,33.7,12.34
2002/12/16,4.75,191,101,5.49,93.8,36.5,11.669,68.6,22.6,35.8,15.32
2003/1/13,5.81,51.92,117.7,11.3,69.352,36.45,11.967,27.2,29.4,24.55,11.15
2003/1/14,5.06,98.8,96.4,8.2,69.41,63.4,10.829,38.9,27.7,21.85,17.975
2003/1/17,4.68,189.4,100.7,5.8,90.8,33.6,11.372,70.55,21.45,31.85,15.06
2003/2/14,4.81,108.7,94.8,7.51,66.184,59.85,9.922,33.55,30.1,21.9,17.875
2003/2/15,5.58,135.1,125,8.6,85.711,37.8,12.062,50.45,26.4,28,17.65
2003/2/16,3.88,141.6,80.9,4.38,95.35,25.85,10.158,49.85,14.58,26.15,11.02
2003/2/17,4.7,205,108,6.04,91.75,33.85,12.099,78.85,25.6,37,14.92
2003/3/14,4.59,120.4,96.65,8.09,69.525,64,10.357,35,28.1,21.15,20.1
2003/3/15,5.58,135.3,122.3,8.76,89.801,35.9,11.98,50.85,26.25,26.9,17.475
2003/3/16,4.04,147.6,92,5.35,97.55,28.65,10.458,54.1,17.94,30.2,10.96
2003/3/17,4.93,207.2,113,5.85,95.35,33.15,12.446,82.9,26.1,35.35,14.96
2003/4/13,5.34,48.56,105.6,10.28,66.011,39.5,12.983,37.3,26.15,25.05,10.8
2003/4/14,4.71,109.3,99.5,8.59,77.992,64.05,10.68,41.65,35.6,21.45,20.4
2003/4/15,5.85,149.8,121,8.75,91.817,32.5,12.267,50.45,29.95,31.5,20.05
2003/4/17,5.11,225.2,115.3,5.68,95.45,36,12.992,92.2,27.25,36.35,15.74
2003/5/13,5.43,54.2,110.6,9.53,66.875,40.4,13.18,37.7,28.2,23.25,11.225
2003/5/16,4.1,155.3,94.2,5.63,92.4,28,10.744,54.25,19.86,33,13.32
2003/5/17,5.07,248.4,117.4,5.45,97.75,35.3,12.81,113.4,27.1,34.5,14.76
2003/6/13,5.4,60.64,102,9,62.843,41.35,12.418,44.25,25.05,20.75,14.05
2003/6/14,5.14,112,107.9,9.34,80.469,55.7,11.785,47.6,28.9,21.15,18.975
2003/6/15,6.72,158.1,134,9.13,118,28.45,12.592,43.55,32.7,36.95,21.075
2003/6/16,4.19,170.8,92.7,5.38,91.35,27.7,11.585,64.05,18.6,36.35,13.58
2003/7/13,4.56,59.76,97.7,8.8,58.869,35.8,11.562,42.4,19.52,19,13.9
2003/7/14,4.99,124.7,107.7,9.81,81.909,59.7,11.611,52.7,29.1,21.9,17.7
2003/7/15,6.21,155.1,125.4,8.67,112.8,29.45,12.081,42.45,26.2,32.6,18.525
2003/7/17,5.03,280.8,115.5,4.77,97.45,35.3,13.182,97.8,27.5,35.6,15.04
2003/8/15,5.31,144,118.2,7.47,113.7,33.9,11.796,43.5,24.65,29,16.775
2003/8/16,4.39,181.5,106.1,5.21,91.25,29.3,11.702,73.7,20.7,39,13.02
2003/8/17,5.62,308.6,122.2,5.01,108.5,35.6,13.491,107.2,28.45,32.8,15.2
2003/9/13,5.25,75.96,101.7,8.59,65.147,46.4,11.45,36.5,26.5,19.36,16.275
2003/9/14,5.28,129.3,119.2,11.5,83.753,48.45,12.431,52,28.55,28.5,17.75
2003/9/15,4.44,127.4,95.1,6.03,102.6,25.4,10.819,44.1,22.9,26.15,12.525
2003/10/13,5.5,83.96,105.7,8.64,72.002,50.6,11.586,36.05,25.55,19.8,18.025
2003/10/14,4.87,116,108.7,10,73.787,40.1,11.529,43.6,25.05,28.85,15.975
2003/10/16,4.91,216.8,116.9,5.12,99.45,34.25,12.132,79.95,21.5,38.3,14.84
2003/10/17,6.26,346.8,127.8,4.99,99.9,40.85,13.364,135,32.25,34.35,21.5
2003/11/14,5.09,123.8,115.6,9.56,79.375,48.4,12.417,47.55,25.2,29.85,17.1
2003/11/15,4.85,150.5,99.75,6,104.2,28.95,11.826,49.35,23.45,31.85,13.72
2003/11/16,4.64,202,115.8,5.26,95.45,33.95,12.529,71.3,21.7,36.65,14.62
2003/11/17,6.25,368,128,5.28,99.15,37.85,13.455,139.7,32.1,33.8,21.3
2003/12/13,5.58,89.56,99.2,9.12,71.368,61,11.475,36.5,31.35,23.3,17.75
2003/12/14,5.22,117.7,112.7,7.94,79.317,42,12.199,42.45,26.6,27.9,14.875
2003/12/15,4.73,154.4,97.1,5.67,103.3,27.3,11.57,54.55,22.2,33.85,12.4
2004/1/13,5.79,51.84,118.8,11.2,69.64,36.65,11.939,28.4,29,25.1,10.95
2004/1/16,4.52,149.1,93.2,5.02,103,25.75,11.21,49.8,20,30.2,12.46
2004/1/17,4.65,189,100.9,5.73,90.15,33.4,11.355,71.45,20.95,32.25,14.86
2004/2/13,5.89,53.76,125.3,10.94,72.29,39.05,12.56,29.35,30.95,23.3,11.725
2004/2/14,4.66,102.1,93.55,7.33,66.184,59.05,9.798,33.25,28.75,21.4,17.725
2004/2/15,5.57,133.9,124.6,8.76,84.905,37.7,12.035,52.35,26,27.9,17.95
2004/2/16,3.94,141.9,82.15,4.61,96.9,24.6,10.338,50,14.78,26.6,11.38
2004/3/13,5.4,54.84,114.5,10.36,67.278,36.35,12.164,32,27.8,24.25,11.1
2004/3/14,4.6,122.5,95.65,8.24,71.195,64.8,10.357,34.4,28.2,21.1,20.5
2004/3/15,5.51,133.3,120.1,8.59,88.879,35.3,12.021,52.35,26.1,27.3,17.65
2004/3/16,4.09,147.2,94.1,5.38,98.85,28.75,10.518,54,19.28,30.8,10.98
2004/4/13,5.34,48.56,105.6,10.28,66.011,39.5,12.983,37.3,26.15,25.05,10.8
2004/4/14,4.74,105,99.9,8.69,77.013,63.35,10.742,41.6,35.25,21.4,20.25
2004/4/16,4.22,158.5,92.85,5.07,100.8,30.1,10.729,58.5,20.65,33.9,12.2
2004/4/17,5.11,225.2,115.3,5.68,95.45,36,12.992,92.2,27.25,36.35,15.74
2004/5/15,6.69,158,134.4,10.04,97.634,32.8,12.69,39.85,33.05,36.25,20.35
2004/5/16,4.05,154.5,93.95,5.57,93,27.45,10.774,53.9,19.5,33.3,12.92
2004/5/17,5.03,243.8,118.1,5.37,97.7,35.15,12.86,109.9,25.95,34.15,14.74
2004/6/13,5.38,60.68,101.5,9.07,62.67,41.6,12.56,46.4,25.05,20.85,14.375
2004/6/14,5.16,109.2,106.1,9.31,80.354,55.6,11.81,46.5,28.75,20.85,18.775
2004/6/15,6.75,157.8,131.6,9.06,114.3,29.8,12.562,43.85,32,36.2,21.25
2004/7/13,4.67,61.28,98.65,8.96,59.618,36.65,11.711,40.5,19.54,18.94,14.25
2004/7/14,5.01,125.1,107.1,9.81,81.276,61.15,11.557,52.4,29.55,22.1,17.575
2004/7/16,4.28,178.9,96.75,5.35,84.4,26.45,11.868,65.2,18.96,37.85,13.5
2004/7/17,4.96,269.2,115.1,4.9,96.5,34.65,13.145,95.5,27.45,34.7,14.72
2004/8/14,5.29,129.2,114.5,10.1,82.716,56.75,11.625,47.45,29.4,23,19
2004/8/15,5.28,143,118.7,7.36,114.3,33.8,11.976,42.1,25.65,30,16.075
2004/8/16,4.41,182.6,107.7,5.23,91.65,29.6,11.802,72.65,20.75,38.65,12.92
2004/8/17,5.63,311.4,123.5,5.02,105.1,35.65,13.545,108.3,28.15,33,15.36
2004/9/13,5.23,75.8,101.6,8.48,64.283,46.05,11.35,37.75,26,19.44,15.975
2004/9/14,5.3,129.4,118.5,11.62,82.6,48.7,12.445,51.8,28.45,28.05,18.025
2004/9/15,4.4,127.4,94.65,5.81,102,26.9,10.894,47,22.7,27.7,12.875
2004/9/17,5.77,322,128.6,5.05,100.6,36.75,13.527,144.9,29.1,36.15,19.4
2004/10/13,5.51,83.84,105.1,8.61,70.965,50.3,11.562,36.25,25.9,19.96,18.225
2004/10/16,4.95,217.4,116.4,5.19,99.45,34.65,12.116,79.25,22.15,38,14.82
2004/10/17,6.37,349.4,130.4,5.02,101,40.7,13.345,136.6,31.9,34.15,21.35
2004/11/13,5.41,83.36,103,8.79,71.541,55.3,11.363,33.45,26.7,21.1,16.5
2004/11/14,5.09,122.7,115.3,9.6,78.05,46.8,12.376,46.05,25.55,31.65,17
2004/11/15,4.98,153,100.7,6.24,105.8,29.5,12.036,51,24.3,32.65,13.92
2004/11/16,4.65,200,115.4,5.3,95.5,34.05,12.479,70.05,22.2,36.2,14.68
2004/12/13,5.51,88.72,98.15,8.97,71.08,60.4,11.288,36.5,31.5,23.7,17.875
2004/12/14,5.34,118.2,112.5,8.5,79.144,40.7,12.13,43.1,27.45,27.7,14.875
2004/12/15,4.65,151,96.8,5.54,103.7,26.65,11.495,53.55,21.8,33.35,12.96
2004/12/17,6.07,388.4,124.9,5.32,98.9,38.35,14.055,153.2,37.65,30.8,20.15
2005/1/15,5.8,113.5,117.6,8.74,75.112,37.25,11.994,41.35,29.1,27.45,15.825
2005/1/16,4.48,147.4,93.05,4.94,102.6,25.9,11.21,49.5,19.34,29.5,12.52
2005/1/17,4.71,193.3,102.6,5.97,90.7,34,11.438,74,21.65,32.6,14.46
2005/2/13,5.72,53.08,121.3,10.64,70.274,38.3,12.221,28.95,30.8,23.2,11.725
2005/2/14,4.63,102.1,93.15,7.39,65.205,54.65,9.686,33.6,28.9,21.1,17.625
2005/2/15,5.67,135.2,124.4,8.56,84.386,37.2,11.939,51.25,26.1,27.25,18.175
2005/2/16,3.99,143.9,82.7,4.71,95.15,24.95,10.353,50,14.7,26.9,11.44
2005/3/13,5.37,55.08,115.7,10.46,66.99,35.8,12.221,33,28.1,25.1,11.05
2005/3/14,4.55,124.5,94.15,8.06,71.771,66.15,10.27,34.75,28.3,21.1,20.225
2005/3/15,5.43,132.1,119.8,8.45,88.245,34.5,11.966,52.1,25.4,27.5,17.95
2005/4/13,5.2,47.44,103.9,9.85,64.974,37.55,12.644,36.75,25.9,24.7,10.775
2005/4/16,4.13,156.6,91.25,4.86,98.8,29.2,10.609,58.5,20.5,34.45,12.26
2005/4/17,5.11,228.8,117,5.7,95.45,36.95,13.058,91.7,28.1,36.25,15.46
2005/5/14,4.62,98.52,96.95,8.77,71.195,57.1,10.903,45.2,28.75,20.25,19.9
2005/5/15,6.52,157.6,132.9,9.93,95.849,33.15,12.677,42.6,32.15,36.3,20.325
2005/5/16,4.03,153.2,93.2,5.54,92.6,27.55,10.789,52.4,19.3,33.1,12.62
2005/5/17,4.96,243.8,116.6,5.24,97.1,34.8,12.777,107.1,25.45,33.7,14.32
2005/6/13,5.36,60.08,100.2,9,60.942,40.05,12.362,46.05,24.6,21,14.15
2005/6/14,5.17,108.4,107.7,9.38,79.605,54.85,11.81,47.15,28.4,21,18.875
2005/6/15,6.62,154.7,131,8.91,114.3,30.1,12.472,43.5,32.6,37.8,21.5
2005/6/17,5.34,271.6,118.3,5.16,100.8,34.7,13.835,81.43,25.4,35.75,15.94
2005/7/13,4.82,61.68,100.2,8.97,60.597,37.25,12.12,40.25,20.95,18.72,14.2
2005/7/16,4.2,176.4,97.55,5.23,83,25.5,11.702,65.5,18.48,36.6,13.2
2005/7/17,4.96,271,115.4,4.94,96.65,34.8,13.218,96.2,27.45,34.5,14.98
2005/8/13,5.07,74.2,104.8,9.13,66.011,42.7,12.449,36.5,24.95,22.15,16.025
2005/8/14,5.24,133.5,114.7,10.12,82.37,56.1,11.652,48.6,29.85,23.2,18.85
2005/8/15,5.34,142.4,119.1,7.38,113.1,34.4,12.006,42.2,26.9,29.85,16.875
2005/8/16,4.48,184.6,111,5.27,92.5,29.9,11.851,74.95,21.4,38.75,13.04
2005/9/13,5.29,77.52,102.5,8.7,65.09,46.3,11.512,37.45,26.25,19.74,16.225
2005/9/14,5.33,128.3,118.4,11.48,81.621,48.2,12.281,49.7,27.85,28,18.525
2005/9/16,4.98,210.2,117.1,5.24,103.2,33,12.083,86.55,22.35,40.55,15.28
2005/9/17,5.8,321.8,128.5,5.03,100.4,36.65,13.527,143.8,29.15,36.4,19.24
2005/10/15,4.61,139.7,100.9,5.59,103.9,25.6,11.195,48.85,24.85,28.45,14.8
2005/10/16,4.96,217.4,116.2,5.35,99.25,34.9,12.149,79.15,22.35,38.65,14.9
2005/10/17,6.37,349.4,130.4,5.02,101,40.7,13.345,136.6,31.9,34.15,21.35
2005/11/13,5.34,82.36,102,8.71,70.159,54.25,11.276,31,26.65,21.1,16.475
2005/11/14,5.03,124,114.5,9.36,77.359,45.25,12.404,45.7,25.85,32,16.675
2005/11/15,4.97,152.3,100.7,6.19,104.8,29.2,11.901,51.3,24.15,33.2,13.68
2005/12/13,5.51,89.96,98,9.06,70.907,61.65,11.226,37.1,31.2,23.8,17.95
2005/12/14,5.48,118.9,114.8,8.64,80.239,41.1,12.253,43.2,27.15,27.95,15.125
2005/12/16,4.77,190,101.5,5.47,93.4,37.25,11.653,69,22.45,35.45,15.62
2005/12/17,6.02,376,123.3,5.31,98.95,37.95,14.091,149.8,38.1,30.7,20.1
2006/1/14,4.96,99.12,97.1,8.14,69.295,63.3,10.792,38.95,26.15,22.55,17.85
2006/1/15,5.71,120,116.6,8.53,73.154,35.95,11.871,41.65,28.7,27.15,15.8
2006/1/16,4.41,146,92.1,4.88,102.5,25.45,11.074,46.95,19.32,29.5,12.34
2006/1/17,4.73,195.1,103.4,6.04,90.15,33.65,11.455,75,21.75,32.8,14.54
2006/2/13,5.71,53.4,120.8,10.62,70.85,36.3,12.249,29.3,30.75,23.35,11.775
2006/2/14,4.66,101.7,92.3,7.43,65.32,60.6,9.773,33.5,29.95,21.05,17.525
2006/2/15,5.61,134.2,124.8,8.57,86.46,38.35,11.912,51.4,25.85,27.5,18.175
2006/2/17,4.74,207.4,108.2,6.07,91.65,32.75,12.149,79.7,25.15,37.55,15
2006/3/13,5.5,55.76,116.5,10.66,67.278,36.45,12.249,32.75,28.55,25.45,11.35
2006/3/14,4.52,127,94.4,8.1,72.347,66.25,10.407,34.75,28.65,21.1,20.1
2006/3/15,5.44,131.7,121.7,8.41,87.669,33.95,11.994,53.45,25.75,27.5,18.05
2006/3/17,4.95,209.2,112,5.88,95.45,33.2,12.463,85.3,26.4,35.4,15.3
2006/4/15,5.85,149.8,121,8.75,91.817,32.5,12.267,50.45,29.95,31.5,20.05
2006/4/16,4.11,159,91.4,4.85,99.8,29.65,10.624,58,20.55,34.9,12.26
2006/4/17,5.03,228,117,5.65,95.7,37.3,13.091,90.7,27.9,35.9,15.62
2006/5/13,5.5,54.96,111.7,9.73,67.509,41.45,13.237,37.65,29.05,23.05,10.975
2006/5/14,4.62,98.52,96.95,8.77,71.195,57.1,10.903,45.2,28.75,20.25,19.9
2006/5/15,6.49,156,131.8,9.86,95.215,32.75,12.704,43.6,31.15,35.1,21.85
2006/5/16,3.98,153.9,91.55,5.36,92.7,26.95,10.759,51.9,18.78,32.4,12.3
2006/6/13,5.3,60.04,99.95,8.93,60.942,39.9,12.193,45.5,24.4,20.85,13.8
2006/6/14,5.16,108.2,107.6,9.37,77.992,54.35,11.516,47.35,27.4,21,18.725
2006/6/16,4.18,173.8,92.95,5.45,92.1,27.25,11.66,64.45,18.74,37.45,13.36
2006/6/17,5.34,273.6,124.1,5.13,101.6,34.4,13.835,81.43,25.7,35.55,15.7
2006/7/15,6.11,146.5,123.3,8.51,108.9,29,12.021,41.25,25.9,30.5,18.025
2006/7/16,4.18,174.3,97,5.14,82.4,24.8,11.686,63.8,18.26,36.2,12.96
2006/7/17,4.94,271.8,115.8,4.88,97.25,34.4,13.218,97.5,27.4,34.8,15.02
2006/8/13,5,75.12,103.1,9.04,64.802,42.55,12.406,36.6,24.4,21.55,16.2
2006/8/14,5.22,132.9,114.5,10.12,82.485,55.55,11.68,48.75,29.8,23.8,18.95
2006/8/15,5.34,140.9,117,7.31,114.2,34.6,11.901,42.05,26.75,29.85,16.875
2006/9/13,5.28,77.4,102,8.7,65.378,46.1,11.375,37.45,26.1,19.58,16.225
2006/9/16,5.05,215,118.1,5.24,102.2,32.95,12.066,88,22.95,40.75,15.64
2006/9/17,5.74,324.2,128.4,5.02,99.35,36.8,13.509,139.1,29.65,36.3,18.86
2006/10/14,4.91,119.7,111.7,10.02,75.458,42.95,11.625,44.55,25.25,27.9,16.325
2006/10/15,4.63,139.6,100.5,5.76,103.9,27.8,10.999,49.45,24.75,28.95,15.225
2006/10/16,5,217.4,116.9,5.57,98.7,35.5,12.116,79.4,23,38.85,15.12
2006/10/17,6.38,352,129.9,5.04,100.9,39.6,13.418,134.6,31.8,35.25,22
2006/11/13,5.32,82.4,102,8.67,69.986,54.9,11.226,31.6,26.35,20.7,16.825
2006/11/14,4.99,123.6,114.1,9.31,77.589,43.15,12.445,47.3,25.3,32.05,16.5
2006/11/15,4.87,154.5,100.3,6.05,104.1,29,11.736,52.9,24.25,33.2,13.74
2006/11/17,6.16,377,127.3,5.44,98.2,37.5,13.364,153.7,32.15,33.35,21.55
2006/12/13,5.59,92,97.75,9.14,70.389,61.9,11.239,37.3,30.35,23.65,17.975
2006/12/16,4.82,189.9,101.7,5.52,93.85,37.4,11.719,68.9,22.35,35.7,15.84
2006/12/17,5.89,366,123,5.22,98.2,37.3,14,138.9,35.9,30.05,19.7
2007/1/13,5.75,51.12,121.3,11.1,71.138,36.85,11.91,28.45,29.6,26.2,11.1
2007/1/14,4.95,98.8,96.5,8.09,69.928,65.5,10.717,38.1,26.15,22.75,17.675
2007/1/15,5.75,124.4,118.2,8.57,72.52,37.05,11.912,41.25,28.45,27.45,16.075
2007/1/16,4.29,140.2,91.65,4.56,100.4,23.6,11.044,45.05,18.56,29,12.06
2007/2/13,5.63,54.4,121.7,10.72,71.08,36.1,12.136,29.95,29.95,23.45,11.35
2007/2/14,4.7,104.9,95.3,7.55,65.09,59.2,9.624,34.7,30.8,21.3,18.4
2007/2/17,4.76,205.4,108.5,6.05,91.6,32.1,12.248,82.45,25.15,37.7,14.74
2007/3/13,5.46,55.92,116.2,10.64,67.739,35.9,12.447,31.95,28.25,25.9,11.2
2007/3/14,4.58,126.1,94.1,8.1,72.751,64.6,10.357,34.15,28.9,21.15,20.4
2007/3/16,4.13,146.5,94.6,5.41,98.15,28.55,10.548,54,18.48,31.6,11.28
2007/3/17,4.97,211.8,113,5.92,96,33.3,12.364,83,26.5,35.95,15.38
2007/4/14,4.78,100.3,100,8.7,77.128,60.25,10.754,41.5,35.1,20.9,20.575
2007/4/15,5.85,149.8,121,8.75,91.817,32.5,12.267,50.45,29.95,31.5,20.05
2007/4/16,4.07,161.8,91.9,4.88,99.25,29.75,10.669,59.35,20.8,35.4,12.4
2007/4/17,5.01,227.2,117,5.78,95.45,37.7,13.14,90.85,27.8,35.65,15.26
2007/5/13,5.55,55.04,112,9.97,68.085,41.55,13.011,38.75,29.1,22.8,10.875
2007/5/14,4.6,94.76,95.5,8.78,71.483,55.1,10.816,44.05,28.35,19.9,19.775
2007/5/15,6.42,153,129.6,9.58,92.854,32.45,12.69,42.4,30.45,33.8,20.825
2007/6/13,5.24,59.96,99.1,8.89,59.848,39.4,11.785,44,23.95,21.05,13.85
2007/6/16,4.26,176.6,94.95,5.59,92.7,27.35,11.63,67.5,18.82,36.75,13.74
2007/6/17,5.3,272.8,122,5.12,101,35.05,13.802,92.55,26.8,35.4,15.64
2007/7/14,4.99,125.4,106.9,9.78,81.736,59.9,11.516,52.45,29.1,22.15,17.625
2007/7/15,5.95,144.7,122.2,8.4,110,29.05,11.961,40.25,25,29.9,18.375
2007/7/16,4.19,176.3,98.15,5.26,83.35,25.25,11.719,65.2,18.44,37,13.3
2007/7/17,4.88,269,115.5,4.84,97.2,34.2,13.218,97.5,27.75,34.5,14.88
2007/8/13,4.93,72.04,102.6,8.8,63.938,42.55,12.319,35.95,23.95,20.9,16.25
2007/8/14,5.16,128.3,115.3,10.12,82.428,52.35,11.693,48.7,29.5,23.6,18.925
2007/8/15,5.39,142.1,117.1,7.3,115.3,35.15,11.871,42,26.85,30.1,16.7
2007/8/17,5.65,320.6,123,5.02,104.6,35.75,13.564,110.4,28.95,33.05,15.42
2007/9/15,4.33,126.4,93.85,5.77,101,26.55,10.864,45.45,22.7,26.8,12.725
2007/9/16,5.06,213.2,118.1,5.23,102.1,33.05,12.05,87.6,22.95,40.05,15.62
2007/9/17,5.76,320.6,128.5,4.98,99.35,37.45,13.509,137.5,29.55,35.7,19.08
2007/10/13,5.47,83.44,102.4,8.55,71.311,49.95,11.413,36.5,25.6,19.92,17.9
2007/10/14,4.96,119.6,112.7,10.08,76.264,43.25,11.584,44.5,25.35,28,16.55
2007/10/15,4.86,142,102.5,6.29,104.1,27.65,11.24,49.5,25.05,28.85,15.7
2007/10/16,5,216.2,117.2,5.52,98,34.8,12.116,79.15,22.2,38.85,14.88
