作者1,作者2,合作次数,1-2单向引用次数,2-1单向引用次数,互引次数
Doudna JA,Sharma CM,0,13,1,1
Doudna JA,Zhu JK,0,2,0,0
Doudna JA,Yin H,0,28,0,0
Doudna JA,Chen Y,0,34,0,0
Doudna JA,Hugenholtz P,0,1,0,0
Doudna JA,Yamamoto T,0,7,0,0
Doudna JA,Shi LY,0,9,0,0
Doudna JA,Sola C,0,13,0,0
Doudna JA,Kim J,0,3,0,0
Doudna JA,Horlbeck MA,0,3,0,0
Doudna JA,Niemann S,0,0,0,0
Doudna JA,Slijkhuis RJH,0,11,1,1
Doudna JA,Ousterout DG,0,11,0,0
Doudna JA,Sakuma T,0,0,0,0
Doudna JA,Wyvekens N,0,37,0,0
Doudna JA,Ploegh HL,0,3,0,0
Doudna JA,Vockley CM,0,3,0,0
Doudna JA,Mao YF,0,14,0,0
Doudna JA,Xi JJ,0,10,0,0
Doudna JA,Datsenko KA,0,5,9,5
Doudna JA,Liu ZR,1,1,0,0
Doudna JA,Brandman O,1,4,0,0
Doudna JA,Brar GA,1,23,0,0
Doudna JA,Morsut L,1,10,0,0
Doudna JA,Stern-Ginossar N,1,10,0,0
Doudna JA,Torres SE,1,10,0,0
Doudna JA,Liang Z,0,10,1,1
Doudna JA,Villalta JE,0,10,0,0
Doudna JA,Doudna J,0,10,0,0
Doudna JA,Villion M,0,2,4,2
Doudna JA,Essletzbichler P,0,11,0,0
Doudna JA,Nogales E,9,17,0,0
Doudna JA,Thapar V,0,29,0,0
Doudna JA,Storz G,0,10,0,0
Doudna JA,Waters LS,0,37,0,0
Doudna JA,Chen L,0,14,1,1
Doudna JA,Xu J,0,0,0,0
Doudna JA,Kabadi AM,0,0,0,0
Doudna JA,Dupuis ME,0,1,3,1
Doudna JA,Voytas DF,0,3,0,0
Doudna JA,Taylor DW,8,3,0,0
Doudna JA,Volz SE,0,28,0,0
Doudna JA,Wang H,0,4,0,0
Doudna JA,She QX,0,31,4,4
Doudna JA,Bassik MC,0,9,0,0
Doudna JA,Graham DB,0,5,0,0
Doudna JA,Clevers H,0,14,0,0
Doudna JA,Xavier RJ,0,9,0,0
Doudna JA,van Soolingen D,0,5,0,0
Doudna JA,Heidenreich M,0,4,0,0
Doudna JA,Feng ZY,0,4,0,0
Doudna JA,Wei PL,0,0,0,0
Doudna JA,Chao YJ,0,6,1,1
Doudna JA,Deltcheva E,0,1,1,1
Doudna JA,Eckert MR,0,1,1,1
Doudna JA,Gonzales K,0,34,1,1
Doudna JA,Pirzada ZA,0,34,1,1
Doudna JA,Bondy-Denomy J,1,34,6,6
Doudna JA,Cheng A,0,34,0,0
Doudna JA,East A,0,34,0,0
Doudna JA,Schouls LM,0,6,0,0
Doudna JA,Van Embden JDA,0,17,0,0
Doudna JA,Qimron U,0,17,5,5
Doudna JA,Adamson B,0,12,0,0
Doudna JA,Kosuri S,0,0,0,0
Doudna JA,Stranges PB,0,14,0,0
Doudna JA,Kremer K,0,11,0,0
Doudna JA,Ishitani R,0,14,4,4
Doudna JA,Hale CR,0,14,2,2
Doudna JA,Huang B,0,0,0,0
Doudna JA,Almendros C,0,26,5,5
Doudna JA,Zhang BT,0,26,0,0
Doudna JA,Backofen R,0,11,2,2
Doudna JA,Mokrousov I,0,21,0,0
Doudna JA,Zhang H,0,1,1,1
Doudna JA,Graveley BR,0,16,5,5
Doudna JA,Dadon DB,0,0,0,0
Doudna JA,Olson S,0,1,4,1
Doudna JA,Zhao P,0,26,1,1
Doudna JA,Kunin V,0,3,0,0
Doudna JA,Nelson KE,0,26,0,0
Doudna JA,Zhang B,0,26,0,0
Doudna JA,Puchta H,0,13,0,0
Doudna JA,Collins JJ,0,13,0,0
Doudna JA,Davidson AR,1,3,4,3
Doudna JA,Anders C,1,0,1,0
Doudna JA,Kampmann M,0,3,0,0
Doudna JA,Jiang FG,8,6,2,2
Doudna JA,O'Connor-Giles KM,0,26,0,0
Doudna JA,Zhao Y,0,11,0,0
Doudna JA,Fauville-Dufaux M,0,28,0,0
Doudna JA,Garzelli C,0,3,0,0
Doudna JA,Gomes HM,0,1,0,0
Doudna JA,Rasolofo-Razanamparany V,0,0,0,0
Doudna JA,Rastogi N,0,0,0,0
Doudna JA,Rigouts L,0,0,0,0
Doudna JA,Suffys PN,0,0,0,0
Doudna JA,Tortoli E,0,0,0,0
Doudna JA,Hilton IB,0,0,0,0
Doudna JA,Zhang W,0,0,0,0
Doudna JA,Barendregt A,4,0,2,0
Doudna JA,Lu TK,0,4,0,0
Doudna JA,Samai P,0,11,2,2
Doudna JA,Chen S,0,30,2,2
Doudna JA,Perrimon N,0,7,0,0
Doudna JA,Nunez JK,7,17,2,2
Doudna JA,Yang B,0,7,0,0
Doudna JA,Al-Hajoj SA,0,1,0,0
Doudna JA,Allix C,0,24,0,0
Doudna JA,Aristimuno L,0,0,0,0
Doudna JA,Arora J,0,0,0,0
Doudna JA,Baumanis V,0,0,0,0
Doudna JA,Binder L,0,0,0,0
Doudna JA,Brudey K,0,0,0,0
Doudna JA,Cafrune P,0,0,0,0
Doudna JA,Cataldi A,0,0,0,0
Doudna JA,Cheong S,0,0,0,0
Doudna JA,Diel R,0,0,0,0
Doudna JA,Driscoll JR,0,0,0,0
Doudna JA,Ellermeier C,0,0,0,0
Doudna JA,Evans JT,0,0,0,0
Doudna JA,Ferdinand S,0,0,0,0
Doudna JA,Garcia de Viedma D,0,0,0,0
Doudna JA,Gazzola L,0,0,0,0
Doudna JA,Gori A,0,0,0,0
Doudna JA,Guttierez MC,0,0,0,0
Doudna JA,Hawkey PM,0,0,0,0
Doudna JA,Kadival GV,0,0,0,0
Doudna JA,Kreiswirth BN,0,0,0,0
Doudna JA,Kubin M,0,0,0,0
Doudna JA,Kulkarni SP,0,0,0,0
Doudna JA,Liens B,0,0,0,0
Doudna JA,Lillebaek T,0,0,0,0
Doudna JA,Ly HM,0,0,0,0
Doudna JA,Narvskaia O,0,0,0,0
Doudna JA,Naumann L,0,0,0,0
Doudna JA,Ngeow YF,0,0,0,0
Doudna JA,Parwati I,0,0,0,0
Doudna JA,Portaels F,0,0,0,0
Doudna JA,Prodinger WM,0,0,0,0
Doudna JA,Rahim Z,0,0,0,0
Doudna JA,Rasolonavalona T,0,0,0,0
Doudna JA,Rossetti ML,0,0,0,0
Doudna JA,Rusch-Gerdes S,0,0,0,0
Doudna JA,Sajduda A,0,0,0,0
Doudna JA,Samper S,0,0,0,0
Doudna JA,Shemyakin IG,0,0,0,0
Doudna JA,Singh UB,0,0,0,0
Doudna JA,Skuce RA,0,0,0,0
Doudna JA,Somoskovi A,0,0,0,0
Doudna JA,Streicher EM,0,0,0,0
Doudna JA,Tracevska T,0,0,0,0
Doudna JA,van Helden PD,0,0,0,0
Doudna JA,Victor TC,0,0,0,0
Doudna JA,Vincent V,0,0,0,0
Doudna JA,Warren RM,0,0,0,0
Doudna JA,Yap SF,0,0,0,0
Doudna JA,Zaman K,0,0,0,0
Doudna JA,Schwank G,0,0,0,0
Doudna JA,Hu B,0,0,0,0
Doudna JA,Chen BH,0,0,0,0
Doudna JA,Langer R,0,4,0,0
Doudna JA,Wang F,0,3,0,0
Doudna JA,Orkin SH,0,11,0,0
Doudna JA,Zhou Y,0,3,0,0
Doudna JA,Zuris JA,0,3,0,0
Doudna JA,Hegde M,0,1,0,0
Doudna JA,Cuppen E,0,1,0,0
Doudna JA,Olson EN,0,10,0,0
Doudna JA,Bassel-Duby R,0,4,0,0
Doudna JA,Liu J,0,4,0,0
Doudna JA,Sullender M,0,5,0,0
Doudna JA,Thompson DB,0,5,0,0
Doudna JA,Tothova Z,0,1,0,0
Doudna JA,Niu YY,0,4,0,0
Doudna JA,Smith I,0,13,0,0
Doudna JA,Pul U,1,4,3,3
Doudna JA,Wagner R,1,3,3,3
Doudna JA,Wurm R,1,4,3,3
Doudna JA,Platt RJ,0,26,0,0
Doudna JA,Swiech L,0,26,0,0
Doudna JA,Haurwitz RE,5,26,0,0
Doudna JA,Li Y,0,2,0,0
Doudna JA,Ji WZ,0,3,0,0
Doudna JA,van Duijn E,4,37,0,0
Doudna JA,D'Ippolito AM,0,0,0,0
Doudna JA,Perez-Pinera P,0,3,0,0
Doudna JA,Li Z,0,0,0,0
Doudna JA,Cowan CA,0,4,0,0
Doudna JA,Dohmae N,2,7,0,0
Doudna JA,Salvignol G,0,4,0,0
Doudna JA,Soria E,0,5,0,0
Doudna JA,Zhang X,0,28,1,1
Doudna JA,Li L,0,0,0,0
Doudna JA,Li M,0,22,1,1
Doudna JA,Liu JL,0,1,0,0
Doudna JA,Shmakov S,0,1,4,1
Doudna JA,Parnas O,0,5,0,0
Doudna JA,Gratz SJ,0,3,0,0
Doudna JA,Kaplan M,2,18,0,0
Doudna JA,Gaastra W,0,2,0,0
Doudna JA,Jansen R,0,3,0,0
Doudna JA,Polstein LR,0,28,0,0
Doudna JA,Yosef I,0,12,3,3
Doudna JA,Nekrasov V,0,12,0,0
Doudna JA,Gagnon JA,0,4,0,0
Doudna JA,Chen YC,0,14,0,0
Doudna JA,Wu Q,0,1,1,1
Doudna JA,McAnally JR,0,3,0,0
Doudna JA,Brigham MD,0,3,0,0
Doudna JA,Shelton JM,0,3,0,0
Doudna JA,Li YJ,0,5,1,1
Doudna JA,Heck AJR,4,6,1,1
Doudna JA,Jackson RN,0,5,2,2
Doudna JA,Bogorad RL,0,1,0,0
Doudna JA,Koteliansky V,0,25,0,0
Doudna JA,Rios X,0,25,0,0
Doudna JA,Liu Y,0,7,1,1
Doudna JA,Li DL,0,7,0,0
Doudna JA,Mongodin EF,0,2,0,0
Doudna JA,Grishin NV,0,1,0,0
Doudna JA,Zhang XY,0,2,0,0
Doudna JA,Liu MY,0,13,0,0
Doudna JA,Hacohen N,0,14,0,0
Doudna JA,Bolotin A,0,1,0,0
Doudna JA,Ehrlich SD,0,2,0,0
Doudna JA,Ouinquis B,0,2,0,0
Doudna JA,Sorokin A,0,0,0,0
Doudna JA,Chen J,0,0,0,0
Doudna JA,Long CZ,0,0,0,0
Doudna JA,Chen YL,0,0,0,0
Doudna JA,Wang Z,0,0,0,0
Doudna JA,Cummings AM,0,5,0,0
Doudna JA,Donohue LK,0,0,0,0
Doudna JA,Braff JL,0,0,0,0
Doudna JA,Kweon J,0,3,0,0
Doudna JA,Zhao XY,0,3,0,0
Doudna JA,Carte J,0,0,3,0
Doudna JA,Li YM,0,4,0,0
Doudna JA,Chen WB,0,3,0,0
Doudna JA,Friedland AE,0,29,0,0
Doudna JA,Richter C,0,2,6,2
Doudna JA,Zhang WS,0,0,0,0
Doudna JA,Kang Y,0,6,0,0
Doudna JA,Barcena C,0,9,0,0
Doudna JA,Shao YJ,0,1,0,0
Doudna JA,Yang L,0,3,0,0
Doudna JA,Bushman FD,0,6,0,0
Doudna JA,Carroll D,0,2,0,0
Doudna JA,Khalili K,0,1,0,0
Doudna JA,Li JF,0,1,1,1
Doudna JA,Li YL,0,6,0,0
Doudna JA,Gao LY,0,2,0,0
Doudna JA,Mireault AA,0,2,0,0
Doudna JA,Housden BE,0,4,0,0
Doudna JA,Greene EC,5,10,0,0
Doudna JA,Redding S,5,5,0,0
Doudna JA,Sha JH,0,1,0,0
Doudna JA,Coute-Monvoisin AC,0,21,2,2
Doudna JA,Minot S,0,21,0,0
Doudna JA,Blackburn EH,0,3,0,0
Doudna JA,Cimini BA,0,5,0,0
Doudna JA,Li GW,0,0,0,0
Doudna JA,Schnitzbauer J,0,11,0,0
Doudna JA,Shabalina SA,0,11,0,0
Doudna JA,Liu XD,0,11,0,0
Doudna JA,Xie KB,0,11,1,1
Doudna JA,Belmonte JCI,0,13,0,0
Doudna JA,Weeks DP,0,0,0,0
Doudna JA,Guimaraes C,0,2,0,0
Doudna JA,Panning B,0,2,0,0
Doudna JA,Harrison MM,0,0,0,0
Doudna JA,Wildonger J,0,9,0,0
Doudna JA,Labonte J,0,9,0,0
Hsu PD,Ran FA,8,3,4,3
Hsu PD,Marraffini LA,2,3,22,3
Hsu PD,Barrangou R,0,14,49,14
Hsu PD,Charpentier E,0,13,16,13
Hsu PD,Church GM,0,13,3,3
Hsu PD,Horvath P,0,13,22,13
Hsu PD,Scott DA,6,13,0,0
Hsu PD,Joung JK,0,12,1,1
Hsu PD,Koonin EV,0,12,14,12
Hsu PD,Wu XB,3,13,1,1
Hsu PD,Makarova KS,0,12,9,9
Hsu PD,Jiang WY,1,12,8,8
Hsu PD,Jinek M,0,10,3,3
Hsu PD,van der Oost J,0,8,0,0
Hsu PD,Mali P,0,8,1,1
Hsu PD,Moineau S,0,12,20,12
Hsu PD,Cong L,1,8,2,2
Hsu PD,Esvelt KM,0,10,1,1
Hsu PD,Aach J,0,13,0,0
Hsu PD,Cox D,1,0,2,0
Hsu PD,Habib N,2,12,1,1
Hsu PD,Brouns SJJ,0,10,21,10
Hsu PD,Shalem O,1,10,0,0
Hsu PD,Lin SL,1,12,1,1
Hsu PD,Qi LS,0,12,2,2
Hsu PD,Weissman JS,0,9,1,1
Hsu PD,Konermann S,8,10,0,0
Hsu PD,Chylinski K,0,8,5,5
Hsu PD,Gilbert LA,0,9,1,1
Hsu PD,Yang LH,0,9,0,0
Hsu PD,Barretto R,1,10,1,1
Hsu PD,Fremaux C,0,10,8,8
Hsu PD,Norville JE,0,10,0,0
Hsu PD,Kim JS,0,13,1,1
Hsu PD,Sander JD,0,10,0,0
Hsu PD,Gootenberg JS,5,12,2,2
Hsu PD,Zhang Y,2,9,6,6
Hsu PD,DiCarlo JE,0,8,0,0
Hsu PD,Reyon D,0,11,0,0
Hsu PD,Romero DA,0,9,5,5
Hsu PD,Boyaval P,0,7,4,4
Hsu PD,Gersbach CA,1,8,0,0
Hsu PD,Fu YF,0,6,0,0
Hsu PD,Hauer M,0,11,1,1
Hsu PD,Fonfara I,0,7,2,2
Hsu PD,Lander ES,1,8,2,2
Hsu PD,Tsai SQ,0,8,1,1
Hsu PD,Maeder ML,1,1,0,0
Hsu PD,Guell M,0,7,0,0
Hsu PD,Jaenisch R,1,13,0,0
Hsu PD,Agarwala V,2,13,0,0
Hsu PD,Westra ER,0,8,16,8
Hsu PD,Wiedenheft B,0,6,9,6
Hsu PD,Wolf YI,0,8,8,8
Hsu PD,Deveau H,0,11,2,2
Hsu PD,Cheng AW,1,7,0,0
Hsu PD,Wang HY,0,8,0,0
Hsu PD,Mojica FJM,0,8,9,8
Hsu PD,Sanjana NE,0,3,0,0
Hsu PD,Lim WA,0,5,1,1
Hsu PD,Yang H,0,10,3,3
Hsu PD,Jore MM,0,7,6,6
Hsu PD,Sternberg SH,0,7,2,2
Hsu PD,Lin S,0,8,0,0
Hsu PD,Shivalila CS,0,6,0,0
Hsu PD,Zetsche B,0,10,2,2
Hsu PD,Terns MP,0,7,15,7
Hsu PD,Terns RM,0,7,14,7
Hsu PD,Sharp PA,1,5,0,0
Hsu PD,Bao G,1,9,1,1
Hsu PD,Larson MH,0,7,1,1
Hsu PD,Kim S,0,4,0,0
Hsu PD,Trevino AE,4,3,0,0
Hsu PD,Richards M,0,3,0,0
Hsu PD,Cradick TJ,1,5,1,1
Hsu PD,Root DE,0,8,0,0
Hsu PD,Abudayyeh OO,2,9,1,1
Hsu PD,Sontheimer EJ,0,9,9,9
Hsu PD,Vergnaud G,0,6,1,1
Hsu PD,Khayter C,0,5,0,0
Hsu PD,Doench JG,0,8,0,0
Hsu PD,Pourcel C,0,7,1,1
Hsu PD,Severinov K,0,3,14,3
Hsu PD,Li YQ,1,6,1,1
Hsu PD,Haft DH,0,1,2,1
Hsu PD,Cho SW,0,6,0,0
Hsu PD,Wright J,1,7,0,0
Hsu PD,Huang XX,0,1,0,0
Hsu PD,Joung J,1,2,0,0
Hsu PD,Yan WX,0,9,1,1
Hsu PD,Regev A,0,3,0,0
Hsu PD,Fine EJ,1,8,0,0
Hsu PD,Liu DR,0,1,1,1
Hsu PD,Siksnys V,0,3,11,3
Hsu PD,Yeh JRJ,0,3,1,1
Hsu PD,Peterson RT,0,4,1,1
Hsu PD,Ebert BL,0,4,0,0
Hsu PD,Yakunin AF,0,8,5,5
Hsu PD,Shen B,0,6,0,0
Hsu PD,Whitehead EH,0,11,0,0
Hsu PD,Zhou KH,0,5,2,2
Hsu PD,Lundgren M,0,5,4,4
Hsu PD,Gao CX,0,6,0,0
Hsu PD,Semenova E,0,3,11,3
Hsu PD,Ma EB,0,3,0,0
Hsu PD,Wang T,0,7,0,0
Hsu PD,Bikard D,0,6,9,6
Hsu PD,Gasiunas G,0,7,9,7
Hsu PD,Hartenian E,0,0,0,0
Hsu PD,Garrett RA,0,2,12,2
Hsu PD,Nguyen NT,0,9,1,1
Hsu PD,Li W,0,5,2,2
Hsu PD,Zhang J,0,7,2,2
Hsu PD,Thakore PI,0,11,0,0
Hsu PD,Foden JA,0,6,0,0
Hsu PD,Garneau JE,0,1,2,1
Hsu PD,Sabatini DM,0,3,0,0
Hsu PD,Sorek R,0,2,3,2
Hsu PD,Slaymaker IM,0,2,0,0
Hsu PD,Dawlaty MM,0,0,0,0
Hsu PD,Anderson DG,0,6,0,0
Hsu PD,Gaj T,0,9,0,0
Hsu PD,Li H,0,5,4,4
Hsu PD,Shi X,0,0,0,0
Hsu PD,Arkin AP,0,3,0,0
Hsu PD,Aryee MJ,0,6,1,1
Hsu PD,Dickman MJ,0,2,4,2
Hsu PD,Barbas CF,0,0,0,0
Hsu PD,Hwang WY,0,1,0,0
Hsu PD,Diez-Villasenor C,0,6,4,4
Hsu PD,Garcia-Martinez J,0,6,4,4
Hsu PD,Nureki O,3,3,5,3
Hsu PD,Martin C,0,6,0,0
Hsu PD,Weinstein JA,1,0,0,0
Hsu PD,Nishimasu H,3,3,4,3
Hsu PD,Wang JY,0,7,2,2
Hsu PD,Chen SD,1,7,0,0
Hsu PD,Grissa I,0,5,1,1
Hsu PD,Li J,0,0,1,0
Hsu PD,Shah SA,0,8,8,8
Hsu PD,Zhang K,0,5,0,0
Hsu PD,Wang YP,0,4,0,0
Hsu PD,Wang Y,0,1,1,1
Hsu PD,Inoue A,2,1,0,0
Hsu PD,Mikkelsen TS,0,0,0,0
Hsu PD,Guilinger JP,0,1,0,0
Hsu PD,Lin CY,3,1,0,0
Hsu PD,Heckl D,0,0,0,0
Hsu PD,Reddy TE,0,1,0,0
Hsu PD,Wei JJ,0,6,0,0
Hsu PD,Moosburner M,0,6,0,0
Hsu PD,Matoba S,2,6,0,0
Hsu PD,Kleinstiver BP,0,6,1,1
Hsu PD,Snijders APL,0,6,2,2
Hsu PD,Bae S,0,1,2,1
Hsu PD,White MF,0,5,3,3
Hsu PD,Zhou Q,0,6,0,0
Hsu PD,Kim D,0,6,0,0
Hsu PD,Park J,0,2,0,0
Hsu PD,Xue W,0,6,0,0
Hsu PD,Prew MS,0,2,1,1
Hsu PD,Banfield JF,0,0,8,0
Hsu PD,Crawford GE,0,1,0,0
Hsu PD,Fineran PC,0,3,13,3
Hsu PD,Kriz AJ,1,3,0,0
Hsu PD,Pattanayak V,0,2,0,0
Hsu PD,Kim H,0,2,0,0
Hsu PD,Jacks T,0,0,0,0
Hsu PD,Cascio VM,0,1,0,0
Hsu PD,Shan QW,0,0,0,0
Hsu PD,Liu JX,0,4,0,0
Hsu PD,Topkar VV,0,5,1,1
Hsu PD,Wang L,0,1,0,0
Hsu PD,Zhou JK,0,2,0,0
Hsu PD,Musunuru K,0,3,0,0
Hsu PD,Staals RHJ,0,0,5,0
Hsu PD,Qiu JL,0,0,0,0
Hsu PD,Kim JM,0,3,0,0
Hsu PD,Vogel J,0,1,2,1
Hsu PD,Zheng ZL,0,1,1,1
Hsu PD,Chen KL,0,1,0,0
Hsu PD,Magadan AH,0,0,5,0
Hsu PD,Sharma CM,0,0,1,0
Hsu PD,Zhu JK,0,7,0,0
Hsu PD,Yin H,0,11,0,0
Hsu PD,Chen Y,0,2,0,0
Hsu PD,Hugenholtz P,0,0,0,0
Hsu PD,Yamamoto T,0,7,0,0
Hsu PD,Shi LY,0,10,0,0
Hsu PD,Sola C,0,0,0,0
Hsu PD,Kim J,0,2,0,0
Hsu PD,Horlbeck MA,0,3,0,0
Hsu PD,Niemann S,0,1,0,0
Hsu PD,Slijkhuis RJH,0,1,1,1
Hsu PD,Ousterout DG,0,4,0,0
Hsu PD,Sakuma T,0,0,0,0
Hsu PD,Wyvekens N,0,2,0,0
Hsu PD,Ploegh HL,0,3,0,0
Hsu PD,Vockley CM,0,0,0,0
Hsu PD,Mao YF,0,5,0,0
Hsu PD,Xi JJ,0,0,0,0
Hsu PD,Datsenko KA,0,1,9,1
Hsu PD,Liu ZR,0,2,0,0
Hsu PD,Brandman O,0,3,0,0
Hsu PD,Brar GA,0,1,0,0
Hsu PD,Morsut L,0,0,0,0
Hsu PD,Stern-Ginossar N,0,3,0,0
Hsu PD,Torres SE,0,0,0,0
Hsu PD,Liang Z,0,6,1,1
Hsu PD,Villalta JE,0,6,0,0
Hsu PD,Doudna J,0,6,0,0
Hsu PD,Villion M,0,6,4,4
Hsu PD,Essletzbichler P,0,6,0,0
Hsu PD,Nogales E,0,6,0,0
Hsu PD,Thapar V,0,0,0,0
Hsu PD,Storz G,0,3,0,0
Hsu PD,Waters LS,0,5,0,0
Hsu PD,Chen L,0,7,1,1
Hsu PD,Xu J,0,3,0,0
Hsu PD,Kabadi AM,0,5,0,0
Hsu PD,Dupuis ME,0,2,3,2
Hsu PD,Voytas DF,0,0,0,0
Hsu PD,Taylor DW,0,0,0,0
Hsu PD,Volz SE,0,0,0,0
Hsu PD,Wang H,0,0,0,0
Hsu PD,She QX,0,0,4,0
Hsu PD,Bassik MC,0,7,0,0
Hsu PD,Graham DB,0,1,0,0
Hsu PD,Clevers H,0,4,0,0
Hsu PD,Xavier RJ,0,4,0,0
Hsu PD,van Soolingen D,0,2,0,0
Hsu PD,Heidenreich M,0,0,0,0
Hsu PD,Feng ZY,0,3,0,0
Hsu PD,Wei PL,0,2,0,0
Hsu PD,Chao YJ,0,2,1,1
Hsu PD,Deltcheva E,0,2,1,1
Hsu PD,Eckert MR,0,0,1,0
Hsu PD,Gonzales K,0,2,1,1
Hsu PD,Pirzada ZA,0,0,1,0
Hsu PD,Bondy-Denomy J,0,0,6,0
Hsu PD,Cheng A,0,10,0,0
Hsu PD,East A,0,10,0,0
Hsu PD,Schouls LM,0,10,0,0
Hsu PD,Van Embden JDA,0,10,0,0
Hsu PD,Qimron U,0,10,5,5
Hsu PD,Adamson B,0,0,0,0
Hsu PD,Kosuri S,0,5,0,0
Hsu PD,Stranges PB,0,5,0,0
Hsu PD,Kremer K,0,2,0,0
Hsu PD,Ishitani R,2,0,4,0
Hsu PD,Hale CR,0,1,2,1
Hsu PD,Huang B,0,3,0,0
Hsu PD,Almendros C,0,6,5,5
Hsu PD,Zhang BT,0,6,0,0
Hsu PD,Backofen R,0,0,2,0
Hsu PD,Mokrousov I,0,5,0,0
Hsu PD,Zhang H,0,1,1,1
Hsu PD,Graveley BR,0,3,5,3
Hsu PD,Dadon DB,1,5,0,0
Hsu PD,Olson S,0,0,4,0
Hsu PD,Zhao P,0,0,1,0
Hsu PD,Kunin V,0,0,0,0
Hsu PD,Nelson KE,0,0,0,0
Hsu PD,Zhang B,0,1,0,0
Hsu PD,Puchta H,0,1,0,0
Hsu PD,Collins JJ,0,1,0,0
Hsu PD,Davidson AR,0,1,4,1
Hsu PD,Anders C,0,0,1,0
Hsu PD,Kampmann M,0,1,0,0
Hsu PD,Jiang FG,0,0,2,0
Hsu PD,O'Connor-Giles KM,0,0,0,0
Hsu PD,Zhao Y,0,0,0,0
Hsu PD,Fauville-Dufaux M,0,0,0,0
Hsu PD,Garzelli C,0,5,0,0
Hsu PD,Gomes HM,0,3,0,0
Hsu PD,Rasolofo-Razanamparany V,0,4,0,0
Hsu PD,Rastogi N,0,4,0,0
Hsu PD,Rigouts L,0,1,0,0
Hsu PD,Suffys PN,0,0,0,0
Hsu PD,Tortoli E,0,0,0,0
Hsu PD,Hilton IB,0,0,0,0
Hsu PD,Zhang W,0,0,0,0
Hsu PD,Barendregt A,0,0,2,0
Hsu PD,Lu TK,0,0,0,0
Hsu PD,Samai P,0,0,2,0
Hsu PD,Chen S,0,0,2,0
Hsu PD,Perrimon N,0,0,0,0
Hsu PD,Nunez JK,0,3,2,2
Hsu PD,Yang B,0,1,0,0
Hsu PD,Al-Hajoj SA,0,1,0,0
Hsu PD,Allix C,0,1,0,0
Hsu PD,Aristimuno L,0,1,0,0
Hsu PD,Arora J,0,0,0,0
Hsu PD,Baumanis V,0,1,0,0
Hsu PD,Binder L,0,0,0,0
Hsu PD,Brudey K,0,0,0,0
Hsu PD,Cafrune P,0,0,0,0
Hsu PD,Cataldi A,0,0,0,0
Hsu PD,Cheong S,0,0,0,0
Hsu PD,Diel R,0,0,0,0
Hsu PD,Driscoll JR,0,0,0,0
Hsu PD,Ellermeier C,0,0,0,0
Hsu PD,Evans JT,0,0,0,0
Hsu PD,Ferdinand S,0,0,0,0
Hsu PD,Garcia de Viedma D,0,0,0,0
Hsu PD,Gazzola L,0,0,0,0
Hsu PD,Gori A,0,0,0,0
Hsu PD,Guttierez MC,0,0,0,0
Hsu PD,Hawkey PM,0,0,0,0
Hsu PD,Kadival GV,0,0,0,0
Hsu PD,Kreiswirth BN,0,0,0,0
Hsu PD,Kubin M,0,0,0,0
Hsu PD,Kulkarni SP,0,0,0,0
Hsu PD,Liens B,0,0,0,0
Hsu PD,Lillebaek T,0,0,0,0
Hsu PD,Ly HM,0,0,0,0
Hsu PD,Narvskaia O,0,0,0,0
Hsu PD,Naumann L,0,0,0,0
Hsu PD,Ngeow YF,0,0,0,0
Hsu PD,Parwati I,0,0,0,0
Hsu PD,Portaels F,0,0,0,0
Hsu PD,Prodinger WM,0,0,0,0
Hsu PD,Rahim Z,0,0,0,0
Hsu PD,Rasolonavalona T,0,0,0,0
Hsu PD,Rossetti ML,0,0,0,0
Hsu PD,Rusch-Gerdes S,0,0,0,0
Hsu PD,Sajduda A,0,0,0,0
Hsu PD,Samper S,0,0,0,0
Hsu PD,Shemyakin IG,0,0,0,0
Hsu PD,Singh UB,0,0,0,0
Hsu PD,Skuce RA,0,0,0,0
Hsu PD,Somoskovi A,0,0,0,0
Hsu PD,Streicher EM,0,0,0,0
Hsu PD,Tracevska T,0,0,0,0
Hsu PD,van Helden PD,0,0,0,0
Hsu PD,Victor TC,0,0,0,0
Hsu PD,Vincent V,0,0,0,0
Hsu PD,Warren RM,0,0,0,0
Hsu PD,Yap SF,0,0,0,0
Hsu PD,Zaman K,0,0,0,0
Hsu PD,Schwank G,0,0,0,0
Hsu PD,Hu B,0,0,0,0
Hsu PD,Chen BH,0,0,0,0
Hsu PD,Langer R,0,0,0,0
Hsu PD,Wang F,0,0,0,0
Hsu PD,Orkin SH,0,0,0,0
Hsu PD,Zhou Y,0,2,0,0
Hsu PD,Zuris JA,0,1,0,0
Hsu PD,Hegde M,0,3,0,0
Hsu PD,Cuppen E,0,1,0,0
Hsu PD,Olson EN,0,1,0,0
Hsu PD,Bassel-Duby R,0,0,0,0
Hsu PD,Liu J,0,1,0,0
Hsu PD,Sullender M,0,3,0,0
Hsu PD,Thompson DB,0,1,0,0
Hsu PD,Tothova Z,0,2,0,0
Hsu PD,Niu YY,0,0,0,0
Hsu PD,Smith I,0,0,0,0
Hsu PD,Pul U,0,0,3,0
Hsu PD,Wagner R,0,1,3,1
Hsu PD,Wurm R,0,3,3,3
Hsu PD,Platt RJ,0,1,0,0
Hsu PD,Swiech L,0,1,0,0
Hsu PD,Haurwitz RE,0,2,0,0
Hsu PD,Li Y,0,1,0,0
Hsu PD,Ji WZ,0,1,0,0
Hsu PD,van Duijn E,0,1,0,0
