name,year,pgdp,urbaniza,employ,indsra,secdra,tertira,gr_indsra,gr_agrira,id,gr_constrland,gr_popu,income_farm,den_popu,cosum_enr,enry_pgpd,ener_pcap,consum_coalra,consum_fossra,consum_foss,carb_pener,popu,popu_urba,popu_pern,popu_flora,houssize,patent,gdp_enr,envrinvera,grspacera,harmlesstrea,utilsolidwast,treasewage,standwater,co2
云南,2009,13539,34,95.74,41.9,41.9,40.8,33.8453,17.3,29,3.99972,6.08,3369.3,3561,8032,1.3018399,1.7571599,0.79021299,1.07388,8625.3799,2.54562,4571,1554.14,4571,0.06439324,2.8499999,1637,0.76814598,1.2901658,36.299999,80.9,49.17426,36955.102,92.636293,2.05E+08
云南,2010,15752,34.7,95.79,44.6,44.6,40,36.0466,15.3,29,10.2994,6.54,3952,3795,8674,1.20069,1.885,0.76991898,1.05566,9156.8203,2.4909301,4601.6001,1601.8,4602,0.132045,2.8599999,2333,0.83285499,1.4700631,37.299999,88.3,51.086031,25168.5,91.841816,2.16E+08
云南,2011,19265,36.8,95.95,42.5,42.5,41.6,33.6698,15.9,29,6.55813,6.35,4722,3811,9540,1.07274,2.0601201,0.723584,0.992962,9472.8496,2.3382001,4630.7998,1704.13,4631,0.01873687,2.8800001,2796,0.93219298,0.99402684,38.700001,74.1,50.346288,55537,32.540738,2.23E+08
云南,2012,22195,39.31,95.97,42.87,42.87,41.09,33.4714,16.05,29,-4.60855,6.22,5416.5,4029,10434,1.01208,2.2395401,0.67431998,0.94361699,9845.7002,2.22493,4659,1831.45,4659,-0.19201292,2.8599999,3324,0.988065,1.2842561,39.299999,82.7,49.496277,52994.199,29.793379,2.32E+08
云南,2013,25322,40.48,96.02,42,42,41.8,31.8415,16.2,29,-6.60304,6.17,6723.6001,2415,10072,0.85122901,2.1491101,0.693811,0.96052802,9674.4404,2.2681999,4686.6001,1897.14,4687,-0.26347715,3.2950001,3961,1.17477,1.6657778,37.799999,87.6,52.455647,66460.297,24.022459,2.29E+08
云南,2014,27263.6,41.73,96.02,41.22,41.22,43.25,30.426,15.53,29,15.1566,6.2,7456.1001,2853,10455,0.81586701,2.2179101,0.59266502,0.83594501,8739.7998,1.96535,4713.8999,1967.11,4714,-0.39179832,3.3,4732,1.22569,1.1861479,38.099998,92.5,49.829807,68589.898,24.022459,2.06E+08
云南,2015,28806,43.33,96.04,39.77,39.77,45.14,28.2562,15.09,29,7.10144,6.4,8242.0996,2943,10357,0.760472,2.18419,0.53193903,0.76140898,7885.9102,1.77689,4741.7998,2054.6201,4742,-0.49879757,3.49,6301,1.31497,1.0338368,37.299999,90,51.017081,79707.297,24.022459,1.84E+08
浙江,1996,9551.86,18.86,97.4,53.2924,53.2924,32.5038,47.8502,14.2038,30,-15.788085,5.51,3462.99,1207,4853,1.1705101,1.09971,0.67573702,0.873263,4237.9399,1.99888,4413,829.91998,4413,-0.05669393,2.99,5162,0.85432899,0.06754398,23.1,75.8,68.646543,26215,70.55603,97005467
浙江,1997,10623.5,19.56,97,54.5137,54.5137,32.2792,49.2696,13.2071,30,-15.788085,4.93,3684.22,1207,5069,1.09287,1.14301,0.66554302,0.85965401,4357.5898,1.9644099,4434.7998,865.09003,4434.7998,-0.00222134,3.0053,6262,0.915021,0.08568514,23.1,75.8,70.083877,65798,70.311074,99575696
浙江,1998,11393.9,20.4,96.7,54.7625,54.7625,33.1784,49.824,12.0591,30,17.866401,4.82,3814.6001,1207,5222,1.04702,1.17185,0.63646799,0.83785802,4375.29,1.91203,4456.2002,907.08002,4456.2002,-0.00614329,2.9828999,7074,0.95509398,0.13663407,23.52,80.05,69.67033,34204.5,66.516697,99846135
浙江,1999,12214.3,20.96,96.6,54.11,54.11,34.11,49.0224,11.78,30,-6.3368538,4.29,3948.3999,1207,5457,1.01717,1.21933,0.62489802,0.83669102,4565.8198,1.9053,4475.3999,947.66998,4475.3999,0.00934166,2.9554,587,0.98312098,0.24705359,23.940001,84.3,74.259629,2611,80.366988,1.04E+08
浙江,2000,13415.8,48.7,96.6,52.74,52.74,36.26,47.7669,11,30,12.261644,4.17,4253.7002,1244,5967,0.98851299,1.27502,0.64460802,0.86461502,5159.1499,1.9695801,4679.9102,2279.1201,4679.9102,40.505714,2.9910035,859,1.01162,0.36323547,23.969999,83.38,79.339684,25395,84.788871,1.18E+08
浙江,2001,14713,50.56,96.3,51.3,51.3,38.4,45.0295,10.3,30,16.344496,3.77,4582.3398,827,6530,0.94660503,1.3809,0.60458398,0.81845999,5344.54,1.86195,4728.7998,2390.9099,4728.7998,6.622498,2.8852,1093,1.05641,0.16131997,27.4,90.2,86.712414,35618,96.467084,1.22E+08
浙江,2002,16978.5,51.4,95.8,51.08,51.08,40.02,44.7295,8.9,30,13.993046,3.79,4940,1043,7386,0.92282701,1.54635,0.58200097,0.78276801,5781.5298,1.78215,4776.3999,2455.26,4776.3999,6.2255702,2.9600956,1843,1.08363,0.13101114,29.9,86.11,84.701912,32791.398,96.325455,1.32E+08
浙江,2003,20444.1,51.98,95.8,52.59,52.59,39.66,45.1416,7.75,30,27.76295,3.28,5389,1117,8525,0.878411,1.75527,0.608868,0.81163198,6919.1699,1.84676,4856.7998,2524.6299,4856.7998,13.412272,2.8099999,2751,1.13842,0.10770684,27.73,84.9,87.145749,39089.102,97.203251,1.57E+08
浙江,2004,24352,52.67,95.9,53.77,53.77,38.98,46.1974,7.26,30,6.6867425,4.95,5944.0601,1189,10825,0.92928803,2.19788,0.55176502,0.72978902,7899.9702,1.66159,4925.2002,2593.8799,4925.2002,9.0348701,2.8099999,3578,1.07609,1.3589499,31.879999,85.8,87.877481,70639.398,95.935235,1.80E+08
浙江,2005,27703,56,96.28,53.4,53.4,40,47.3207,6.6,30,9.9809282,5.02,6660,1269.78,12032,0.89672703,2.41079,0.57471699,0.773561,9307.4805,1.75774,4990.8999,2742,4991,8.2311773,2.8,6776,1.11517,1.1946924,29.98,82.4,92.91965,85919.898,96.649101,2.12E+08
浙江,2006,31874,56.5,96.49,54,54,40.1,48.2908,5.9,30,0.28901734,4.87,7334.7998,2087.05,13222,0.84117597,2.6069601,0.61232501,0.81555301,10783.2,1.85841,5071.7998,2813.7,5072,11.209184,2.78,8333,1.18881,0.89258051,35.5,86.3,92.215762,129084,86.382789,2.46E+08
浙江,2007,37411,57.2,96.73,54,54,40.7,48.5005,5.3,30,9.1642651,4.81,8265.2002,1748,14533,0.774939,2.8192599,0.64013702,0.83717799,12166.7,1.90634,5154.8999,2894.3201,5155,11.441577,2.74,9532,1.2904201,0.94594514,36.099998,87.4,92.258645,181421,86.088733,2.77E+08
浙江,2008,41405,57.6,96.51,53.9,53.9,41,48.2687,5.1,30,6.9165787,4.58,9257.9004,1757,15107,0.70387298,2.8982799,0.61660898,0.82103097,12403.3,1.8756,5212.3999,2949.1201,5212,6.5125699,2.72,12063,1.42071,2.4214113,37.700001,89.6,92.417437,249470,90.825386,2.83E+08
浙江,2009,43842,57.9,96.74,51.8,51.8,43.1,45.7505,5.1,30,4.22004,4.63,10007.3,1742,15567,0.67711002,2.95081,0.60918498,0.82011801,12766.8,1.87213,5275.5,2999.22,5276,7.402914,2.6800001,15646,1.47686,0.86123091,38.200001,97.6,91.717694,245778,95.283668,2.91E+08
浙江,2010,51711,61.62,96.8,51.6,51.6,43.5,45.6592,4.9,30,6.41394,4.73,11302.6,1773,16865,0.60835499,3.0964799,0.59083402,0.80711198,13611.9,1.83339,5446.5098,3201.335,5447,27.168869,2.6800001,18027,1.64378,1.2037237,38.299999,98.3,94.493908,260566,96.214344,3.09E+08
浙江,2011,59249,62.3,96.88,51.2,51.2,43.9,45.4318,4.9,30,0.778297,4.07,13070.7,1741,17827,0.55159801,3.2632301,0.59205103,0.81484598,14526.3,1.84735,5463,3403.45,5463,-1.0469495,2.6900001,24745,1.81292,0.65101326,38.400002,96.4,92.037339,314250.09,59.896535,3.29E+08
浙江,2012,63373.6,63.2,96.99,49.95,49.95,45.24,44.246,4.81,30,-0.73915,4.6,14551.9,1786,18076,0.52144301,3.30035,0.56800997,0.78984803,14277.3,1.78758,5477,3461.46,5477,-2.040585,2.6800001,33265,1.91775,1.0829264,39.900002,99,91.512568,349980,68.37391,3.23E+08
浙江,2013,68804.7,64,96.99,49.1,49.1,46.1,43.3525,4.8,30,7.4096,4.56,17493.9,1818,18640,0.493689,3.3903201,0.54267299,0.76463002,14252.7,1.727,5498,3518.72,5498,-0.73312074,2.6638501,42744,2.0255699,1.0339917,40.299999,99.4,95.151852,425591,63.721837,3.22E+08
浙江,2014,73002.1,64.87,97.04,47.73,47.73,47.85,41.7492,4.42,30,4.92593,5,19373.301,1828,18826,0.46862301,3.4179399,0.52452803,0.75987101,14305.3,1.70934,5508,3573.04,5508,-3.1828094,2.54,52406,2.1339099,1.1803939,40.799999,100,94.739218,443242,63.721837,3.22E+08
浙江,2015,77643.7,65.8,97.07,45.96,45.96,49.76,40.1466,4.27,30,-2.4597,5.02,21125,1914,19610,0.45725399,3.54035,0.50362003,0.734788,14409.2,1.65017,5539,3644.6599,5539,0.59238344,2.6900001,67674,2.18697,1.0252646,40.599998,99.2,95.028979,436258,63.721837,3.24E+08
重庆,1996,4130,19.09,97,43.2653,43.2653,34.8691,34.9736,21.8657,31,6.8687231,6.45,1643.21,588,2656,1.96726,0.924353,0.73554599,0.939399,2495.04,2.12044,2875.3,848.21002,2875.3,-49.488453,3.0576999,952,0.50832099,0.05934757,18.9,70.18,58.444023,9492,57.473892,0
重庆,1997,4733,19.54,96.5,43.08,43.08,36.5716,34.4034,20.3484,31,6.8687231,5.29,1643.21,588,2656,1.96726,0.924353,0.73554599,0.939399,2495.04,2.12044,2873.3601,890.73999,2873.3601,-5.9649401,3.0576999,952,0.50832099,0.05934757,18.9,70.18,58.444023,9492,61.262354,56318804
重庆,1998,5016,20.07,96.5,42.1648,42.1648,39.0575,32.7344,18.7777,31,6.8687231,4.55,1720.5,588,3277,2.2927899,1.14151,0.62100703,0.82122499,2691.1499,1.86875,2870.75,935.85999,2870.75,-5.4587569,3.006,1255,0.436149,0.06173317,19.775,72.04,43.71345,877,64.70849,61238797
重庆,1999,5207,20.14,96.5,40.85,40.85,39.94,33.2761,19.21,31,0.6880349,4.96,1736.6,588,3689,2.4930601,1.19967,0.59076399,0.780756,2880.21,1.76039,3075,981.10999,2860.3701,63.744537,3.0327001,191,0.40111399,0.06453223,20.65,73.9,43.366392,783,75.41971,64940870
重庆,2000,5616,33.1,96.5,41.37,41.37,40.82,33.1886,17.81,31,-3.5333333,3.45,1892.4,556,4023,2.53124,1.41216,0.52237302,0.71549398,2878.4299,1.61218,2848.8201,1013.88,2848.8201,-79.812889,3.2120559,231,0.39506301,0.18718034,20.879999,84.72,47.977468,11851,82.399586,64858173
重庆,2001,6219,37.4,96.1,41.6,41.6,41.7,32.6548,16.7,31,10.476849,2.8,1971.1801,575,3016,1.70812,1.06602,0.64798599,0.88356298,2664.8301,2.00372,2829.21,1058.12,2829.21,-9.707325,3.0488999,262,0.58543801,0.13310502,20,9.11,67.846154,19818,89.357973,60432161
重庆,2002,7052,39.91,95.9,41.98,41.98,42,32.7134,16.02,31,20.711873,3.28,2098,1283,3204,1.6100399,1.13842,0.68063599,0.90725499,2906.8401,2.05795,2814.4299,1123.12,2814.8301,-8.5177546,3.3523185,367,0.62110198,0.07294188,17.4,6.64,71.290801,1528.9,89.862516,65936848
重庆,2003,8091,41.9,95.9,43.42,43.42,41.63,33.8069,15,31,12.356843,2.69,2215,1057,2972,1.3076299,1.06022,0.635979,0.88758302,2637.8999,2.0062599,2803.1899,1174.55,2803.1899,-6.6916947,2.97,560,0.76474398,0.05553073,15.64,14.6,72.45509,3715.8999,93.410895,59626197
重庆,2004,9624,43.51,95.88,44.32,44.32,39.5,34.4439,16.18,31,0.77716025,2.85,2510.4099,1088,3670,1.36289,1.31385,0.56528598,0.81980503,3008.6799,1.84834,2793.3201,1215.42,2793.3201,-6.3771982,3.02,562,0.73373598,1.5916536,21.59,49.072513,73.40497,10157.4,93.664369,67834033
重庆,2005,10982,45.2,95.88,41,41,43.9,29.5107,15.1,31,31.350114,3,2809.3,1093.12,4360,1.25731,1.55826,0.54640698,0.82227302,3585.1101,1.87954,2798,1264,2798,-1.3259767,3.1300001,918,0.795349,1.4476371,20.639999,54.8,74.78897,12613.2,93.814743,81948110
重庆,2006,12316,46.7,96,43,43,44.8,31.5855,12.2,31,8.0139373,3.4,2873.8,1473.63,4723,1.2087801,1.68198,0.564816,0.82665801,3904.3,1.87542,2808,1311.34,2808,0.16760613,3.0999999,1204,0.827277,1.5381742,23.5,58.9,75.460241,22477.199,92.072808,88575979
重庆,2007,14660,48.3,96.02,45.9,45.9,42.4,33.6231,11.7,31,5.8064516,3.8,3509.3,1527,5217,1.11567,1.85263,0.55844498,0.81832099,4269.1802,1.85157,2816,1361.25,2816,-0.95504981,2.97,1601,0.89632499,1.3622376,31.799999,82.3,77.790343,49269.5,93.466812,96596297
重庆,2008,20490,49.99,96.04,47.7,47.7,41,35.1488,11.3,31,5.7926829,3.8,4126.2002,1574,6472,1.11708,2.27968,0.58193898,0.81241,5257.9199,1.83955,2839,1419.09,2839,4.3343945,2.9300001,1997,0.89518899,1.1616145,35.900002,88.4,80.095197,67829,94.277145,1.19E+08
重庆,2009,22920,51.59,96.04,52.8,52.8,37.9,44.6768,9.3,31,10.8825,3.7,4478.3999,1637,7030,1.07657,2.4589,0.587466,0.80239499,5640.8398,1.81733,2859,1474.96,2859,3.3200071,2.9200001,3845,0.92887801,1.6799362,38.5,95.9,81.381743,77737.703,94.727756,1.28E+08
重庆,2010,27596,53.02,96.1,55,55,36.4,46.6569,8.6,31,11.1866,2.77,5276.7002,1860,7856,0.99122101,2.7234099,0.58163297,0.796242,6255.2798,1.7954201,2884.6201,1529.55,2885,6.1512032,2.9100001,5150,1.00886,2.224443,40.599998,98.8,81.653303,83471.5,90.961209,1.41E+08
重庆,2011,34500,55.02,96.5,55.4,55.4,36.2,46.8513,8.4,31,10.4959,3.17,6480.3999,1830,8792,0.87820101,3.0119901,0.58406502,0.81068403,7127.5298,1.8308001,2919,1606.03,2919,8.6777773,2.8800001,8839,1.13869,2.1006117,40.200001,99.6,78.350378,93180.703,68.29154,1.61E+08
重庆,2012,38914,56.98,96.7,52.37,52.37,39.39,43.6563,8.24,31,-9.09697,4,7383.2998,1832,9278,0.81317502,3.15042,0.51967299,0.76166499,7066.73,1.72129,2945,1678.0601,2945,4.8676672,2.8699999,11402,1.22975,1.6380942,42.900002,99.3,82.475465,98203.398,97.097327,1.60E+08
重庆,2013,43223,58.34,96.6,50.5,50.5,41.4,41.0666,8,31,7.10671,3.6,8492.5,1847,8049,0.62965202,2.7100999,0.51422399,0.77206099,6214.3198,1.71472,2970,1732.7,2970,4.8530855,2.70224,12562,1.5881799,1.3556793,41.700001,99.4,85.249225,107787,97.097327,1.38E+08
重庆,2014,47850,59.6,96.54,45.78,45.78,46.78,36.2893,7.44,31,11.7614,3.62,9489.7998,1872,8593,0.602485,2.87257,0.50671703,0.773987,6650.8701,1.72332,2991.3999,1782.87,2991,3.5595217,2.72,19418,1.65979,1.1807104,40.599998,99.2,86.323661,112943,97.097327,1.48E+08
重庆,2015,52321,60.94,96.42,44.98,44.98,47.7,35.3593,7.32,31,8.46698,3.86,10504.7,1904,8934,0.56841898,2.9616599,0.483491,0.75778198,6770.0298,1.67791,3016.55,1838.29,3017,4.5122399,2.8499999,35086,1.7592601,0.88437748,40.299999,98.6,85.709285,127683,97.097327,1.50E+08
