ELEMENT,PT FOOT-NOTE,COORD1,COORD2,COORD3
147,8,-31.06,11.06,0.2117
148,1,-28.95,13.94,2.794
148,2,-28.95,13.94,2.216
148,3,-26.06,13.94,2.796
148,4,-26.06,13.94,2.217
148,5,-28.95,11.06,2.794
148,6,-28.94,11.06,2.216
148,7,-26.06,11.06,2.796
148,8,-26.06,11.06,2.217
149,1,-28.94,13.94,1.792
149,2,-28.94,13.94,1.214
149,3,-26.06,13.94,1.793
149,4,-26.06,13.94,1.214
149,5,-28.94,11.06,1.792
149,6,-28.94,11.06,1.214
149,7,-26.06,11.06,1.793
149,8,-26.06,11.06,1.214
150,1,-28.94,13.94,0.7902
150,2,-28.94,13.94,0.2117
150,3,-26.06,13.94,0.7906
150,4,-26.06,13.94,0.2119
150,5,-28.94,11.06,0.7902
150,6,-28.94,11.06,0.2117
150,7,-26.06,11.06,0.7906
150,8,-26.06,11.06,0.2118
151,1,-23.95,13.94,2.797
151,2,-23.95,13.94,2.218
151,3,-21.06,13.94,2.799
151,4,-21.06,13.94,2.219
151,5,-23.95,11.06,2.797
151,6,-23.95,11.06,2.218
151,7,-21.06,11.06,2.799
151,8,-21.06,11.06,2.219
152,1,-23.95,13.94,1.794
152,2,-23.94,13.94,1.215
152,3,-21.06,13.94,1.795
152,4,-21.06,13.94,1.216
152,5,-23.94,11.06,1.794
152,6,-23.94,11.06,1.215
152,7,-21.06,11.06,1.795
152,8,-21.06,11.06,1.216
153,1,-23.94,13.94,0.791
153,2,-23.94,13.94,0.2119
153,3,-21.06,13.94,0.7916
153,4,-21.06,13.94,0.2121
153,5,-23.94,11.06,0.7909
153,6,-23.94,11.06,0.2119
153,7,-21.06,11.06,0.7915
153,8,-21.06,11.06,0.2121
154,1,-18.95,13.94,2.801
154,2,-18.94,13.94,2.221
154,3,-16.06,13.94,2.803
154,4,-16.06,13.94,2.222
154,5,-18.94,11.06,2.8
154,6,-18.94,11.06,2.221
154,7,-16.06,11.06,2.802
154,8,-16.06,11.06,2.222
155,1,-18.94,13.94,1.796
155,2,-18.94,13.94,1.217
155,3,-16.06,13.94,1.798
155,4,-16.06,13.94,1.218
155,5,-18.94,11.06,1.796
155,6,-18.94,11.06,1.216
155,7,-16.06,11.06,1.797
155,8,-16.06,11.06,1.217
156,1,-18.94,13.94,0.7922
156,2,-18.94,13.94,0.2123
156,3,-16.06,13.94,0.793
156,4,-16.06,13.94,0.2125
156,5,-18.94,11.06,0.792
156,6,-18.94,11.06,0.2122
156,7,-16.06,11.06,0.7927
156,8,-16.06,11.06,0.2125
157,1,-13.94,13.94,2.804
157,2,-13.94,13.94,2.224
157,3,-11.05,13.94,2.813
157,4,-11.05,13.94,2.231
157,5,-13.94,11.05,2.803
157,6,-13.94,11.06,2.223
157,7,-11.05,11.05,2.811
157,8,-11.04,11.05,2.229
158,1,-13.94,13.94,1.799
158,2,-13.94,13.94,1.219
158,3,-11.05,13.94,1.805
158,4,-11.05,13.94,1.223
158,5,-13.94,11.06,1.798
158,6,-13.94,11.06,1.218
158,7,-11.05,11.05,1.803
158,8,-11.05,11.05,1.221
159,1,-13.94,13.94,0.7938
159,2,-13.94,13.94,0.2128
159,3,-11.05,13.94,0.7963
159,4,-11.05,13.94,0.2135
159,5,-13.94,11.06,0.7932
159,6,-13.94,11.06,0.2126
159,7,-11.05,11.05,0.7954
159,8,-11.05,11.06,0.2132
160,1,-8.929,13.93,2.821
160,2,-8.928,13.93,2.237
160,3,-6.042,13.93,2.833
160,4,-6.042,13.93,2.246
160,5,-8.928,11.05,2.819
160,6,-8.927,11.05,2.236
160,7,-6.041,11.04,2.831
160,8,-6.041,11.04,2.244
161,1,-8.929,13.94,1.81
161,2,-8.931,13.94,1.226
161,3,-6.043,13.93,1.817
161,4,-6.046,13.93,1.23
161,5,-8.928,11.05,1.808
161,6,-8.93,11.05,1.225
161,7,-6.042,11.04,1.815
161,8,-6.045,11.05,1.228
162,1,-8.934,13.94,0.7983
162,2,-8.94,13.94,0.2139
162,3,-6.049,13.94,0.8005
162,4,-6.054,13.94,0.2144
162,5,-8.934,11.05,0.7974
162,6,-8.94,11.06,0.2137
162,7,-6.048,11.05,0.7994
162,8,-6.054,11.05,0.214
163,1,-3.935,13.92,2.84
163,2,-3.934,13.92,2.251
163,3,-1.055,13.92,2.84
163,4,-1.055,13.92,2.252
163,5,-3.934,11.04,2.836
163,6,-3.934,11.04,2.248
163,7,-1.055,11.04,2.835
163,8,-1.055,11.04,2.247
164,1,-3.935,13.93,1.82
164,2,-3.937,13.93,1.232
164,3,-1.055,13.92,1.821
164,4,-1.055,13.93,1.232
164,5,-3.935,11.04,1.817
164,6,-3.937,11.05,1.23
164,7,-1.055,11.04,1.817
164,8,-1.056,11.05,1.23
165,1,-3.939,13.93,0.8016
165,2,-3.942,13.94,0.2146
165,3,-1.056,13.93,0.8019
165,4,-1.056,13.94,0.2147
165,5,-3.939,11.05,0.8002
165,6,-3.942,11.05,0.2142
165,7,-1.056,11.05,0.8002
165,8,-1.056,11.05,0.2143
166,1,1.055,13.92,2.84
166,2,1.055,13.92,2.252
166,3,3.935,13.92,2.84
166,4,3.934,13.92,2.251
166,5,1.055,11.04,2.835
166,6,1.055,11.04,2.247
166,7,3.934,11.04,2.836
166,8,3.934,11.04,2.248
167,1,1.055,13.92,1.821
167,2,1.055,13.93,1.232
167,3,3.935,13.93,1.82
167,4,3.937,13.93,1.232
167,5,1.055,11.04,1.817
167,6,1.056,11.05,1.23
167,7,3.935,11.04,1.817
167,8,3.937,11.05,1.23
168,1,1.056,13.93,0.8019
168,2,1.056,13.94,0.2147
168,3,3.939,13.93,0.8016
168,4,3.942,13.94,0.2146
168,5,1.056,11.05,0.8002
168,6,1.056,11.05,0.2143
168,7,3.939,11.05,0.8002
168,8,3.942,11.05,0.2142
169,1,6.042,13.93,2.833
169,2,6.042,13.93,2.246
169,3,8.929,13.93,2.821
169,4,8.928,13.93,2.237
169,5,6.041,11.04,2.831
169,6,6.041,11.04,2.244
169,7,8.928,11.05,2.819
169,8,8.927,11.05,2.236
170,1,6.043,13.93,1.817
170,2,6.046,13.93,1.23
170,3,8.929,13.94,1.81
170,4,8.931,13.94,1.226
170,5,6.042,11.04,1.815
170,6,6.045,11.05,1.228
170,7,8.928,11.05,1.808
170,8,8.93,11.05,1.225
171,1,6.049,13.94,0.8005
171,2,6.054,13.94,0.2144
171,3,8.934,13.94,0.7983
171,4,8.94,13.94,0.2139
171,5,6.048,11.05,0.7994
171,6,6.054,11.05,0.214
171,7,8.934,11.05,0.7974
171,8,8.94,11.06,0.2137
172,1,11.05,13.94,2.813
172,2,11.05,13.94,2.231
172,3,13.94,13.94,2.804
172,4,13.94,13.94,2.224
172,5,11.05,11.05,2.811
172,6,11.04,11.05,2.229
172,7,13.94,11.05,2.803
172,8,13.94,11.06,2.223
173,1,11.05,13.94,1.805
173,2,11.05,13.94,1.223
173,3,13.94,13.94,1.799
173,4,13.94,13.94,1.219
173,5,11.05,11.05,1.803
173,6,11.05,11.05,1.221
173,7,13.94,11.06,1.798
173,8,13.94,11.06,1.218
174,1,11.05,13.94,0.7963
174,2,11.05,13.94,0.2135
174,3,13.94,13.94,0.7938
174,4,13.94,13.94,0.2128
174,5,11.05,11.05,0.7954
174,6,11.05,11.06,0.2132
174,7,13.94,11.06,0.7932
174,8,13.94,11.06,0.2126
175,1,16.06,13.94,2.803
175,2,16.06,13.94,2.222
175,3,18.95,13.94,2.801
175,4,18.94,13.94,2.221
175,5,16.06,11.06,2.802
175,6,16.06,11.06,2.222
175,7,18.94,11.06,2.8
175,8,18.94,11.06,2.221
176,1,16.06,13.94,1.798
176,2,16.06,13.94,1.218
176,3,18.94,13.94,1.796
176,4,18.94,13.94,1.217
176,5,16.06,11.06,1.797
176,6,16.06,11.06,1.217
176,7,18.94,11.06,1.796
176,8,18.94,11.06,1.216
177,1,16.06,13.94,0.793
177,2,16.06,13.94,0.2125
177,3,18.94,13.94,0.7922
177,4,18.94,13.94,0.2123
177,5,16.06,11.06,0.7927
177,6,16.06,11.06,0.2125
177,7,18.94,11.06,0.792
177,8,18.94,11.06,0.2122
178,1,21.06,13.94,2.799
178,2,21.06,13.94,2.219
178,3,23.95,13.94,2.797
178,4,23.95,13.94,2.218
178,5,21.06,11.06,2.799
178,6,21.06,11.06,2.219
178,7,23.95,11.06,2.797
178,8,23.95,11.06,2.218
179,1,21.06,13.94,1.795
179,2,21.06,13.94,1.216
179,3,23.95,13.94,1.794
179,4,23.94,13.94,1.215
179,5,21.06,11.06,1.795
179,6,21.06,11.06,1.216
179,7,23.94,11.06,1.794
179,8,23.94,11.06,1.215
180,1,21.06,13.94,0.7916
180,2,21.06,13.94,0.2121
180,3,23.94,13.94,0.791
180,4,23.94,13.94,0.2119
180,5,21.06,11.06,0.7915
180,6,21.06,11.06,0.2121
180,7,23.94,11.06,0.7909
180,8,23.94,11.06,0.2119
181,1,26.06,13.94,2.796
181,2,26.06,13.94,2.217
181,3,28.95,13.94,2.794
181,4,28.95,13.94,2.216
181,5,26.06,11.06,2.796
181,6,26.06,11.06,2.217
181,7,28.95,11.06,2.794
181,8,28.94,11.06,2.216
182,1,26.06,13.94,1.793
182,2,26.06,13.94,1.214
182,3,28.94,13.94,1.792
182,4,28.94,13.94,1.214
182,5,26.06,11.06,1.793
182,6,26.06,11.06,1.214
182,7,28.94,11.06,1.792
182,8,28.94,11.06,1.214
183,1,26.06,13.94,0.7906
183,2,26.06,13.94,0.2119
183,3,28.94,13.94,0.7902
183,4,28.94,13.94,0.2117
183,5,26.06,11.06,0.7906
183,6,26.06,11.06,0.2118
183,7,28.94,11.06,0.7902
183,8,28.94,11.06,0.2117
184,1,31.06,13.94,2.793
184,2,31.06,13.94,2.215
184,3,33.94,13.94,2.792
184,4,33.94,13.94,2.214
184,5,31.06,11.06,2.793
184,6,31.06,11.06,2.215
184,7,33.94,11.06,2.792
184,8,33.94,11.06,2.214
185,1,31.06,13.94,1.792
185,2,31.06,13.94,1.213
185,3,33.94,13.94,1.791
185,4,33.94,13.94,1.213
185,5,31.06,11.06,1.792
185,6,31.06,11.06,1.213
185,7,33.94,11.06,1.791
185,8,33.94,11.06,1.213
186,1,31.06,13.94,0.7899
186,2,31.06,13.94,0.2117
186,3,33.94,13.94,0.7896
186,4,33.94,13.94,0.2116
186,5,31.06,11.06,0.7899
186,6,31.06,11.06,0.2117
186,7,33.94,11.06,0.7896
186,8,33.94,11.06,0.2116
187,1,36.06,13.94,2.792
187,2,36.06,13.94,2.214
187,3,38.94,13.94,2.79
187,4,38.94,13.94,2.213
187,5,36.06,11.06,2.792
187,6,36.06,11.06,2.214
187,7,38.94,11.06,2.79
187,8,38.94,11.06,2.213
188,1,36.06,13.94,1.791
188,2,36.06,13.94,1.213
188,3,38.94,13.94,1.79
188,4,38.94,13.94,1.212
188,5,36.06,11.06,1.791
188,6,36.06,11.06,1.213
188,7,38.94,11.06,1.79
188,8,38.94,11.06,1.212
189,1,36.06,13.94,0.7895
189,2,36.06,13.94,0.2115
189,3,38.94,13.94,0.7891
189,4,38.94,13.94,0.2114
189,5,36.06,11.06,0.7895
189,6,36.06,11.06,0.2115
189,7,38.94,11.06,0.7891
189,8,38.94,11.06,0.2114
208,1,-38.94,18.94,2.79
208,2,-38.94,18.94,2.212
208,3,-36.06,18.94,2.792
208,4,-36.06,18.94,2.214
208,5,-38.94,16.06,2.79
208,6,-38.94,16.06,2.213
208,7,-36.06,16.06,2.792
208,8,-36.06,16.06,2.214
209,1,-38.94,18.94,1.79
209,2,-38.94,18.94,1.212
209,3,-36.06,18.94,1.791
209,4,-36.06,18.94,1.213
209,5,-38.94,16.06,1.79
209,6,-38.94,16.06,1.212
209,7,-36.06,16.06,1.791
209,8,-36.06,16.06,1.213
210,1,-38.94,18.94,0.789
210,2,-38.94,18.94,0.2114
210,3,-36.06,18.94,0.7894
210,4,-36.06,18.94,0.2115
210,5,-38.94,16.06,0.789
210,6,-38.94,16.06,0.2114
210,7,-36.06,16.06,0.7895
210,8,-36.06,16.06,0.2115
211,1,-33.94,18.94,2.792
211,2,-33.94,18.94,2.214
211,3,-31.06,18.94,2.793
211,4,-31.06,18.94,2.215
211,5,-33.94,16.06,2.792
211,6,-33.94,16.06,2.214
211,7,-31.06,16.06,2.793
211,8,-31.06,16.06,2.215
212,1,-33.94,18.94,1.791
212,2,-33.94,18.94,1.213
212,3,-31.06,18.94,1.791
212,4,-31.06,18.94,1.213
212,5,-33.94,16.06,1.791
212,6,-33.94,16.06,1.213
212,7,-31.06,16.06,1.791
212,8,-31.06,16.06,1.213
213,1,-33.94,18.94,0.7896
213,2,-33.94,18.94,0.2116
213,3,-31.06,18.94,0.7898
213,4,-31.06,18.94,0.2116
213,5,-33.94,16.06,0.7896
213,6,-33.94,16.06,0.2116
213,7,-31.06,16.06,0.7899
213,8,-31.06,16.06,0.2116
214,1,-28.95,18.94,2.794
214,2,-28.95,18.94,2.215
214,3,-26.06,18.94,2.795
214,4,-26.06,18.94,2.217
214,5,-28.95,16.06,2.794
214,6,-28.95,16.06,2.216
214,7,-26.06,16.06,2.796
214,8,-26.06,16.06,2.217
215,1,-28.94,18.94,1.792
215,2,-28.94,18.94,1.214
215,3,-26.06,18.94,1.793
215,4,-26.06,18.94,1.214
215,5,-28.94,16.06,1.792
215,6,-28.94,16.06,1.214
215,7,-26.06,16.06,1.793
215,8,-26.06,16.06,1.214
216,1,-28.94,18.94,0.7901
216,2,-28.94,18.94,0.2117
216,3,-26.06,18.94,0.7906
216,4,-26.06,18.94,0.2118
216,5,-28.94,16.06,0.7901
216,6,-28.94,16.06,0.2117
216,7,-26.06,16.06,0.7906
216,8,-26.06,16.06,0.2118
217,1,-23.95,18.94,2.797
217,2,-23.95,18.94,2.218
217,3,-21.06,18.94,2.799
217,4,-21.06,18.94,2.22
217,5,-23.95,16.06,2.797
217,6,-23.95,16.06,2.218
217,7,-21.06,16.06,2.799
217,8,-21.06,16.06,2.22
218,1,-23.95,18.94,1.794
218,2,-23.94,18.94,1.215
218,3,-21.06,18.94,1.795
218,4,-21.06,18.94,1.216
218,5,-23.95,16.06,1.794
218,6,-23.94,16.06,1.215
218,7,-21.06,16.06,1.795
218,8,-21.06,16.06,1.216
219,1,-23.94,18.94,0.791
219,2,-23.94,18.94,0.2119
219,3,-21.06,18.94,0.7917
219,4,-21.06,18.94,0.2121
219,5,-23.94,16.06,0.791
219,6,-23.94,16.06,0.2119
219,7,-21.06,16.06,0.7916
219,8,-21.06,16.06,0.2121
220,1,-18.95,18.94,2.801
220,2,-18.95,18.94,2.221
220,3,-16.06,18.94,2.804
220,4,-16.06,18.94,2.224
220,5,-18.95,16.06,2.801
220,6,-18.94,16.06,2.221
220,7,-16.06,16.06,2.803
220,8,-16.06,16.06,2.223
221,1,-18.94,18.94,1.797
221,2,-18.94,18.94,1.217
221,3,-16.06,18.94,1.799
221,4,-16.06,18.94,1.218
221,5,-18.94,16.06,1.797
221,6,-18.94,16.06,1.217
221,7,-16.06,16.06,1.798
221,8,-16.06,16.06,1.218
222,1,-18.94,18.94,0.7923
222,2,-18.94,18.94,0.2123
222,3,-16.06,18.94,0.7935
222,4,-16.06,18.94,0.2127
222,5,-18.94,16.06,0.7922
222,6,-18.94,16.06,0.2123
222,7,-16.06,16.06,0.7932
222,8,-16.06,16.06,0.2126
223,1,-13.94,18.94,2.806
223,2,-13.94,18.94,2.225
223,3,-11.05,18.94,2.819
223,4,-11.05,18.94,2.236
223,5,-13.94,16.06,2.805
223,6,-13.94,16.06,2.225
223,7,-11.05,16.05,2.815
223,8,-11.05,16.05,2.232
224,1,-13.94,18.94,1.8
224,2,-13.94,18.94,1.22
224,3,-11.05,18.94,1.808
224,4,-11.05,18.94,1.225
224,5,-13.94,16.06,1.8
224,6,-13.94,16.06,1.219
224,7,-11.05,16.05,1.806
224,8,-11.05,16.05,1.223
225,1,-13.94,18.94,0.7943
225,2,-13.94,18.94,0.2129
225,3,-11.05,18.94,0.7974
225,4,-11.05,18.94,0.2137
225,5,-13.94,16.06,0.794
225,6,-13.94,16.06,0.2128
225,7,-11.05,16.05,0.7967
225,8,-11.05,16.06,0.2135
226,1,-8.932,18.93,2.831
226,2,-8.93,18.93,2.245
226,3,-6.046,18.92,2.842
226,4,-6.045,18.93,2.253
226,5,-8.93,16.05,2.824
226,6,-8.929,16.05,2.239
226,7,-6.044,16.04,2.836
226,8,-6.043,16.04,2.248
227,1,-8.931,18.94,1.815
227,2,-8.933,18.94,1.229
227,3,-6.046,18.93,1.822
227,4,-6.048,18.93,1.233
227,5,-8.93,16.05,1.812
227,6,-8.932,16.05,1.227
227,7,-6.044,16.04,1.818
227,8,-6.047,16.04,1.231
228,1,-8.935,18.94,0.8002
228,2,-8.941,18.94,0.2144
228,3,-6.05,18.94,0.8028
228,4,-6.055,18.94,0.215
228,5,-8.935,16.05,0.7989
228,6,-8.941,16.06,0.2141
228,7,-6.049,16.05,0.8011
228,8,-6.054,16.05,0.2145
229,1,-3.936,18.92,2.847
229,2,-3.936,18.92,2.257
229,3,-1.055,18.92,2.848
229,4,-1.055,18.92,2.257
229,5,-3.935,16.03,2.842
229,6,-3.935,16.03,2.253
229,7,-1.055,16.03,2.843
229,8,-1.055,16.03,2.253
230,1,-3.937,18.92,1.825
230,2,-3.938,18.93,1.235
230,3,-1.055,18.92,1.826
230,4,-1.055,18.93,1.236
230,5,-3.936,16.04,1.822
230,6,-3.937,16.04,1.233
230,7,-1.055,16.03,1.822
230,8,-1.055,16.04,1.233
231,1,-3.939,18.93,0.804
231,2,-3.942,18.94,0.2153
231,3,-1.056,18.93,0.8045
231,4,-1.056,18.94,0.2155
231,5,-3.939,16.05,0.8023
231,6,-3.942,16.05,0.2148
231,7,-1.056,16.04,0.8027
231,8,-1.056,16.05,0.2149
232,1,1.055,18.92,2.848
232,2,1.055,18.92,2.257
232,3,3.936,18.92,2.847
232,4,3.936,18.92,2.257
232,5,1.055,16.03,2.843
232,6,1.055,16.03,2.253
232,7,3.935,16.03,2.842
232,8,3.935,16.03,2.253
233,1,1.055,18.92,1.826
233,2,1.055,18.93,1.236
233,3,3.937,18.92,1.825
233,4,3.938,18.93,1.235
233,5,1.055,16.03,1.822
233,6,1.055,16.04,1.233
233,7,3.936,16.04,1.822
233,8,3.937,16.04,1.233
234,1,1.056,18.93,0.8045
234,2,1.056,18.94,0.2155
234,3,3.939,18.93,0.804
234,4,3.942,18.94,0.2153
234,5,1.056,16.04,0.8027
234,6,1.056,16.05,0.2149
234,7,3.939,16.05,0.8023
234,8,3.942,16.05,0.2148
235,1,6.046,18.92,2.842
235,2,6.045,18.93,2.253
235,3,8.932,18.93,2.831
235,4,8.93,18.93,2.245
235,5,6.044,16.04,2.836
235,6,6.043,16.04,2.248
235,7,8.93,16.05,2.824
235,8,8.929,16.05,2.239
236,1,6.046,18.93,1.822
236,2,6.048,18.93,1.233
236,3,8.931,18.94,1.815
236,4,8.933,18.94,1.229
236,5,6.044,16.04,1.818
236,6,6.047,16.04,1.231
236,7,8.93,16.05,1.812
236,8,8.932,16.05,1.227
237,1,6.05,18.94,0.8028
237,2,6.055,18.94,0.215
237,3,8.935,18.94,0.8002
237,4,8.941,18.94,0.2144
237,5,6.049,16.05,0.8011
237,6,6.054,16.05,0.2145
237,7,8.935,16.05,0.7989
237,8,8.941,16.06,0.2141
238,1,11.05,18.94,2.819
238,2,11.05,18.94,2.236
238,3,13.94,18.94,2.806
238,4,13.94,18.94,2.225
238,5,11.05,16.05,2.815
238,6,11.05,16.05,2.232
238,7,13.94,16.06,2.805
238,8,13.94,16.06,2.225
239,1,11.05,18.94,1.808
239,2,11.05,18.94,1.225
239,3,13.94,18.94,1.8
239,4,13.94,18.94,1.22
239,5,11.05,16.05,1.806
239,6,11.05,16.05,1.223
239,7,13.94,16.06,1.8
239,8,13.94,16.06,1.219
240,1,11.05,18.94,0.7974
240,2,11.05,18.94,0.2137
240,3,13.94,18.94,0.7943
240,4,13.94,18.94,0.2129
240,5,11.05,16.05,0.7967
240,6,11.05,16.06,0.2135
240,7,13.94,16.06,0.794
240,8,13.94,16.06,0.2128
241,1,16.06,18.94,2.804
241,2,16.06,18.94,2.224
241,3,18.95,18.94,2.801
241,4,18.95,18.94,2.221
241,5,16.06,16.06,2.803
241,6,16.06,16.06,2.223
241,7,18.95,16.06,2.801
241,8,18.94,16.06,2.221
242,1,16.06,18.94,1.799
242,2,16.06,18.94,1.218
242,3,18.94,18.94,1.797
242,4,18.94,18.94,1.217
242,5,16.06,16.06,1.798
242,6,16.06,16.06,1.218
242,7,18.94,16.06,1.797
242,8,18.94,16.06,1.217
243,1,16.06,18.94,0.7935
243,2,16.06,18.94,0.2127
243,3,18.94,18.94,0.7923
243,4,18.94,18.94,0.2123
243,5,16.06,16.06,0.7932
243,6,16.06,16.06,0.2126
243,7,18.94,16.06,0.7922
243,8,18.94,16.06,0.2123
244,1,21.06,18.94,2.799
244,2,21.06,18.94,2.22
244,3,23.95,18.94,2.797
244,4,23.95,18.94,2.218
244,5,21.06,16.06,2.799
244,6,21.06,16.06,2.22
244,7,23.95,16.06,2.797
244,8,23.95,16.06,2.218
245,1,21.06,18.94,1.795
245,2,21.06,18.94,1.216
245,3,23.95,18.94,1.794
245,4,23.94,18.94,1.215
245,5,21.06,16.06,1.795
245,6,21.06,16.06,1.216
245,7,23.95,16.06,1.794
245,8,23.94,16.06,1.215
246,1,21.06,18.94,0.7917
246,2,21.06,18.94,0.2121
246,3,23.94,18.94,0.791
246,4,23.94,18.94,0.2119
246,5,21.06,16.06,0.7916
246,6,21.06,16.06,0.2121
246,7,23.94,16.06,0.791
246,8,23.94,16.06,0.2119
247,1,26.06,18.94,2.795
247,2,26.06,18.94,2.217
247,3,28.95,18.94,2.794
247,4,28.95,18.94,2.215
247,5,26.06,16.06,2.796
247,6,26.06,16.06,2.217
247,7,28.95,16.06,2.794
247,8,28.95,16.06,2.216
248,1,26.06,18.94,1.793
248,2,26.06,18.94,1.214
248,3,28.94,18.94,1.792
248,4,28.94,18.94,1.214
248,5,26.06,16.06,1.793
248,6,26.06,16.06,1.214
248,7,28.94,16.06,1.792
248,8,28.94,16.06,1.214
249,1,26.06,18.94,0.7906
249,2,26.06,18.94,0.2118
249,3,28.94,18.94,0.7901
249,4,28.94,18.94,0.2117
249,5,26.06,16.06,0.7906
249,6,26.06,16.06,0.2118
249,7,28.94,16.06,0.7901
249,8,28.94,16.06,0.2117
250,1,31.06,18.94,2.793
250,2,31.06,18.94,2.215
250,3,33.94,18.94,2.792
250,4,33.94,18.94,2.214
250,5,31.06,16.06,2.793
250,6,31.06,16.06,2.215
250,7,33.94,16.06,2.792
250,8,33.94,16.06,2.214
251,1,31.06,18.94,1.791
251,2,31.06,18.94,1.213
251,3,33.94,18.94,1.791
251,4,33.94,18.94,1.213
251,5,31.06,16.06,1.791
251,6,31.06,16.06,1.213
251,7,33.94,16.06,1.791
251,8,33.94,16.06,1.213
252,1,31.06,18.94,0.7898
252,2,31.06,18.94,0.2116
252,3,33.94,18.94,0.7896
252,4,33.94,18.94,0.2116
252,5,31.06,16.06,0.7899
252,6,31.06,16.06,0.2116
252,7,33.94,16.06,0.7896
252,8,33.94,16.06,0.2116
253,1,36.06,18.94,2.792
253,2,36.06,18.94,2.214
253,3,38.94,18.94,2.79
253,4,38.94,18.94,2.212
253,5,36.06,16.06,2.792
253,6,36.06,16.06,2.214
253,7,38.94,16.06,2.79
253,8,38.94,16.06,2.213
254,1,36.06,18.94,1.791
254,2,36.06,18.94,1.213
254,3,38.94,18.94,1.79
254,4,38.94,18.94,1.212
254,5,36.06,16.06,1.791
254,6,36.06,16.06,1.213
254,7,38.94,16.06,1.79
254,8,38.94,16.06,1.212
255,1,36.06,18.94,0.7894
255,2,36.06,18.94,0.2115
255,3,38.94,18.94,0.789
255,4,38.94,18.94,0.2114
255,5,36.06,16.06,0.7895
255,6,36.06,16.06,0.2115
255,7,38.94,16.06,0.789
255,8,38.94,16.06,0.2114
274,1,-38.94,23.94,2.79
274,2,-38.94,23.94,2.212
274,3,-36.06,23.94,2.791
274,4,-36.06,23.94,2.213
274,5,-38.94,21.06,2.79
274,6,-38.94,21.06,2.212
274,7,-36.06,21.06,2.792
274,8,-36.06,21.06,2.214
275,1,-38.94,23.94,1.789
275,2,-38.94,23.94,1.212
275,3,-36.06,23.94,1.79
275,4,-36.06,23.94,1.212
275,5,-38.94,21.06,1.79
275,6,-38.94,21.06,1.212
275,7,-36.06,21.06,1.79
275,8,-36.06,21.06,1.212
276,1,-38.94,23.94,0.789
276,2,-38.94,23.94,0.2114
276,3,-36.06,23.94,0.7894
276,4,-36.06,23.94,0.2115
276,5,-38.94,21.06,0.789
276,6,-38.94,21.06,0.2114
276,7,-36.06,21.06,0.7894
276,8,-36.06,21.06,0.2115
277,1,-33.94,23.94,2.792
277,2,-33.94,23.94,2.214
277,3,-31.06,23.94,2.793
277,4,-31.06,23.94,2.214
277,5,-33.94,21.06,2.792
277,6,-33.94,21.06,2.214
277,7,-31.06,21.06,2.793
277,8,-31.06,21.06,2.215
278,1,-33.94,23.94,1.791
278,2,-33.94,23.94,1.213
278,3,-31.06,23.94,1.791
278,4,-31.06,23.94,1.213
278,5,-33.94,21.06,1.791
278,6,-33.94,21.06,1.213
278,7,-31.06,21.06,1.791
278,8,-31.06,21.06,1.213
279,1,-33.94,23.94,0.7895
279,2,-33.94,23.94,0.2115
279,3,-31.06,23.94,0.7897
279,4,-31.06,23.94,0.2116
279,5,-33.94,21.06,0.7895
279,6,-33.94,21.06,0.2115
279,7,-31.06,21.06,0.7898
279,8,-31.06,21.06,0.2116
280,1,-28.95,23.94,2.793
280,2,-28.95,23.94,2.215
280,3,-26.06,23.94,2.795
280,4,-26.06,23.94,2.216
280,5,-28.95,21.06,2.794
280,6,-28.95,21.06,2.215
280,7,-26.06,21.06,2.795
280,8,-26.06,21.06,2.217
281,1,-28.94,23.94,1.792
281,2,-28.94,23.94,1.213
281,3,-26.06,23.94,1.793
281,4,-26.06,23.94,1.214
281,5,-28.94,21.06,1.792
281,6,-28.94,21.06,1.213
281,7,-26.06,21.06,1.793
281,8,-26.06,21.06,1.214
282,1,-28.94,23.94,0.79
282,2,-28.94,23.94,0.2117
282,3,-26.06,23.94,0.7904
282,4,-26.06,23.94,0.2118
282,5,-28.94,21.06,0.7901
282,6,-28.94,21.06,0.2117
282,7,-26.06,21.06,0.7905
282,8,-26.06,21.06,0.2118
283,1,-23.95,23.94,2.796
283,2,-23.95,23.94,2.217
283,3,-21.06,23.94,2.799
283,4,-21.06,23.94,2.219
283,5,-23.95,21.06,2.797
283,6,-23.95,21.06,2.218
283,7,-21.06,21.06,2.799
283,8,-21.06,21.06,2.22
284,1,-23.95,23.94,1.794
284,2,-23.94,23.94,1.215
284,3,-21.06,23.94,1.795
284,4,-21.06,23.94,1.216
284,5,-23.95,21.06,1.794
284,6,-23.94,21.06,1.215
284,7,-21.06,21.06,1.795
284,8,-21.06,21.06,1.216
285,1,-23.94,23.94,0.7908
285,2,-23.94,23.94,0.2119
285,3,-21.06,23.94,0.7915
285,4,-21.06,23.94,0.2121
285,5,-23.94,21.06,0.7909
285,6,-23.94,21.06,0.2119
285,7,-21.06,21.06,0.7916
285,8,-21.06,21.06,0.2121
286,1,-18.95,23.94,2.801
286,2,-18.95,23.94,2.221
286,3,-16.06,23.94,2.804
286,4,-16.06,23.94,2.224
286,5,-18.95,21.06,2.801
286,6,-18.95,21.06,2.221
286,7,-16.06,21.06,2.804
286,8,-16.06,21.06,2.224
287,1,-18.95,23.94,1.797
287,2,-18.94,23.94,1.217
287,3,-16.06,23.94,1.799
287,4,-16.06,23.94,1.219
