jobname,money,company_name,p_bot,industry,job_bt
机器学习工程师(定价方向)-大数据(J170528036),25k-50k,滴滴出行,"25k-50k,经验1-3年,本科",移动互联网 / 不需要融资,"
职位描述：

        岗位职责
1. 综合使用运筹优化、机器学习和经济学方法，打造司机乘客基础定价、基于供需的动态定价、基于乘客生命周期、场景的价格差异化策略，优化平台长期经济收益。
岗位要求：
1. 计算机或数学相关专业毕业，有扎实的数据结构和算法基础，或者有较好的数学功底；
2. 编程基础扎实，熟练使用至少一种常用的编程语言，包括但不限于：C++、Python、Scala、Go、Java、Matlab；
3. 在机器学习或数据挖掘方向有较强的积累，熟悉经典的算法并有实践经验，包括LR、SVM、GBDT、Reinforcement Learning、Deep Learning；
4. 有学习热情，关注业界前沿技术，follow人工智能国际会议研究动态，不断提升自己在机器学习、运筹优化、机制设计、数理统计。
        
"
机器学习/自然语言处理算法工程师  ,20k-40k,网易,"20k-40k,经验不限,硕士","电子商务,移动互联网 / 上市公司","
职位描述：

工作职责：                                
1、理解业务、产品、运营的工作需求，将业务环节提取、抽象为数学问题，设计、实现基于数据挖掘的解决方案，进行数据特征工程和机器学习模型的选取和调优，对接产品、开发、数据人员实现模型的测试和落地；                              
2. 分析和研究数据与实际业务的关联关系，针对具体业务需求场景，设计用户价值、用户行为预测、用户分类、用户画像、用户生命周期、用户流失、交易盈利、风险控制等模型并搭建职能投资顾问系统。                                
                                                                
任职资格：                                
1.硕士或博士，应届生或工作经验1-3年；
2.计算机、统计、电子、数学、数理统计等相关专业，机器学习/数据挖掘/信息检索/自然语言处理/统计分析相关背景；                             
3.掌握常用的分类、回归、聚类、预测、关联规则、序列模式等挖掘算法，了解数据挖掘前沿技术；                                
4.熟练使用一种或多种数据挖掘工具，使用python/shell/scala等脚本语言；                          
5.具有很强的学习和研究能力，英语熟练，能够熟练阅读英文技术资料，积极创新、乐于协作、善于沟通。   

"
机器人硬件工程师,10k-20k,速感科技,"10k-20k,经验1-3年,本科","硬件,移动互联网 / B轮","
职位描述：

岗位职责：
1.负责机器人产品电子元件方案选型；
2.负责机器人电路原理图，Layout，实验测试；
3.负责产品开发各阶段开发文档的编制。
任职要求：
1.本科及以上学历，电子、计算机、自动化等相关专业；
2.具有扎实的电子电路设计理论基础，精通数字电路、模拟电路、DCDC电路、单片机、总线及各类外设、电机驱动经验；
3. 熟练使用AD、Cadence或PADS软件进行线路图设计和layout设计； 
4.两年以上电路设计经验；
5.有量产产品经验优先；
6.有机器人产品开发经验优先；
7.熟悉STM32开发。

"
【机器人】硬件工程师,18k-35k,猎户星空,"18k-35k,经验5-10年,本科","移动互联网,硬件 / A轮","
职位描述：

岗位职责： 1、负责某大型SoC（400pin以上）相关的电子电路研发； 2、负责机器人项目硬件部分的开发工作，包括方案选型，图纸设计，联合调测，可靠验证，BOM制作，生产支持等工作； 3、负责元器件选型，认证和成本控制； 4、负责研发过程中的文档撰写工作。 任职要求： 1、电子工程及相关专业，三年以上SoC的电子电路研发经验； 2、熟悉电子物料采购和电子电路生产； 3、有扎实的数字电路、模拟电路基础知识； 4、能够熟练理解、阅读相关芯片的开发文档，并提供有效的项目方案； 5、熟练掌握各种测试仪器（示波器、逻辑分析仪等基带测量设备），熟练使用Cadence Aligo等常用软件。

"
微博机器学习研发-大数据工程师,30k-50k,新浪微博,"30k-50k,经验3-5年,本科",移动互联网 / 上市公司,"
职位描述：

工作职责描述：                                  
1.基于大规模数据业务需求进行实时计算&离线计算&相关组件等项目开发                         
                              
2.基于数据挖掘和机器学习算法，针对业务场景设计和完善用户模型、内容模型和特征体系。        
              
              
职位要求：                              
1、大学本科及以上学历，计算机相关专业或有相关职位经验                
                                
2、熟悉hadoop/hive/spark/storm的体系结构，原理和特性。对hadoop生态系统有一定的了解。                
                                
3、熟悉java，有丰富的并发编程经验。可以熟练使用python/shell/sql等脚本语言。                
                                                       
4、有海量数据分析能力和处理优化过程的经验                
                                
5、热爱技术，自我驱动，主动思考，有很好的技术敏感度、风险识别能力和全局意识                 
                                
6、有不断钻研和探索的精神，敢于挑战自我，有解决疑难问题的毅力和决心                
                                
7、具有阿里云大数据平台经验者优先。               
                          
8、在机器学习模型和算法方向有应用经验者优化考虑

"
数据挖掘/机器学习算法,20k-35k,美团点评,"20k-35k,经验3-5年,本科","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：
1. 进行外卖业务风控策略及模型的研究与探索2. 运用各类分析方法对业务、日志数据进行分析与抽象，制定有效的的识别策略和算法3. 建立完善的异常指标监控体系，快速发现及定位疑似作弊问题     4. 完成各类策略实现，包括下单环节服务化拦截策略与下单完成后数据挖掘策略，并持续完善与优化
   任职要求：
1. 熟练使用至少一门编程语言（Java、Python、C++）2. 有大数据处理分析经验，熟悉Hadoop、Hive 、Spark等大数据处理工具3. 对数据敏感，熟悉常用数据挖掘算法，并有一定实践经验4. 强烈的好奇心和求知欲，fast learner5. 有反作弊研发经验、用户行为分析、社群关系挖掘经验者尤佳，全栈工程师优先

"
机器学习建模算法工程师,20k-40k,钱包金服,"20k-40k,经验3-5年,本科",金融 / 上市公司,"
职位描述：

岗位描述：
1、互联网或消费金融信贷风控建模、反欺诈模型及贷后模型开发及应用；
2、企业级大数据项目方案规划和实施；
3、有责任心，对互联网金融风控有较强的热情。
任职要求：
1、两年以上机器学习建模工程类工作或者学习经验，具有较强的团队协作能力；
2、熟悉至少一种建模语言（R、Python），熟悉统计学及机器学习常见算法的理论；
3、至少了解一种面向对象编程语言，有成熟的算法开发、模型部署及监控经验；
4、熟悉Hadoop, Yarn, Hive, Hbase,分布式内存数据库, Storm, Spark等工具；
5、熟悉linux平台的开发，熟悉至少一门脚本语言（包括但不限于：shell, python, R)；
6、具有优秀开源机器学习项目经验优先；
7、有机器学习建模竞赛经验优先。

"
机器学习/推荐系统工程师,20k-40k,PALMAX,"20k-40k,经验5-10年,本科",移动互联网 / A轮,"
职位描述：

工作内容：参与推荐系统设计，为推荐策略迭代提供高效灵活的架构支撑参与文本语义分析，包括文本分类和聚类，中心词提取等工作参与数据清洗和过滤、特征抽取、参数选择、算法实验、效果分析任职要求：本科以上学历，计算机、应用数学、模式识别、人工智能、自控、统计等专业掌握常用机器学习、自然语言、最优化算法，具备扎实的概率统计基础具有 MapReduce、Spark、Kafka 等分布式计算平台的开发经验熟练掌握 Spark ML/MLLib 工具包，熟悉通过机器学习提升传统模型的精度、算法开发与优化过程熟练掌握 Python 编程，具备良好的编程能力和代码风格能熟练阅读英文技术文档。

首选：有推荐系统、精准营销、精准广告等方面的工作经验者优先

"
计算机视觉／深度学习工程师,30k-50k,Airdoc,"30k-50k,经验3-5年,本科","医疗健康,移动互联网 / A轮","
职位描述：

职位描述：  1、负责2D及3D医疗影像分类，医疗影像特定目标检测、分割等深度学习模型／框架的研究和开发工作。  2、与工程团队合作，负责相关技术的产品化落地。 
 职位要求：  1、计算机、电子、自动化等相关专业毕业，或非相关专业但已有多年计算机互联网行业从业经验  2、有良好编程基础，熟悉python／lua等至少一门脚本语言，熟悉c／c++编程  3、熟悉至少一种深度学习框架（caffe／tensorflow／CNTK／mxnet ／ 等）  4、熟悉深度学习基本理论，熟悉目标检测、图像分割、场景分割、视频分类、动作分类、视频目标检测等至少一个领域  5、熟悉计算机视觉／图像处理基本算法，例如特征提取、图像增强等  6、有相关项目研发经验优先  7、有医学图像处理，医学图像深度学习经验优先

"
视觉及设计岗位,13k-16k,深鉴科技,"13k-16k,经验3-5年,本科","硬件,企业服务 / 天使轮","
职位描述：

岗位介绍：
参与产品宣传规划及创意过程；
能够将产品及品牌定位落地到视觉设计层面；
负责公司对外品牌宣传及市场活动所有相关物料素材的设计及创意；
配合高级品牌视觉顾问进行VI设计与优化；
负责企业官网视觉设计及沟通实现；
产品包装相关物料创意及实施。

任职要求：
科技/互联网公司3年以上设计经验；
具备独立完成官网或H5设计项目的能力；
具备多线程并行项目处理能力；
专业知识优秀，熟练掌握概念图、效果图、设计推演等设计手法；
熟练使用常见设计软件，具备3D建模能力者加分；
团队意识强，善于沟通反馈；
热爱科技、对互联网等新行业创意表现手法有独特见解

"
高德-数据挖掘&机器学习算法高级工程师/技术专家,18k-36k,阿里巴巴—高德,"18k-36k,经验3-5年,本科",移动互联网 / 上市公司,"
职位描述：

岗位职责：
1. 高德大数据是阿里巴巴大数据战略重要组成部分，基于高德百PB级海量日志数据，通过数据挖掘建立多维度地理画像和用户画像；
2. 以高德大数据为核心，对具体问题进行分析，构建机器学习模型，参与高德数据产品与应用的数据研发，发掘数据商业价值，结合阿里巴巴经济体各类大数据，为阿里巴巴经济体各项业务进行数据赋能。
岗位要求：
1. 本科及以上学历，计算机、数学等相关专业，至少有1年工作经验；
2. 熟悉常用算法和数据结构，熟悉数据挖掘、机器学习；
3. 具备Linux环境研发能力，至少熟悉一门编程语言；
4. 有Hadoop等海量数据研发经验优先 
5. 有用户画像、广告、推荐、金融建模等相关经验者优先

"
机器学习（工作地：北京/郑州）,15k-30k,中移在线服务有限公司,"15k-30k,经验3-5年,硕士",移动互联网 / 不需要融资,"
职位描述：

一、工作内容/职位描述：
1、负责文本处理、语义分析、分类聚类、情绪识别等算法的研发工作； 2、负责基于文本语义的客服知识库构建，知识挖掘，以及构建基于知识库的智能应用； 3、负责构建基于文本的智能应答系统以及优化提升。
二、任职资格：
教育：硕士或以上学历； 知识：具备计算机软件、数据挖掘，机器学习，模式识别，信号处理等相关专业知识； 技能：有数据挖掘、机器学习相关算法的研究、开发和应用能力； 熟悉某一种或几种脚本语言，具备良好的C/C++编程基础，有一定的项目经验； 有过开源自然语言处理工具的使用经验者优先； 熟悉自然语言处理领域基本理论和方法； 对数据结构和算法设计有较为深刻的理解； 经验：具有3年以上研发经验。 

"
手机百度机器学习／数据挖掘实习工程师,20k-40k,百度,"20k-40k,经验不限,本科","移动互联网,数据服务 / 不需要融资","
职位描述：

工作职责：          1. 负责手机百度上亿用户行为分析以及相关挖掘。         2. 负责构建手机百度用户模型         3. 负责构建手百小说，动漫垂类，个性化Push，评论排序等相关算法     
职位要求          1. 熟悉linux平台，熟悉python/shell编程语言         2. 具有数据挖掘和机器学习的相关背景。         3. 优秀的分析问题和解决问题的能力，能够把合理的思路成功应用于实践         4. 有大数据相关处理经验，hadoop相关使用经验者优先     5. 每周可以保证4天实习时间，最少实习半年    

"
机器学习算法工程师,20k-35k,凡普金科,"20k-35k,经验3-5年,本科",金融 / 不需要融资,"
职位描述：

1.负责信贷业务创新金融产品的信用评分体系搭建；建立授信决策模型的基本框架，在基本框架下，负责各类信贷模型的设计、开发、验证、测试和实施，包括但不局限于反欺诈模型、申请评分、行为评分、催收评分； 
2.深入理解业务方向和战略，负责海量业务数据的分析及用户行为特征的挖掘，为业务战略决策、竞争分析提供数据支撑和建议；
 3.负责用户基础数据的梳理和管理，及业务层面数据分析平台的搭建； 
4.负责与策略、产品、开发等跨职能团队的沟通，确保模型量化策略的合理实施、准确上线及上线后的监控优化。  

职位要求： 
1.本科及以上学历，统计学、计量经济学、数学、金融、计算机科学等相关专业优先；
 2.零售类金融产品数据分析、风险建模从业经验2年以上者优先； 
3.熟悉数据库原理及操作，熟练使用R\SAS\Python\SQL等语言； 
4.有海量数据处理及分析经验者优先。  

"
机器学习工程师(体验方向)-大数据(J170528029),25k-50k,滴滴出行,"25k-50k,经验1-3年,本科",移动互联网 / 不需要融资,"
职位描述：

        岗位职责
1. 通过机器学习技术打造司机体验建模、乘客信誉建模、司机构成分类、乘客留存建模等技术，结合机制设计进行利益分配促成良性生态，打造出行平台的长期增长引擎。
岗位要求：
1. 计算机或数学相关专业毕业，有扎实的数据结构和算法基础，或者有较好的数学功底；
2. 编程基础扎实，熟练使用至少一种常用的编程语言，包括但不限于：C++、Python、Scala、Go、Java、Matlab；
3. 在机器学习或数据挖掘方向有较强的积累，熟悉经典的算法并有实践经验，包括LR、SVM、GBDT、Reinforcement Learning、Deep Learning；
4. 有学习热情，关注业界前沿技术，follow人工智能国际会议研究动态，不断提升自己在机器学习、运筹优化、机制设计、数理统计。
        
"
机器人老师,4K-8K,科创家教育,"4K-8K,经验不限,本科",教育 / 天使轮,"
职位描述：

岗位职责：
1、教案PPT书写，研发新课程，为少儿提供专业的高质量教学服务；
2、公司提供带薪培训，有无机器人授课基础皆可。
任职资格：
1、本科及以上学历，师范、幼教、学前教育相关专业、理工专业均可，有少儿教育教学经验优先考虑；
2、热爱少儿教育事业，热爱科学探索，富有爱心、耐心、责任心以及良好的师德；
3、形象气质佳、善于沟通、有亲和力，有耐心，普通话标准，语言表达能力强；
4、喜欢玩乐高等拼插类机械类等玩具的人士优先考虑。

"
视觉算法工程师,25k-35k,图森未来,"25k-35k,经验不限,本科",移动互联网 / C轮,"
职位描述：

岗位职责：
  将前沿技术改进和定制，落地到公司实际的产品中，包括但不限于物体检测，场景分割，目标追踪等。

岗位要求：
1. 在计算机视觉/深度学习/机器感知三者之中至少熟悉一项基本知识，有处理真实大规模数据经验（课程作业除外）
2. 熟悉python, c++
3. 动手能力强，可以快速将想法落实

加分项：
1. 参加过ACM/ICPC等编程竞赛者取得优异成绩
2. 参加Kaggle或相关比赛获得前十名
3. 熟悉至少一个计算机视觉/深度学习/机器感知子领域研究进展，可以梳理出该领域发展脉络，并提出在实践中的insight。

公司介绍：
    图森是一家由深度学习驱动，以计算机视觉为核心，专注于智能自动驾驶货运卡车解决方案的人工智能企业，公司成立于2015年，致力于打造高速场景下的L4级别（SAE）自动驾驶卡车。总部位于北京，在中美多地设有研发中心，2017年11月，完成由英伟达参与的C轮5500万美元融资。

    图森曾在全球自动驾驶算法评测数据集KITTI和Cityscapes上刷新10项世界纪录，并在美国加州获得路测牌照，成为全球为数不多可在加州公共道路路测的无人驾驶企业之一。图森未来L4级无人驾驶卡车累计目前已完成超过一万公里真实环境路测里程，并完成数百万公里的仿真环境测试。目前已与陕汽、一汽等国内重汽车厂商达成深度合作。

团队介绍：
    图森在北京和圣地亚哥均设有研究院，有一支百人以上规模的研发团队，核心技术团队以TIMES TOP200名校硕博为主，汇集了来自加州理工学院、香港科技大学、卡内基梅隆大学、南洋理工大学、早稻田大学、清华大学、北京大学等世界顶尖名校人才以及来自丰田、通用等公司的产业界精英，覆盖了自动驾驶全研发链条。
    其中CTO是计算机视觉领域全球华人博士中单篇学术文章被引用最多的作者。大三发表在CVPR的论文Saliency detection: A spectral residual approach获引2000多次，是近10年来在视觉注意机制领域最有影响力的研究。
     首席科学家是2014 Google PhD Fellow计划入选者。是MXNet核心开发者，paper发遍machine learning和computer vision五大顶会。多次在国际数据挖掘和计算机视觉比赛中名列前茅，同时也是将深度学习应用于目标追踪领域全球第一人。

薪酬福利：
我们提供具有竞争力的薪酬福利、灵活多样的职业发展通道、积极求是的科研氛围等。
长期激励：股票期权
出国机会：不定期赴美国研究院技术交流及工作机会
论文发表：可帮助将项目中相关研究发表成论文
餐饮福利：一日三餐、不限量免费零食水果
年终奖金：0-3个月
保险保障：五险一金
假期福利：带薪年休假、周末双休
员工活动：周年庆活动、年会、节日庆典、团建活动、团队旅游等
节日礼品：精美节日礼包

"
机器学习算法工程师,20k-30k,向上金服,"20k-30k,经验1-3年,大专","移动互联网,金融 / 不需要融资","
职位描述：

职位描述：
1.负责机器学习算法平台的研发：模型的设计，训练，调优等
2.机器学习数据处理及分析
3.负责深度学习模型工程化研发。

职位要求：
1.2年以上机器学习相关工作经验
2.能够详细描述 CNN、RNN, LSTM, GRU, Attention模型的算法
3.擅长常用机器学习框架之一，如Tensorflow, Theano, Torch等
4.擅长科学计算编程语言之一，如Java，Python，R， C++等
5.熟悉GBDT、LR、SVM 等机器学习相关算法
6.有海量数据处理经验，熟悉Hadoop、Spark等大数据生态技术
7.能在Linux环境下开发

"
