jobname,money,company_name,p_bot,industry,job_bt
推荐算法工程师(文本挖掘）,25k-40k,雪球,"25k-40k,经验3-5年,本科","社交网络,金融 / C轮","
职位描述：

职位描述：
1、负责雪球社区基础数据挖掘核心技术研究和研发
2、为雪球推荐和搜索提供文本特征和算法支持
2、构建股票财经知识库，挖掘领域内部的实体关系
3、探索研究NLP算法在财经领域的应用，如财经事件抽取、市场情绪分析等。

岗位要求：
1.精通自然语言处理相关领域的知识与技能，熟悉常见的NLP领域算法 ；
2.对自然语言处理相关的实体识别、句法分析、情感分析和观点抽取、语义分析等有相关的实践经验； 
3.熟悉Java，Python，C++等一种或一种以上编程语言；
4.较好的主动性和分享精神，良好的沟通和协作能力；

你是否希望参与打造下一代金融互联网产品？ 你是否希望每天折腾各种新奇好玩的技术和产品？ 你是否希望一起建设一支优秀的工程师团队？ 同时你是否希望慢慢的自由的快乐的去实现这这些目标？ 雪球工程师团队是实现这些目标最适合的地方 我们会不断追求个人/团队的生产力，我们会为每个人提供无上限的成长空间。购买技术书籍，内部技术交流，业界技术大会，电脑/移动设备补贴，人体工学座椅样样俱全。当然还少不了不错的报酬以及各种人性化的福利。
 

"
算法工程师,25k-45k,暴风集团,"25k-45k,经验3-5年,本科",文化娱乐 / 上市公司,"
职位描述：

职责描述：1.独立负责机器学习模型迭代与演进；2.独立负责特征选择，特征工程实现；3.独立负责CF、Word2Vector等算法在业务中落地；4.独立负责内容打标算法迭代，指导标签体系优化，指导运营同学参与打标；独立负责用户画像实现；5.独立负责上述内容的工程化实现，及在业务中落地；任职资格：1.教育背景及专业：211大学研究生以上毕业；2.相关工作经验描述：有推荐算法，或广告精准算法，或标签算法2年及以上工作经验；3.知识技能掌握程度描述：了解机器学习原理；熟悉LR、GBDT、FM模型，熟悉CF、SVD、LDA、Word2Vector等算法；熟悉MR、Hive、Spark代码编写 。

"
算法工程师,15k-30k,必要商城,"15k-30k,经验1-3年,硕士",电子商务 / 不需要融资,"
职位描述：

必要商城是2014年成立的C2M电商公司，2015年3月1日上线试运行，2015年7月正式上线，正式上线距今已经一年有余，正处于快速发展的阶段。
 
C2M就是用户直接向生产商下单，必要服务的是制造商和普通用户。必要要求所有的商家必须是金牌厂商，有向奢侈品品牌代工的经验。对于商家来说，先下单后生产，消除了库存；对于用户来说，省去了中间所有环节，可以买到高配低价可定制的商品。简而言之，必要做的就是短路经济，从供给侧改革进行改革，重构零售业。

算法研发工程师
岗位职责：
文本分类和语义理解、商品推荐、搜索排序等领域的特定算法研究和实施。
能够很快学习和利用state-of-the-art的算法解决实际产品问题，提升产品用户体验
任职要求：
有一定的研究、实验的能力，优秀的分析问题和解决问题的能力
理解自然语言处理、机器学习、电商搜索，推荐系统，用户数据分析和建模的基本概念和常用方法，有相关领域的实际项目研发或者实习经历者优先。
熟悉C++, Java或Python，熟悉Linux或类Unix系统开发,有较强的编程能力。 能独立实现线上算法模块者优先。
对大数据处理平台和工具有一定经验者优先, 包括： Hadoop, Hive, Pig, Spark 等
学历要求：985、211相关专业硕士及以上
以下为加分项：
有电商业务背景

"
算法工程师,20k-40k,洋葱数学,"20k-40k,经验1-3年,本科","移动互联网,教育 / C轮","
职位描述：

我们能给你：

指数级增长的To c业务场景。全国98%以上的初中都有洋葱数学的用户；从去年中旬至今，日活、月活以及其它数据量基本都翻了一番。
技术选型的充分自由度。Spark / Kafka / MongoDB / PostgreSQL / Python / Shiny / Superset / H2O 等主流数据技术任意折腾。
良好的内部孵化环境，非常好的技术氛围，敏捷开发/等技术培训，技术书籍专项经费。
执行力强，想象力丰富，扁平化的团队；思维活跃，极客精神，代码洁癖的小伙伴们。


你的主要工作：

对产品与用户数据进行深入分析，发现数据背后的特征规律；
完成产品、市场、课程等部门提出的各类数据需求；
独立或与数据组其他成员共同完成机器学习与数据挖掘项目；
第三方统计平台的调研、部署、维护以及测试验证工作。


我们希望你： 

具有严谨、真诚的数据态度和主人翁精神，愿意与他人分享、交流；
热爱统计与数据分析，至少2年相关工作经验；
具备扎实的数据分析技能与数理统计基础，并能够快速学习使用新技术；
熟悉Python数据分析，了解常见数据库( 如Mongo / PostgreSql 等)；
熟悉时序分析,了解数据挖掘的思想。


当然，如果你还有机器学习 / 大数据 / 深度学习 / BI 等项目经验，我们会更欢迎你！投简历时别忘了附上你的Github链接。 

"
算法工程师,25k-45k,美团点评,"25k-45k,经验3-5年,本科","移动互联网,O2O / D轮及以上","
职位描述：

互联网公司背景优先
一、广告算法
岗位职责：
1.负责点击率预估等主要广告算法的技术选型；
2.负责核心算法的开发；
3.负责广告大数据处理流程的建设及相关工具的研发；
4.负责广告技术研究项目的推进与管理；
职位需求：
1.计算机或相关专业本科以上学历，3年以上相关工作经验;
2.熟练掌握一门开发语言；
3.有机器学习、数据挖掘相关知识；
4.在广告、搜索、推荐等相关领域之一有技术研究工作经验；
5.有较强的沟通协调能力；

二、推荐算法
职位描述：
1. 参与各个产品线的个性化推荐系统的研发；
2. 分析用户行为数据，并设计合理的推荐算法模型及策略，并优化推荐排序；
3. 通过对用户行为数据的挖掘，对用户进行建模，精准刻画用户各种属性；
职位要求：
1. 全日制本科及以上学历，计算机相关专业；
2. 熟练掌握各类个性化推荐算法，并有开发个性化推荐系统的实际项目经验；熟练掌握各类回归及排序算法，能够利用相关算法进行推荐排序的优化；
3. 熟练掌握分类、聚类、回归、降维等经典机器学习算法和技术，能够根据实际问题选择合适的模型和算法并进行相应的开发；
4. 有较强的工程架构和开发能力，能够实现支撑千万级用户和TB级用户行为数据的推荐系统或算法；
5. 掌握python、matlab等脚本语言，熟悉各类数据挖掘工具（如weka、Mahout），能够快速建立模型并进行验证；

三、算法工程师
岗位职责: 1、开发和优化用户行为数据挖掘，文本分类和语义理解，社交网络分析，网页搜索，推荐系统等领域的特定算法 2、能够很快学习和利用state-of-the-art的算法解决实际产品问题，提升产品用户体验
任职资格: 1、有一定的研究、实验的能力，优秀的分析问题和解决问题的能力 2、理解自然语言处理、机器学习、网页搜索，推荐系统，用户数据分析和建模的基本概念和常用方法，有相关领域的实际项目研发或者实习经历者优先。 3、熟悉C++, Java或Python，熟悉Linux或类Unix系统开发,有较强的编程能力。 能独立实现线上算法模块者优先。 4、对大数据处理平台和工具有一定经验者优先, 包括： Hadoop, Hive, Pig, Spark 等

"
广告算法工程师（广告触发or点击率预估和排序方向）,25k-35k,360,"25k-35k,经验1-3年,本科","移动互联网,游戏 / 上市公司","
职位描述：

【工作职责】
广告触发方向:
职责：负责文本分析，包括分词、词性标注、命名实体识别、词赋权、聚类分类、商业价值分析、中心词分析、语义分析等，旨在提升查询和广告匹配的召回率和准确率指标，以提升商业变现能力
基本要求：
1) 较为扎实的NLP基础
2) 熟悉短文本处理方法
3) 对文本分类、商业性判断和语义等有了解
4) 有广告Relevance等方面的经验优先
5) 有神经网络在文本处理方面经验的优先

广告点击率预估和排序方向:
职责：负责CTR平台的建设，从海量数据中提取相关特征刻画用户对广告点击率的问题，负责广告排序及广告排放等方面的策略研究和实现
基本要求：
1) 对CTR/CVR等问题有基本的了解
2) 有较为丰富的CTR 特征工程等方面的经验
3) 对广告排序问题有一定的了解和经验
4) 具有分布式机器学习平台经验的优先

【职位要求】
1．计算机或相关专业本科以上学历，至少2年以上互联网工作经验；
2．具有扎实的数学和计算机科学功底，对数据结构和算法设计有深刻理解；
3．熟悉Linux开发环境，具有良好的编程基础，掌握C/C++/Java/Python等至少一门高级编程语言；
4．良好的逻辑思维能力，和数据敏感度，能够从海量数据中发现有价值的规律；
5．熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术；
6．具备用户行为分析，广告匹配，广告相关性和CTR预估等实际工作经验者优先；
7．具备大规模用户数据处理经验者优先；

"
算法工程师,20k-35k,京东商城,"20k-35k,经验不限,本科",电子商务 / 上市公司,"
职位描述：

岗位描述：
1. 负责电商数据挖掘系统的设计研发。你将参与精准营销，用户行为挖掘，商品画像等多个领域的算法研发工作；
2. 运用机器学习，数据挖掘技术提升算法系统的性能和业务指标；
3. 能学习并跟进机器学习/人工智能及其他技术在电商领域的创新和进展。
 
岗位要求：
1. 计算机、自动化、数学等相关专业本科及以上学历；
2. 有NLP、聚类、分类、神经网络、机器学习、人工智能、数据挖掘、最优化理论等相关理论基础；
3. 编程基础扎实，熟悉算法数据结构，有C/C++或Python开发经验；
4. 熟悉hadoop,spark等平台上面向海量数据的算法实现及数据分析技能；
5. 出色的问题分析及解决能力，能自我驱动，持续面对新挑战
6. 积极主动、踏实勤奋、自我驱动。
 

"
算法工程师,15k-30k,阳光产险信保事业部,"15k-30k,经验3-5年,本科",金融 / 不需要融资,"
职位描述：

【岗位职责】
1. 算法开发：根据不同的应用需求，开发相应的机器学习算法，并做性能优化；
2. 工具开发：构建适合金融行业内部使用的、可复用、可快速实施的大数据分析与预测工具包；
3. 模型训练：使用机器学习技术对各类金融业务需求进行建模，提升现有业务指标；
 
【职位要求】
1. 统计、计算机专业，数据挖掘、机器学习相关方向，本科及以上学历；
2. 熟练使用Java、Python、C++ 中的至少一种编程语言；熟悉R语音者优先；
3. 熟悉机器学习相关的基本原理，精通logistic regression、GBDT、SVM、神经网络中的至少一种；
4. 具有机器学习实际项目经验者优先；
5. 具有客户画像、行为评分建模、反欺诈建模、信用评分建模等项目经验者优先。

"
算法工程师,18k-35k,美菜网,"18k-35k,经验3-5年,本科","电子商务,O2O / D轮及以上","
职位描述：

我们期望您：
1 具有较强的分析问题与解决问题的能力;
2 在数据挖掘/机器学习/nlp/推荐算法设计方面有一定经验;
3 1年以上scala/Java开发工作经验, 编程基础扎实；
4 掌握Hadoop与Spark平台的开发与工作流管理;
5 在算法竞赛或论文发表方面有成果的优先考虑.

"
算法工程师,30k-60k,爱奇艺,"30k-60k,经验不限,本科","广告营销,文化娱乐 / D轮及以上","
职位描述：

岗位职责:
1. 基于爱奇艺用户的行为数据，挖掘出对推荐效果优化有用的信息。 
2. 参与爱奇艺推荐产品的算法研发工作 

任职要求:
1. 计算机、数学等相关专业 
2. 熟悉常用算法和数据结构 
3. 熟悉Linux编程环境 
4. 对数据挖掘、机器学习方法有一定了解 
5. 了解hadoop 分布式计算原理，有一定的map/reduce开发经验

"
