jobname,money,company_name,p_bot,industry,job_bt
资深视觉设计师,15k-30k,美团点评,"15k-30k,经验3-5年,本科","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：1.负责美团旅游出行产品的视觉设计。2.了解产品需求并结合商业目标提出创新想法，完成视觉设计并推动项目落地。3.参与用户需求研究，了解和熟悉常用的用研方法，将用研结论较好的适用于设计当中。4.跟踪产品的体验效果数据，提出优化产品体验的想法并付诸实现。    





岗位要求：1.3-5年以上用户体验设计相关经验2.主导或参与过完整的互联网／移动端产品视觉设计3.具有良好的沟通协调能力，富有团队精神4.对互联网领域的视觉设计的方法流程及实践拥有深刻见解    





"
机器学习算法工程师（AI音乐）J10298,30k-50k,快手,"30k-50k,经验3-5年,硕士",移动互联网 / D轮及以上,"
职位描述：

工作职责：1.负责深度学习算法在音频和音乐的应用，例如：歌声美化、音乐风格分类、音乐结构分析、自动作曲等；2.AI音乐前沿技术的研究和探索；任职资格：1.硕士以上学历，计算机技术、信号处理、人工智能、通信信息及其它相关专业；2.具备数字信号处理、音视频信号处理、机器学习等其中一种以上相关理论基础和经验；3.熟练掌握python或matlab或C/C++，能够快速实现算法的产品化；熟悉一种深度学习框架；4.具有较强的中英文技术文献阅读能力；5.有以下任意技能者优先：了解基本的乐理知识和声学知识；参加过mirex的相关评测

"
机器学习算法工程师,25k-50k,猎户星空,"25k-50k,经验不限,本科","移动互联网,硬件 / A轮","
职位描述：

职位描述：
包括但不限于以下几种职责：
负责语音唤醒、语音识别、语音合成等相关算法的研究和开发，声学模型训练、解码器开发优化等。

任职要求：
1、相关工作、项目经验，或者语音有强烈的学习兴趣，熟练利用机器学习算法，精通C/C++；
2、在计算机科学顶级会议和期刊发表过论文者优先。

"
机器学习算法工程师,25k-50k,田米科技,"25k-50k,经验不限,本科",移动互联网 / A轮,"
职位描述：

职责描述：1、进行大数据文本分析和挖掘，包括分类，聚类，关键词提取，主题分析，序列分析、广告识别、情感分析等工作2、业界领先文本分类和挖掘算法的调研和评估任职要求：1、计算机或相关专业硕士以上学历 2、熟悉机器学习、自然语言处理等相关技术，并具备实际工作经验 3、熟悉文本处理相关技术，对重用算法原理有一定的了解4、熟悉linux下的C++或python语言开发，对数据结构和算法设计有扎实功底

"
机器学习算法工程师-智能交通方向,15k-30k,京东金融,"15k-30k,经验3-5年,本科",金融 / 上市公司,"
职位描述：

工作职责:
1、负责大规模机器学习算法的开发；
2、负责时空数据特别是智能交通领域的特征提取、模型构建、定制和优化；
3、跟进业界机器学习的研究成果，开发/提升相应的算法任务。
任职要求：
1、3年以上工作经验，本科及以上学历，计算机等相关专业；
2、至少1年linux开发经验, 有Java、scala/python等语言开发经验；
3、至少熟悉一种分布式机器学习的开源框架，如Spark、Hadoop等；
5、熟悉机器学习各种模型(矩阵/张量分解、GBRT等)，或一定深度学习、强化学习经验者优先；
6、参与过智能交通相关领域机器学习项目者优先；
7、有Kaggle等竞赛获奖者加分；
8、有良好的编程习惯, 具有较强的自我驱动能力和足够的自信心。

"
机器人软件开发工程师,15k-25k,睿思奥图,"15k-25k,经验1-3年,本科","移动互联网,企业服务 / 天使轮","
职位描述：

岗位职责：
1.负责公司机器人系统的设计与开发工作； 
2.配合公司算法人员实现机器人系统功能； 
3.基于公司业务需求，优化算法，保证机器人系统高效、高可靠的运行；

任职要求：
1.精通C/C++，熟悉python，熟悉linux操作系统；
2.熟悉网络编程，了解消息传递，分布计算等相关知识；
3.有扎实的数学基础；
4.大学本科及以上学历（数学、计算机、电子、自动化等相关专业），三年以上工作经验； 
5.能主动了解行业的新技术和新产品动态，技术钻研能力强； 
6.有良好的英文阅读能力；  
7.良好的代码风格及注释习惯，有自主学习能力，良好的团队合作意识及积极的心态，乐于与他人合作，能够承受较强的工作压力；  
8.资深者可被考虑高级工程师以上技术职位；

符合以下条件者优先考虑：
1、熟悉ROS系统。
2、有机器人相关项目经验。
3、有语音、图像、定位等相关编程经验。

"
视觉设计师,8k-16k,黑镜子科技,"8k-16k,经验不限,本科",移动互联网 / 天使轮,"
职位描述：

我们善于拥抱变化，融合多学科来构筑更高效的机制，
用创造力定义初衷，从“how”开始到“what”,
快节奏，欢笑和头脑风暴是我们成功的技巧。

岗位职责 Responsibilities
UI/UE部分
•对界面设计有深入研究，对交互设计有深入理解，能根据产品的需求给出合理、易用、美观的设计方案。
•对界面规范有深入理解，对色彩、造型有把控和识别能力，能根据设计规范给出符合产品风格的设计方案。
•与产品、工程、市场和运营团队碰撞，高效的组织信息线索，充分认知每个细节，定义设计的原点；
• 充分理解项目和公司的阶段性目标，为团队提供详细的、有节奏的设计策略，并将巨大的设计工作有序的分割排列；
• 独立且高品质地完成iOS、android、Web等多平台相关视觉设计工作，包括UI设计； 

视觉部分
•负责大型推广活动需求，能独立完成kv、web专题页、H5、banner等创意设计工作；
• 配合创意产品运营主题、Banner和宣传等。参与各种活动方案的创意及设计，设计不同风格主题的广告素材；
• 迭代相应的视觉设计，包括VI形象、物料等。
• 与团队共同推动建立视觉设计风格及设计流程规范。提供不断更新的可视化的设计模型。

能力需求 Required Abilities
• 本科及以上相关设计、艺术专业学历。
• 具备优秀的创意能力和卓越的执行能力，对设计和品牌能以独到、精准的理解进行视觉表现。
• 国际化的视野和设计嗅觉，出众的审美品味，热爱有创造力的设计。
• 扎实的美术功底，优秀的审美能力，丰富的想象力。
• 对平面构成、文字排版、文字设计、图标设计与绘制有了解或研究。
• 精通Adobe一套、Sketch及Keynote。
• 适应高强度和快速变化的工作节奏。
• 富有责任心，积极主动，优秀的沟通和协作。

Preferred Experience
1年以上视觉设计经验，4A广告从业经验优先。
手绘能力+加分。
对可爱、扁平风格的设计风格有所研究+加分。
在动效、动画方面有所研究，有高效的动效输出能力、绘制游戏化图标、小场景能力+加分。

"
23048-翻译君机器学习高级工程师（北京）,18k-36k,腾讯,"18k-36k,经验3-5年,本科","移动互联网 ,游戏 / 上市公司","
职位描述：


工作职责：
负责腾讯翻译的机器学习、训练平台研发以及算法研究，并推动机器学习在腾讯翻译里的应用。
   


工作要求：
3年以上机器学习开发经验；
人工智能、深度学习、模式识别、机器学习相关领域工作经验两年以上 ；
熟悉caffe、torch、theano和tensorflow等深度学习框架者优先；
对NLP领域的机器学习有研究者优先；
有对抗生成网路经验的人优先。
   


"
视觉设计师—创新事业部,10k-18k,去哪儿网,"10k-18k,经验1-3年,本科",移动互联网 / 不需要融资,"
职位描述：

工作职责：
1.负责完整的活动设计，保险金融产品的运营设计，移动端活动专题H5的业务支持；
2.负责公司相关物料设计，制定公司运营设计模版，提高运营设计质量和输出效率；
3.关注运营设计趋势，准确把握设计风格，控制相关创意工作的出品质量。
 
任职要求：
1.较强的沟通和协调能力，高效推动设计落地上线；
3.有手绘功底、或c4d能力、或动效能力的优先；
4.投递简历请提供相关作品。

"
算法工程师（机器学习方向）,15k-30k,中益善源,"15k-30k,经验5-10年,本科","电子商务,生活服务 / 未融资","
职位描述：

岗位职责：
1.参与开发公益中国平台机器学习的设计和开发
2.评估主流的机器学习平台，设计开发公益中国平台推荐系统
3.与区块链系统相结合，设计开发相关系统
4.研究新兴技术并持续优化系统架构

 岗位要求：
1. 全日制本科以上学历，数学、计算机相关专业，熟练使用python，有C＋＋开发经验者优先
2.了解机器学习的主要应用领域及其适用的算法场景
2.有较强的系统与模块设计能力，能够独立完成系统（模块）设计分析工作
3.熟悉主要算法及其参数，如Linear Regression，MNIST ，CNN，RNN，word2vec等等
4.了解模型的评估方法，能理解评估模型常用度量和图表
5. 较强的英文阅读能力
6.有实际使用过TensorFlow，Caffe，Keras，PaddlePaddle等平台的优先
7.有AI的智能推荐方向，征信系统分析方向，计算机视觉方向的实际经验者优先
8.有良好的代码习惯，要求结构清晰，命名规范，逻辑性强，代码冗余率低
9.吃苦耐劳，能在压力下工作，良好的团队合作意愿

"
