jobname,money,company_name,p_bot,industry,job_bt
高级视觉设计师,12k-24k,VeeR,"12k-24k,经验3-5年,本科","社交网络,文化娱乐 / A轮","
职位描述：

关于我们：
VeeR是全球增长最快的VR内容分享社区。

2016年6月，获得顶级VC天使投资。10月，VeeR VR正式上线，并于圣诞之际用户突破百万大关，跃居美国总榜前25，娱乐/视频榜前5。2017年初，VeeR创作者和原创内容数量覆盖160个国家地区，跃居全球同类第一，并完成A轮融资。VeeR VR是国内唯一获得Google Daydream, HTC Vive, Oculus Rift, App Store首页推荐的VR类App。

我们的创始团队成员来自上海交大，北京大学，南京大学，清华大学，Stanford University，UC Berkeley，CMU，UIUC，Twitter，Uber，Facebook，Microsoft，Adobe，Coursera，Oracle和国内一线互联网公司。未来一年，我们将立足中国，打造全球最酷的VR内容分享平台。期待邀请你一起，加入我们星辰大海的环球VR征程！

岗位职责： 
1. 负责品牌、营销、活动等所需平面材料、宣传品和网页设计
2. 维护并更新公司的视觉识别系统和设计规范
3. 与其他设计师合作，参与各项设计讨论，把握品牌设计方向

岗位要求： 
1. 拥有平面设计、视觉传达、广告设计等相关专业，有3年以上工作经验
2. 对版式、构图、配色、中英文字体有深入理解并能熟练运用于设计中
3. 熟悉印刷品设计和制作规范，有海报、包装等设计经验
4. 熟练使用Photoshop、Illustrator、Indesign等设计工具
5. 了解现代平面设计的发展趋势，敢于在设计上创新
6. 有品牌视觉识别系统设计经验者、有手绘能力者优先
7. 全日制本科及以上学历，较好的英文读写水平
8. 熟悉英文字体和排版
9. 请在简历中附上作品集

"
高级软件工程师-计算机视觉方向,30k-60k,Pony.ai,"30k-60k,经验不限,硕士",其他 / A轮,"
职位描述：

职位描述：
作为计算机视觉方面的高级软件工程师，您将开发我们的汽车“眼睛”。这包括设计、训练和评估感知解决方案，特别是大规模的图像/激光雷达数据分类、分割、跟踪等；
你也将研究和应用最先进的计算机视觉算法到生产中。
 
资格：
- 较强的C / C++和Python编程技巧；
- 较强的数学和分析能力；
- 有在深度学习平台如Caffe或Tensorflow的工作经验；
- 计算机或相关专业硕士以上学历，3年以上深度/机器学习或计算机视觉经验；
- 有激光雷达数据工作经验者优先。

"
资深机器学习算法专家,50k-70k,美宅,"50k-70k,经验5-10年,硕士",移动互联网 / A轮,"
职位描述：

岗位要求：1、具有创业精神，端正的工作态度、良好的沟通能力、超强的学习能力、愿意接受挑战和承受工作压力要求；2、具备扎实的计算机及相关专业背景，硕士及以上学位；3、熟悉并应用多种模式识别及人工智能相关技术典型算法；4、具有相关应用背景者优先，例如做过搭配、识别等应用项目；5、具有八年以上丰富的相关算法研究经验；6、熟悉至少三种深度学习框架；7、具有钻研和创造力，能够通过阅读论文学习最新算法和理论；8、在CVPR，ICCV，ECCV，NIPS，ICLR，TPAMI等相关顶级学术会议期刊发表过相关论文者优先。岗位描述：1.研究深度学习（包括各种神经网络结构与应用）或模式识别中核心算法；2.将上述核心算法应用到家装搭配中；3.针对应用场景进行优化和定制；4.编写相关算法分析和优化报告。5.领导研发部门、部门协调；

"
视觉设计师,8k-12k,达内集团,"8k-12k,经验3-5年,本科","移动互联网,教育 / 上市公司","
职位描述：

岗位职责：
1、 负责推广运营端视觉设计。参与创意过程，贡献idea。
2、 参与项目需求讨论，将需求转化为可行的视觉设计方案。
3、负责平面\项目创意设计、网页、H5界面、社交图文等设计任务。

任职要求：
1、3-5年设计相关工作经验；
2、统招本科以上学历、设计相关专业背景；
3、精通PS、AI等各类设计软件；
4、面试带作品，有手绘能力者优先。

"
机器人系统架构师,30k-50k,灵动科技,"30k-50k,经验5-10年,本科","硬件,其他 / A轮","
职位描述：

岗位职责：
 1. 收集算法、软件、EE的需求进行机器人系统软硬件架构设计
 2. 基于控制和算法需求进行运算单元的选型和设计
 3. 操作系统选型、模块化设计、系统软件架构设计
 4. 对于各个模块定义详细的技术指标，并能够进行性能优化
 5. 进行核心模块的程序设计与代码编写；

任职要求：
 1. 理解GPU 和 ARM相关的系统架构，有硬件相关系统优化经验优先
 2. 熟悉Linux，开源机器人系统ROS； 
 3. 对机器视觉、SLAM或运动控制有一定的理解； 
 4. 熟悉C/C++，java编程语言，并同时熟悉Python更佳； 
 5. 对机器人研发有浓厚兴趣；

"
机器学习算法高级专家,45k-60k,美团点评,"45k-60k,经验5-10年,本科","移动互联网,O2O / D轮及以上","
职位描述：

结合公司现状，打造公司通用的机器学习平台，为全公司的所有业务服务。
岗位要求：
1.理工类211、985本科及以上学历；有5年以上工作经验。2.熟练掌握机器学习的基础理论和方法，有丰富的相关研究经验；3. 在一个或多个领域有深入研究：深度学习、GPU并行计算、机器学习等；4.熟练掌握c/c++、python/perl/shell等语言编程、及数据结构基础算法；5. 优秀的领导力、推动力、以及分析问题和解决问题的能力，对解决具有挑战性问题充满激情。

"
小米金融-机器学习/算法岗,20k-40k,小米,"20k-40k,经验3-5年,本科",移动互联网 / D轮及以上,"
职位描述：

职责描述：1、用机器学习/统计学习解决行为金融学建模问题；2、研究大规模分布式机器学习算法和架构，支持未来业务发展。任职要求：1、硕士及以上学历，机器学习或统计学习建模领域拥有实际工作经验；2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，熟悉大规模数据挖掘、机器学习等基本算法 ； 3、熟悉Spark、Hadoop等分布式计算技术，具有SAS、R、Python等统计分析技能优先； 4、有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先；5、具备良好的学习能力和沟通交流能力，能够迅速熟悉业务、融入团队。

"
Android软件工程师-服务机器人产品线,8k-15k,兆维技术中心,"8k-15k,经验1-3年,本科",硬件 / 不需要融资,"
职位描述：

岗位职责： 
1.  参与机器人业务需求设计讨论，基于Android平台进行应用程序开发；
2.  负责机器人前端人机交互软件框架的研究，设计和编码实现、关键技术验证和选型等工作；
3.  参与移动规范制订、技术文档编写；
4.  负责Android平台相关新技术的调研、实现。
任职要求：
1.  全日制统招统考本科及以上学历（需学信网验证报告）；
2.  扎实的Java基础，至少两年以上的Android产品实际开发经验；
3.  熟练使用Eclipse，Android Studio, Android SDK；
4.  理解Android的体系结构，熟悉xml，http，TCP/IP，SOCKET，串口等协议；熟悉Mysql数据库；
5.  熟练各种主流平板特性，深刻理解手机客户端软件及服务开发特点；
6.  熟悉各种算法与数据结构，多线程，网络编程等；
7.  有机器人前端软件开发经验者优先；
8. 有传感器集成经验者优先。
福利待遇：
五险一金、年终奖、外出培训、定期体检、定期团建、生日慰问、节日福利

"
计算机视觉研究员,15k-25k,小狗机器人,"15k-25k,经验1-3年,本科",硬件 / 不需要融资,"
职位描述：

深度学习研究员
 
职位描述：
1、负责深度学习相关的基础研发，涉及的问题包括但不限于：大规划神经网络训练、神经结构设计、神经网络训练优化、网络压缩加速等。
2、提出和实现最前沿的视觉算法，保持算法在工业界和学术界的领先，为计算机视觉的应用提供支撑。  任职资格：
1、本科及以上学历，计算机等相关专业。 1、熟练掌握机器学习（特别是深度学习）和计算机视觉的基本方法。
2、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情。
3、较强的算法实现能力，熟练掌握 C/C++ 编程，熟悉 Shell/Python/Matlab 编程。
4、熟练使用Caffe，MxNet, TensorFlow等常用深度学习工具。
 
以下条件优先考虑：
1、有较强的研究能力，如在顶级会议或期刊发表过论文。
2、有较强的编程能力，如获得过ACM ICPC或其他竞赛的荣誉，或代码开源在github上并有较大影响。
3、有较强的学术比赛经验，如在重要数据集的比赛上排名靠前。
 

"
图像和视觉算法工程师,25k-40k,创新工场AI工程院,"25k-40k,经验1-3年,本科",移动互联网 / 未融资,"
职位描述：

1）机器视觉/图形图像等相关算法研发；    2）机器视觉/图形图像算法相关的代码库、工具库的封装和发布；    3）AI相关算法的性能优化、工程环境部署；    4）参与搭建和实现分布式深度学习集群。    任职要求：    1）本科及以上学历，计算机科学、电子工程、应用数学等相关专业优先；    2）熟练掌握图形、图像或计算机视觉相关的理论知识和实践技能；    3）熟悉CNN等典型深度学习模型的使用场景和使用方法；    4）熟悉TensorFlow、Caffe、MXNet等主流深度学习框架中的一种或多种；    5）拥有扎实的数学和编程功力。    

"
视觉设计经理,20k-40k,宝宝树,"20k-40k,经验5-10年,本科",社交网络 / D轮及以上,"
职位描述：

职责描述：
1、负责公司活动专题页、banner、详情页等设计制作；
2、主动的经常收集各种工作素材及设计发展信息，丰富设计思想；
3、 指导其他平面设计人员完成对相关设计工作的需求，并保持畅通沟通，以确保各类项目按时按质完成。
4、负责对平面设计人员进行培训，在自身提高业务水平的基础上带领员工提高设计能力，不断提升本部门的品牌创意和执行能力。
5、保持设计执行高品质、高可靠和高创意标准；不断改进设计水平，以达到公司日益发展的要求。
6、利用自身的行业背景和知识，在设计和制作上有效的控制成本。
7、完成设计总监安排的其他工作任务。

任职要求：
1、有电商公司设计和管理经验者优先；
2、精通手绘，对卡通形象塑造有自己的方法论；
3、有深厚的美术功底艺术修养，美术、设计等专业本科以上学历；
4、5年以上平面设计工作经验；
5、 精通平面设计相关软件及操作流程；具有很强的创意能力和沟通能力，表现力强；熟悉印刷的后期技术等；
6、工作严谨，能承受高强度工作压力和环境，具有良好的团队协作精神

"
计算机视觉算法工程师,40K-80K,百度,"40K-80K,经验不限,不限","移动互联网,数据服务 / 不需要融资","
职位描述：

工作职责
-负责百度无人车定位及三维重建及相关方向的算法研发
-工作内容包括但不限于：基于激光及视觉的三维重建算法及无人车定位系统的开发等


任职资格
-在计算机视觉、三维重建、SfM/SLAM及相关领域有两年或以上的科研或工作经验 

-精通C/C ++编程，熟悉常用算法及优化 

-了解计算机视觉或机器人领域的基本算法 

-具备良好的团队合作和沟通能力，具备良好的学习能力 

-熟悉计算机图形学或有OpenGL编程经验者优先 

-有在计算机视觉或机器人相关领域发表论文者优先

"
高级机器学习算法工程师,30k-60k,网易,"30k-60k,经验3-5年,本科","电子商务,移动互联网 / 上市公司","
职位描述：

岗位职责
1. 针对计算广告，内容推荐，图像处理，OCR，机器翻译，语音等业务，开发机器学习算法原型系统，开展线上算法实验；2. 对实验数据进行处理和分析，发现现有系统和算法的不足，提出改进并推动实现；3. 追踪算法前沿技术，探索将新技术应用于实际业务。

资格要求：
1. 计算机或相关专业本科以上学历，有较多的程序开发经验；2. 熟悉linux，java和C/C++开发；3. 有以下领域之一的背景：机器学习/数据挖掘/信息检索/自然语言处理/统计分析/图像处理，OCR/语音识别/Hadoop/Spark。有深度学习和神经网络模型经验者优先；4. 良好的主动性，逻辑思维能力和沟通能力

"
视觉传达-运营方向实习生,4k-6k,魔力学院,"4k-6k,经验不限,本科","教育,数据服务 / 天使轮","
职位描述：

1.美术院校优先；
2.视觉传达额外加分；
3.这里你的想象会被无限重视；
4.实习时间至少3个月。

"
视觉算法工程师,10k-20k,深图智服DEEPIR,"10k-20k,经验1-3年,本科","移动互联网,数据服务 / 天使轮","
职位描述：

岗位职责
1.根据产品研发需求进行技术选型，研究与分析技术难点，实现算法原型并进行性能优化，在真实数据上进行测试与性能评估；
2.重点研究图像识别、目标识别、目标跟踪、图像分割、3维重建等领域相关的视觉算法；实现服务端或手机端视觉算法；跟踪国际最新算法发展方向和相应技术；
3.与产品部门合作进行技术方案的产品化，撰写技术文档以及申请专利。

任职要求：
1、计算机技术、电子信息及电子工程等相关专业本科或研究生以上学历；
2、2年以上图像处理专业背景或相关工作经验，具备较强的算法工程化能力的更佳；
3、擅长使用C/C++等编码技术，动手能力强，并具备良好的代码与文档风格，能快速实现以及改进相关图像分析算法；
4、在图像处理、模式识别等方面具备了扎实的学术功底；精通图像增强与提取，处理与识别，图像特征建模等算法开发；
5、精通图像分析和模式识别技术，扎实的数学基础，精通常见的几何、统计和机器学习技术，并熟悉这些技术在图像识别领域中的应用;
6、具有较强的创新能力，对计算机视觉技术有较高热情。

"
计算机视觉工程师,25k-50k,陌陌,"25k-50k,经验1-3年,硕士",社交网络 / 上市公司,"
职位描述：

岗位职责：
1、负责图像视频理解、机器学习和深度学习等相关算法的研究和系统搭建；

岗位要求
1、扎实的数学基础，并理解在计算机视觉领域中的应用；
2、扎实的计算机视觉和机器学习基础，并能够灵活应用解决实际问题；
3、熟悉深度学习原理和基本模型，熟练使用常用深度学习工具；
4、在图像视频内容理解和检索、自然场景文字检测识别等算法方面有经验者优先；
5、较强的算法实现能力，掌握C/C++编程，熟悉Shell/Python等语言。

"
WXG08-121微信机器学习算法工程师（北京）,20k-40k,腾讯,"20k-40k,经验3-5年,本科","移动互联网 ,游戏 / 上市公司","
职位描述：

负责微信搜索排名算法优化；
负责阅读推荐质量算法优化；
负责CTR预估、LTR等算法研发；
负责模型特征工程的优化和实验； 
负责机器学习算法调研和平台建设。

岗位要求：
计算机、数学、统计等相关专业本科及以上学历； 
三年以上大规模数据挖掘、机器学习或自然语言处理相关工作经验； 
三年以上搜索、推荐或广告系统相关算法工作经验；
符合以下一项或多项更优：
熟悉聚类、分类、回归、图模型等机器学习算法及原理；
具有深度神经网络DNN理论基础及实战经验；
熟悉自然语言处理，文本挖掘的算法原理，有实际建模经验或并行化经验；
熟悉C/C++、python、Java等编程语言与工具（一项或多项）；
熟悉Linux/Unix平台上的开发环境；
熟悉MPI、MapReduce、Spark等并行计算框架。

"
机器学习/数据挖掘/NLP算法研究员/架构师,30k-50k,金易桔子,"30k-50k,经验1-3年,本科","移动互联网,企业服务 / 不需要融资","
职位描述：

1.通过CP的普通用户评论，提炼出具有代表性的用户印象或者评论标签，主要覆盖美食酒店休闲娱乐  2.poi别名数据挖掘； 3.query同义词数据挖掘； 4.研究机器学习/自然语言理解/数据挖掘/计算广告学等领域的前沿理论并应用于业务、技术创新，构建业务理论体系，进行算法改进、架构优化和策略研发    

有互联网工作经验
1、本科及以上学历。计算机专业机器学习、数据挖掘、自然语言处理方向；数学专业统计学、应用数学方向优先； 
2、熟悉机器学习、自然语言理解方向的一项或多项技术； 
3、理解机器学习基本算法的设计思想和求解手段，如SVM, LR, RF, Boosting等。有大规模机器学习系统研发经验或机器学习算法优化理论的研究经验者优先； 
4、熟悉NLP/NLU领域理论知识。有Ontology相关技术的研究或实践经验者优先； 
5、有商业系统、推荐系统等相关技术的研究或实践经验者优先； 
6、熟悉常用算法和数据结构，对机器学习算法有较强的实现能力，具备linux环境研发能力，至少精通一门编程语言。熟悉shell/python/awk/R/mapred等相关经验者优先； 
7、具备较强商业sense和数据分析能力，能够针对业务提炼指标评估策略价值及发现关键问题； 
8、具备良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期； 
9、具备良好的学习能力和沟通交流能力，能够迅速熟悉业务、融入团队；

"
机器学习算法工程师-真格基金投资企业（考拉阅读）,45k-50k,真格基金,"45k-50k,经验1-3年,本科",金融 / 不需要融资,"
职位描述：

岗位职责：1、负责文本数据的分类和挖掘 2、个性化内容推荐系统的搭建3、文本内容提取与知识库的构建任职要求：1、计算机、数学、统计或其他相关领域硕士或以上学历 2、有机器学习、数据挖掘或自然语言处理方面相关项目经验3、熟悉常用的数据结构和算法4、有扎实的编程基础，至少能够熟练使用一种编程语言，熟悉python者优先5、熟悉协同过滤、推荐系统相关技术者优先。6、熟悉大数据处理系统（如hadoop/spark/hive/hbase等）者优先

关于考拉阅读：
考拉阅读是一家专注于自适应中文分级阅读的公司，由一群来自于哥伦比亚大学、纽约大学、北京大学，怀揣相同教育梦想的年轻人共同创立。我们致力于为孩子提供最“合适”的文字，快速成长中，广阔的平台供你发展。公司的核心技术团队来自于北大、北邮、微软、百度、IBM、等知名院校和科技公司。同时公司与北大机器学习实验室、纽约大学Courant 研究院CILVR Lab实验室有着深度的合作，在机器学习领域拥有雄厚的技术背景。教研核心团队全部来自于北大语言学研究中心，并有一支由多位顶尖语言学专家组成的顾问团队。

"
资深视觉设计师,20k-40k,小鹏汽车,"20k-40k,经验5-10年,本科","移动互联网,硬件 / A轮","
职位描述：


岗位职责
1. 负责小鹏官网、电商、海外以及各种用户可见的内容的产品界面视觉设计
2. 制定视觉规范，构建产品视觉识别体系；
3. 把握产品的视觉风格，对内对外传递符合产品定位的设计理念；
4. 负责参与设计体验、流程的制定和规则、参与分享设计经验；
5. 了解目前的用户界面设计风格和潮流，能给出符合潮流的视觉设计。
6. 能很好的跟交互、前端工程师等一起协作，设计方案产出到设计还原度跟进，确保用户体验。
 
岗位要求
1. 设计类专业本科以上学历，5年以上互联网产品视觉设计经验（请携带相应作品及案例介绍材料）；
2. 有出色的设计表达能力，能迅速有效的将想法表现为设计方案
3. 能独立完成符合趋势的规范设计需求，具备较强设计展现能力，以及界面设计的执行能力
4. 了解产品设计流行趋势，熟悉PC、Android与iOS平台设计规范
5. 对用户界面设计相关工作有浓厚兴趣，富于创新精神，善于沟通。

"
无人配送-高级视觉算法工程师,25k-50k,美团点评,"25k-50k,经验3-5年,本科","移动互联网,O2O / D轮及以上","
职位描述：

高级视觉算法工程师
岗位职责：1.根据项目需求设计视觉算法并在嵌入式平台环境下实现
2.搭建图像和数据采集软硬件环境用于算法调试和性能评估
3.负责视觉导航、3D vSLAM相关算法研究、实现与调试；任职要求:1.计算机、数学、自动化及相关专业，硕士以上学历；2.具有扎实的数学基础，熟悉矩阵、概率论、及相关优化理论；3.具有丰富的计算机视觉、机器视觉、视觉SLAM相关经验，有顶会、顶刊论文发表优先；4.熟悉导航经典滤波算法，如卡尔曼、EKF、粒子滤波等；5.具有视觉导航实际项目经验，有开发用于机器人和无人机的机器视觉系统和产品的经验优先6.具有扎实的代码实现能力，熟练使用C/C++，matlab，python等工具；7.愿意接受挑战，渴望个人产出与一线巨大应用场景结合

"
机器学习算法-智能通知栏,25k-40k,小米,"25k-40k,经验3-5年,硕士",移动互联网 / D轮及以上,"
职位描述：

【职位吸引】
1.海量推送数据；
2.技术团队赞；
3.小米期权！！！

【岗位职责】
1. 负责将大数据算法与MIUI系统相集成，通过机器学习方式，提升push准确率，改善用户日常使用手机的体验；
2. 利用大数据对线上算法性能、日志进行分析，挖掘提升线上系统算法的性能与稳定性。
【招聘要求】
1. 统招硕士以上学历，计算机相关专业；
2. 3年以上工作经验，熟练使用Linux系统的常用命令和开发环境；
3. 熟悉Java/Scala等编程语言；
4. 有一定的spark/mapreduce/hive等大数据平台经验；
5. 具备良好的机器学习基础；
6. 追求架构和代码的极致优雅。

"
