company,bt
鲸准,公司 所 覆盖 领域 内 相关 新闻资讯 行业 研究 等 信息流 自然语言处理 信息 结构化 负责 实体 实体 关系 抽取 文本挖掘 信息检索 推荐 3 深度 参 业务 针对 公司 业务 算法 问题 进行 建模 设计 并 持续 优化 线上 系统 开发 工程师 一起 构建 核心 服务 系统 计算机 数学 或 相关 专业 硕士 及 以上学历 2 2 年 以上 数据 相关 平台 或 算法 工作 经验 编程 开发 基础 扎实 熟悉 常见 数据结构 算法 精通 至少 一门 编程语言 PythonC 优先 优先 有 数据挖掘 机器学习 自然语言处理 信息检索 等 相关 工作 经验
闪银奇异,数据挖掘 工程师 : 1 用户 行为 数据挖掘 特征 研究 基于 业务 场景 及 海量 行为 数据 发现 客户 行为 规律 识别 业务 风险 问题 对于 互联网 海量 业务 数据 进行 大规模 特征提取 分析 挖掘 提供 高 可靠 特征 工程 保证 高 可靠 线下 模型 训练 线上 模型 打分 基于 客户 风险 海量 行为 数据 设计 并 开发 实现 风控 打分 卡 2 年 以上 python 数据 开发 挖掘 机器学习 经验 优先 计算机 软件工程 统计 等 相关 专业 2 熟悉 常用 机器学习 深度 学习 等 数据挖掘 技术 了解 不同 模型 特性 理解 相关 数据挖掘 算法 并 能 熟练 使用 主流 开源 数据挖掘 工具 对 各种 经典 有 监督 学习 模型 时序 数据分析 异常 点 检测 算法 等 有 较为 深入 理解 熟悉 MySQL HBase 等 数据库 有 处理 海量 数据 经验 者 优先 4 有 优秀 动手 编程能力 熟练 使用 下列 分析 开发 语言 : PythonMongodbSQLFlask ; 5 参加 过 实际 数据挖掘 项目 或 比赛 了解 实际 建模 一般 原则 方法 参加 过 数据挖掘 比赛 并 获得 较 高 排名 者 优先 沟通 推动 学习 能力 强 具有 较强 分析 问题 解决问题 能力 思路清晰 主动性 强 有 很 强 自我 驱动 能力
好价,1 整合 用户 数据 建立 用户 画像 维度 标签 体系 并 加以 利用 提升 用户 对 产品 体验 2 从 海量 数据 中 分析 并 提炼出 对 公司 业务 增长 有利 信息 3 负责 电子商务 模块 推荐系统 算法 设计 4 负责 健康 知识 模块 推荐系统 算法 设计 5 负责 商品 医生 等 排序 算法 设计 6 优化 数据 使用 方法 流程   1 扎实 算法 基础 熟悉 算法 相关 理论 算法 原理 数据结构 具备 良好 数学 基础 2 有 一定 研究 实验 能力 优秀 分析 问题 解决问题 能力 3 理解 自然语言处理 机器学习 人工智能 推荐系统 熟悉 电子商务 流程 4 对 技术 有 热情 善于 团队 合作 5 熟练掌握 至少 一种 常见 编程语言 6 国内 优秀 院校 或 海外 大学本科 及 以上学历 计算机 数学 统计 相关 专业
京东商城,京东商城 收益 管理 团队 诚招 量化 分析 领域 专家 包括 统计 机器学习 运筹 优化 方向 我们 希望 您 以 坚实 技术 能力 热忱 我们 一起 解决 京东 业务 上 挑战 我们 团队 通过 基于 大 数据 数据分析 利用 AI 运筹 优化 等 方法 来 解决 收益 管理 用户 行为 分析 客户服务 水平 市场 渗透 等 电商 领域 内 业务 问题 解决 问题 包括 动态 定价 营销 效果 评估 预测 及 促销 决策 ;   用户 行为 分析 选择 模型 产品 生命周期 管理 商品 选品 等   工作 职责 1                   参 JD 新一代 动态 定价 模型 搭建 具体 问题 解决方案 设计 工作 业务 团队 及 产品 经理 一道 了解 业务 背景 及 需求 2                   运用 机器学习 相关 技术 对 海量 数据 进行 处理 分析 挖掘 相关 信息 建立 模型 分析 关键因素 优化 定价 促销 相关 产品 3                   基于 大 数据 平台 通过   数据分析 数据挖掘 给出 直观 结论 及 业务 洞见 4                     跟进 数据挖掘 机器学习 相关 技术 业界 发展 并 合理 运用 到 实际 产品 中 开发 机器学习 模型 及 算法 来 预测 特定 指标 如 用户 行为 模型 用户 倾向 等   5                   开发 优化 模型 系统 给出 最优 决策   1                   统计 数学 计算机 机器学习 运筹 优化 相关 领域 拥有 硕士 或 博士学位 分析 预测 优化 方向 有 实际 应用 经历     对 数据 敏感 喜欢 并 善于 从 数据 中 发现 规律 2                   熟悉 大 数据 平台 机器学习 模型 算法 方向 有 应用 经验 熟悉 机器学习 工业 中 最佳 实践 3                   熟悉 常用 算法 编程语言 了解 开源 机器学习 框架 及 进展 4                   熟悉 大 数据 平台 上 处理 大规模 实时 数据 及 应用 机器学习 模型 经验 者 优先 5         熟悉 大规模 线 学习 优先
百融金服,负责 金融 场景 反 欺诈 具体 工作 内容 包括 原始 特征 挖掘 规则 衍生 验证 模型 训练 实施 以及 线 学习 方案 实施 负责 反 欺诈 关系 图谱 特征 挖掘 实现 包括 构建 可能 关系 网络 并 验证 关系 网络 对 欺诈 人员 识别 能力 负责 前沿 算法 研究 并 尝试 应用 到 金融 场景 深度 学习 强化 学习 或者 最新 发表 前沿 paper 都 可以 尝试 着 去 解决 我们 业务 问题 以上 方向 可 根据 自身 兴趣 技能 特点 自行 选择 2 - 5 年 工作 经验 对于 优秀 应届生 可以 适当 放宽 熟悉 常见 数据挖掘 算法 并 有 具体 应用 调优 经验 数据 敏感 逻辑 严谨 有 NLP 相关 经验 可以 作为 加 分项 熟悉 java c python 至少 一种 语言 熟悉 hive spark 等 工具 R SAS 等 工具 使用 经验 可以 作为 加 分项 计算机 统计 数学 专业 优先
北京贵合祥云,1 从事 图像处理 计算机视觉 算法 研究 开发 2 对 算法 进行 验证 实现 优化 3 其他 参 项目 人员 共同 合作 协助 完成 各种 相关 测试 1 硕士 学历 本科 或 硕士 中 某一 阶段 为 数学 相关 专业 信息 计算 科学 计算 数学 最优化 算法 或 运筹学 控制论 专业 等 优先 2 掌握 最优化 算法 相关 知识 了解 一些 经典 算法 思想 了解 LM 算法 学习 过 最优化 算法 数值 计算方法 数值 分析 算法 导论 计算方法 线性代数 课程 者 优先 3   了解 机器 视觉 基本概念 了解 模式识别 物体 追踪 3D 建模 相关 知识 4 有 一定 数学 编程 基础 掌握 矩阵 常见 变换 运算 如 QR 分解 SVD 分解 等 5 可以 使用 CC Matlab 等 语言 之一 对 算法 进行 验证 6 英语 通过 CET - 6   并 具备 较 好 英文 阅 理解 读 能力
滴滴出行,从 海量 数据 中 利用 数据挖掘 技术 挖出 用户 偏好 特征 行为 规律 用户 画像 等 2 构建 健壮 挖掘 系统 提供 高 可用 可 扩展 离线 挖掘 系统 3 基于 流式 计算 架构 建立 实时 特征 生产 系统 岗位 精通 CC 或者 Java 会 一门 脚本语言 pythophp 等 2 熟悉 常见 数据挖掘 或 机器学习 算法 3 了解 hadoop 原理 有 编写 map - reduce 程序 经验 4 数据挖掘 方面 有 3 年 以上 项目 经验
北京配天,负责 现有 核心 控制算法 维护   2 负责 一种 或 多种 算法 开发 预言 包括 运动学 动力学 机器 视觉 智能 控制 模糊 识别 等   3 新 算法 软件 实现 4 招 包括 视觉 vcu 机器人 以及 前瞻 等 四个 方向
新浪微博,微博 推荐系统 算法 工程师 高级 工程师 岗位职责 : 参 现有 业务 推荐 系统优化 推荐 算法 设计 开发 参 用户 行为 挖掘 分析 参 微博 数据 挖掘 分析 岗位 : 2 年 以上 工作 经验 有 大型 互联网 公司 从业 经验 优佳 良好 编码 能力 有 扎实 数据结构 算法 功底 至少 精通 c python java 中 一种 开发 语言 数学 功底 建模 能力 强 理解 数据挖掘 熟悉 机器学习 领域 常见 算法 以及 算法 适用 场景 优点 缺点 以及 弥补 办法 大型 互联网 公司 推荐系统 或 搜索引擎 或 广告 系统 或 数据挖掘 开发 经验 优佳 有 以下 领域 之一 机器学习 数据挖掘 信息检索 自然语言处理 统计分析 Hadoop Spark 背景 优佳 工作 认真 细心 有条理 积极性 高 求知欲 强 具有 较强 沟通 能力 及 团队 合作 精神
亚创,职责 描述 : 1 负责 根据 不同 算法 模型 上报 业务 需要 统计数据 协助 各种 算法 实施   2 研究 已有 算法 瓶颈 提出 合理 改进 措施 解决方案     : 1   熟悉 基本 机器学习 算法 如 回归 gbdt 决策树 SVM adaboost 基本 概率 图 模型 等 2   熟悉 一种 或 多种语言   sql python java scala R   3   严密 数学 思维 突出 分析 归纳 能力 优秀 沟通 表达能力   4   有 短 视频 直播 广告 电商 搜索 新闻 等 方面 推荐 经验 优先 5   有 大规模 分布式计算 平台 使用 并行算法 开发 经验 优先     6   具有 良好 沟通 能力 良好 团队 合作 精神
百度,工作 职责 - 负责 手机 百度 浏览器 pcwise 首页 等 产品线 Feed 流 个性化 推荐 算法 策略 研发   - 构建 基于 用户 行为 喜好 内容 推荐 协同过滤 场景 引擎 应用 于 每天 数亿 用户 个性化 资讯 推荐系统 业务 中 资格 - 精通 CC 编程 熟悉 Linux 平台 熟练掌握 脚本 编程 shell python perl 等   - 具备 优秀 逻辑思维 能力 善于 解决问题 分析 问题 有 强烈 上进心 求知欲 较强 沟通 能力 学习 能力   - 对 Feed 流 推荐 工作 感兴趣 具有 推荐系统 相关 经验 者 个性化 推荐 用户 模型 协同过滤 等 优先   - 接受 CC 架构 转 策略
融数金服,                  运用 机器学习 相关 算法 全栈 分析 应用程序 性能 问题 包含 日志 分析 用户 行为 分析 时序 数据分析 异常 点 检测 关联 分析 等 1   本科 及 以上学历 计算机 数学 或 统计学 等 相关 专业 一年 以上 算法 相关 经验 2   数学 功底 建模 能力 强 理解 数据挖掘 熟悉 机器学习 领域 常见 算法 以及 算法 适用 场景 优点 缺点 以及 弥补 办法 3   扎实 数据结构 算法 基础 精通 Python Scala Java 等 至少 一门 语言 4   熟练掌握 海量 数据处理 技术 有 使用 Hadoop Hive Spark 分析 海量 数据 能力 经验 5   熟悉 Scikit - Learn TensorFlow Spark MLlib Caffe 等 框架 能够 灵活运用 到 实际 场景 中 6   强大 自驱力 抗压 能力 对 数据 业务 深层 联系 有着 浓厚 兴趣 求知欲 7   有 应用程序 性能 分析 领域 相关 经验 优先
杉数科技,1 负责 机器学习 算法 研发 应用 2 深入分析 现有 算法 了解 业务 需求 给出 有效 优化 解决方案 3 开发新 分布式 并行算法 积极 学习 对 业界 进展 充分 了解 4 制定 有效 项目 进度 管理机制 按照 项目 上线 时间表 推进 项目 研发 工作   1 熟悉 机器学习 模式识别 常见 算法 有 相关 项目 实际 经验 或者 科研 经历 2 熟练地 使用 CC 编程语言 有 能力 能 完成 机器学习 算法 底层 实现 3 至少 可以 熟练 使用 一种 常用 科学计算 语言 如 R Python 4 具有 良好 沟通 能力 团队 合作 精神 5 有 工作 经验 或 科研 经历 为加 分项 6 具有 良好 工程 开发 设计 能力 为 一个 加 分项
好未来,负责 个性化 推荐 方向 策略 优化 用户 画像 学习 资料 画像 模型 研发 数据分析 应用 机器学习 数据挖掘 自然语言处理 等 技术 挖掘 学习 资料 用户 行为 数据 价值 为 老师 学生 提供 视频 讲义 题目 等 内容 推荐 排序 改进 用户 体验 资格 有 推荐 或 搜索 相关 工程 实践经验 熟悉 数据挖掘 机器学习 或 自然语言处理 等 相关 技术 熟悉 hadoop 等 大 数据分析 工具 善于 分析 日志 对 数据 有 敏锐 洞察力 熟悉 python java 对 数据结构 算法 设计 有 较 深刻 理解 良好 团队 合作 精神 较强 沟通 能力 主动性 强 有 很 强 自我 驱动力
易科势腾,DMP 系统 中 实现 推荐 模块 研究 前沿 大 数据挖掘 大 数据 预测 机器学习 算法 业务 需求 模型 化 数据 清洗 变量 加工 模型 构建 模型 部署 监控 挖掘 企业 行为 数据 优化 监督 算法 资格 计算机 机器学习 数学 统计学 等 相关 专业本科 以上 毕业生 2 年 以上 数据挖掘 机器学习 领域 工作 经验 熟悉 Hadoop HiveHbase Spark 等 系列 技术 有 1 年 以上 实际 使用 经验 精通 Java 了解 python perl 或 其他 任何 一门 脚本语言 熟悉 常用 分类 聚类 算法 决策树 逻辑 回归 关联 分析 SVM 贝叶斯 等 算法 有 海量 数据挖掘 项目 经验 优先
京东金融,1 利用 深度 学习 技术 进行 前沿 人工智能 技术 研发 包括 但 不 限于 图像识别 视频 处理 语音识别 强化 学习 自然语言处理 等 领域 2 负责 人工智能 前沿技术 领域 研究 负责 机器学习 平台 选型 框架 搭建 开发 及 优化 及 机器学习 深度 学习 人工智能 相关 算法 实现 算法 优化 性能 评估 3 研究 并 测试 新 深度 学习 算法 模型 4 针对 海量 信息 建模 挖掘 潜 商业价值 创新 产品 技术 平台 5 参 核心 代码 书写 解决 项目 开发 过程 中 重大 技术 问题 6 持续 跟踪 国内外 深度 学习 领域 最新 研究成果 1 计算机科学 机器学习 人工智能 模式识别 等 专业 硕士 博士 掌握 机器学习 相关 知识 有 该 领域 算法 研究 或 开发 经验 拥有 2 年 以上 AI 相关 研发 经验 2 具有 良好 编程能力 至少 熟悉 一种 主流 编程 语 CC Java Python 等 熟悉 Linux 环境 下 编程 者 优先 3 拥有 图像处理 或 计算机视觉 相关 背景 或 工作 经验 者 优先 如 图像 分割 图像增强 图像匹配 图像 检索 等 4 拥有 良好 英文 读写能力 能够 无障碍 地 阅读 相关 英文 文献
