jobname,money,company_name,p_bot,industry,job_bt
算法工程师/专家/研究员,40k-60k,美团点评,"40k-60k,经验不限,本科","移动互联网,O2O / D轮及以上","
职位描述：

美团点评AI 平台-算法工程师/专家/研究员 (自然语言处理、知识图谱方向）工作职责：基于美团点评业务场景，提供人工智能解决方案；用自然语言处理技术和语义分析方法实现相关模型的建立与实践；构建用户画像知识图谱；人工智能前沿问题的探索与研究。工作要求：扎实的算法基础，精通NLP相关算法和模型；熟悉Java/C/C++/Python等编程语言；有Tensorflow, Caffe2, Theano等深度学习框架与自然语言处理结合实际项目经验者优先；熟悉面向文本的CNN、RNN、LSTM、Sequence to sequence、GAN等模型者优先；了解Attention、Memory机制在Deep Learning中的实际应用者优先；熟悉大规模知识挖掘、表示、推理、建模及应用者优先；熟悉Word2Vec、Doc2Vec等embedding模型及应用者优先；熟悉KBQA、IR-based QA等技术者优先；在知识图谱、智能问答、搜索引擎、推荐系统等领域有实际项目经验者优先；在GitHub上发布、贡献流行开源项目者优先；在计算机学会A类国际期刊会议如ACL、AAAI、IJCAI、NIPS等上发表过第一作者论文优先。

"
高级算法工程师,20k-40k,数美,"20k-40k,经验1-3年,本科","企业服务,数据服务 / B轮","
职位描述：

工作职责：
1. 负责广告策略研发，包括CTR预估，用户行为分析，广告定向，广告相关性等方向
2. 负责提升在线广告相关度，用户体验，投放效果和变现能力

任职资格：
1. 本科或以上计算机软件或相关专业毕业
2. 熟悉常见数据挖掘及机器学习算法，如回归、分类、聚类等
3. 有一定的Hadoop、Spark、Hive等实际工作经验
4. 有计算广告、推荐系统、用户行为研究或搜索引擎等相关项目经验者优先


【关于数美】
数美（全称北京数美时代科技有限公司）成立于2015年6月，是一家专业的大数据科技公司。数美依托先进的核心AI技术和海量的数据基础，致力于解决多场景欺诈问题，为客户提供专业、可信赖的服务。团队均来自百度、阿里、腾讯、360、小米等顶尖互联网公司，在大数据、人工智能、机器学习、金融风控等领域有着丰富的实践经验。目前，业务已覆盖金融、支付、直播、社交、电商、O2O等为代表的多个行业领域，其中包括中信银行、用钱宝、人人贷、51信用卡、360、小米、58同城、爱奇艺、熊猫直播、花椒、唱吧等知名企业，截止到2017年6月，服务客户突破1000家。作为大数据反欺诈专业品牌，数美将持续挖掘数据价值，为金融机构、互联网企业提供智能、创新的一站式反欺诈综合解决方案

…………………………………………………………………………
了解更多
数美公司介绍
https://www.ishumei.com/aboutUs/introduction.html 
数美团队介绍
https://www.ishumei.com/aboutUs/team.html 
数美产品介绍
https://www.ishumei.com/product/creditFengkong.html 
数美解决方案介绍
https://www.ishumei.com/solution/finance.html

"
高级算法工程师,20k-40k,百融金服,"20k-40k,经验3-5年,本科","金融,数据服务 / B轮","
职位描述：

工作职责：
1.负责百融金服 风控系统的需求分析、建模、策略和相关开发工作
2.配合策略、产品建立风控模型、指标，优化坏单率、额度模型等效果
3.跟进业界前沿的相关机器学习算法技术，将其应用到产品工程中
4.参与人工智能实验室最前沿AI技术研究与开发

任职要求：
1.扎实的机器学习/数据挖掘理论技术基础，本科以上学历
2.熟悉SQL、Hadoop、Hive或Spark；熟悉Java、Python或bash等编程语言；熟悉spark mllib、scikit-learn或 R
3.熟练掌握常用机器学习算法，参与过海量数据处理及相关机器学习算法开发；实际工作中应用过XGBOOST、GBDT或LR优先考虑；
4.有三年以上机器学习/自然语言处理/计算广告/排序算法/金融风控/推荐算法等相关工作经验
5.以用户目标为导向，有良好沟通、分析解决问题和团队协作的能力；具备良好的抗压能力
6.参与过金融类风控模型产品研发者优先；参与过日活用户过千万级产品算法研发者优先

"
算法工程师,15k-25k,乐知行,"15k-25k,经验1-3年,本科",教育 / 未融资,"
职位描述：

一、工作内容：1、根据客户及交付人员排课排课过程中的需求编写排课工具，减轻排课人员工作量并提高课表以及学生分班的合理性；2、根据当前众多学校分层走班需求编写排课算法，排出符合学校需要的课表。
二、任职要求：1、计算机等相关专业硕士及以上学历，一年以上相关工作经验；2、熟练掌握java语言；3、熟悉常用算法，能根据需求选择合适的算法及数据结构；4、具备良好的逻辑思维能力和学习能力；5、工作积极、主动，进取并具敬业精神，富有团队合作精神。  算法工程师

"
高级算法工程师-基础算法,25k-50k,海知智能,"25k-50k,经验3-5年,本科","移动互联网,数据服务 / A轮","
职位描述：

【岗位职责】
1.  负责大规模机器学习算法、大规模深度学习算法、自然语言处理、信息安全加密、金融量化分析、计算机视觉、语音识别等领域的研发和应用；
2.  深入分析现有算法，了解业务需求，给出有效的优化解决方案；
3.  对业界的机器学习算法和应用有广泛了解并且能够跟踪最新进展；
4.  制定有效项目进度管理机制，按照项目上线时间表，推进项目研发工作
【任职资格】
1.  统计、计算机，数学等专业本科以上学历，在大数据和人工智能领域有相关工作经验；
2.  在机器学习、深度学习、信息安全、金融量化、大规模分布式机器学习以及在搜索、广告、推荐、语音识别、机器翻译、QA、Chatbot、NLP领域有2-5年研发经验
3.   熟练掌握SQL、R、Python以及相关进行大规模分析的工具和Hadoop/Spark/Cosmos/ODPS等大数据分布式平台，熟悉大规模分布式机器学习框架比如Spark MLLib, MPI, Parameter Server, 和流行的深度学习开源工具比如Caffe，Theano, Torch, TensorFlow, MXNet, CNTK 等。Coding能力较强，有C++和Java语言编程经验的优先；
4.  良好的沟通能力和团队合作精神，有一定的组织协调能力和较好的抗压能力
5.  对于把大数据和人工智能分析的结果能够应用到实际业务场景产生商业价值具有强烈的热情
6.  在顶级机器学习、信息安全和AI领域会议和期刊有文章发表的优先考虑（比如NIPS、ICML、ICLR、AAAI、IJCAI、KDD、SIGIR、CCS、WWW、JMLR等）
【几个重要问题】
1.   公司会非常重视这个职位？作为公司所有产品平稳落地的技术和业务测试支撑，未来走技术专家、还是管理路线，公司都会支持，提供你想要的舞台；
2.  哪类人特别适合？对人工智能和机器人方向有强烈的兴趣，能够适应创业的苦和累，有责任心，有较强的学习能力并付诸实际行动；
3.  哪类人特别不适合？只是想找一个码农的工作，没有明确的工作目标，惧怕挑战；
4.  需要应聘者做什么准备？做个有心人，不要没有任何准备就来面试了

【企业价值观】
GROWTH MODEL Goal： 结果导向，不讲苦劳讲功劳不论资排辈 
Respect：尊重以及值得尊敬
Open：开放心态，一切皆有可能 
Win-win：双赢以及多赢；待人如己，换位思考 
Trust：信任以及令人信任，做靠谱的事儿成靠谱的人 
Happy： 痛并快乐着，不断超越自我取得更大成就 

【说明】 1、“兴趣+主动+聪明”，比“当前的能力”要重要10倍。这样的人，在我们团队的成长会非常快，因为你可以直接来争取“想做的事情/职位”，公司一定竭尽所能的给你锻炼机会，只要你能对你自己负责，把事情真正做到位。但如果是“推一下、动一下”的人，我们一定不会要。 

2、对于特别优秀的人才，薪酬范围可不局限在此薪酬范围，期权可谈

"
图像算法工程师-真格基金投资企业合作公司（思图）,35k-45k,真格基金,"35k-45k,经验1-3年,本科",金融 / 不需要融资,"
职位描述：

职位描述：
1、负责金融领域，个人和业务图像特征提取算法的开发和实现；
2、负责设计和研发行业领先的图像生物识别和检测技术；
3、优化和提升现有算法准确率。

任职要求：
1、211/985计算机、电子、自动化等相关专业本科以上学历者优先，两年以上相关工作经验者优先；
2、掌握图像处理与模式识别的知识，能够根据应用环境选择和设计相关算法；
3、熟悉C/C++、JAVA语言，熟练掌握OpenCV库的使用，有视频目标跟踪与识别项目实际开发经验；
4、熟练掌握机器学习，尤其是深度学习，熟练使用Caffe等深度学习框架；
5、研究方向为计算机视觉领域，包括基于视觉的检测、追踪、识别、理解与挖掘等，有实际项目经验者优先。

"
算法工程师,25k-45k,京东金融,"25k-45k,经验3-5年,本科",金融 / 上市公司,"
职位描述：

岗位职责：
 
1、 针对金融信用风险进行算法设计和研发；
 
2、 针对金融推荐系统进行算法设计和研发。
 
任职资格：
 
1. 熟悉Linux开发，良好的编程能力和代码风格，熟练掌握python、java或者C/C++编程，熟悉scala编程优先；
 
2. 在推荐、搜索算法、自然语言处理或任一相关领域有一定理解或应用经验，有hadoop、spark应用经验者优先；
 
3. 熟悉常用数据挖掘、机器学习模型，有深度学习理论与实践经验者优先；
 
4. 对常用推荐算法有较深入了解，有实际上线算法调优经验优先；
 
5. 对商业和业务逻辑敏感，具备良好的逻辑分析能力、组织沟通能力和团队精神，乐于分享、勇于承担。

"
算法工程师,18k-33k,北京捷越联合,"18k-33k,经验1-3年,本科",金融 / 不需要融资,"
职位描述：

岗位职责：
1、负责广告监测、投放算法及策略研究、开发和数据分析及优化工作；
2、结合业务需求，研究行业内主流的算法模型，通过数据分析和算法及模型的改进，对现有系统进行优化和提升； 
3、对不同的业务场景深入研究：如个性化推荐，跨设备用户及人群识别，反作弊，效果优化分析，归因分析，广告竞价算法、自然语言处理等；
4、使用数亿级别的广告实时和离线数据对不同的业务场景，使用适合的算法模型进行建模、效果验证和优化的快速迭代。 
任职要求：
1、计算机、统计、数学等相关专业，硕士及以上学历或本科学历且具备2年以上算法开发工作经验； 
2、 熟练掌握C/C++/java/pytyon中的一门编程语言，有Hadoop/Spark项目开发经验；
3、 具备良好的分析与解决问题的能力，对富有挑战性的工作充满热情；
4、 有持续提升自我的意愿、强烈的责任感和良好的团队合作精神； 
5、 具有下面一或多项条件者优先考虑： c) 熟悉常用的数据挖掘及机器学习算法, 深知原理并具有用相关的实践经验； a) 有推荐系统或展示广告的相关算法研发经验； b) 有互联网广告反作弊项目的研发经验； d) 对Hadoop/Spark等分布式计算平台有丰富的实践经验。

"
算法工程师,15k-30k,量化派,"15k-30k,经验1-3年,本科",移动互联网 / C轮,"
职位描述：

岗位职责：
1、参与开发信用模型，反欺诈模型，包括对非结构化数据的处理和提取，文本数据挖掘，社交网络分析的特征提取等；
2、设计开发模型、策略的监控报表，对于模型进行监控并可以跟进调优；
3、参与数据对接、输出等相关项目的设计与实现。

任职要求：
1、数学、统计、金融、计算机等相关专业统招本科以上学历；
2、具备互联网应用研发经验，有很好的策略架构设计能力者优先；
3、有数据挖掘相关领域、大数据项目开发经验，了解当前机器学习、数据挖掘算法和技术；
4、熟练掌握常用数据结构和算法，熟练掌握数据处理技巧，熟练使用sql/python/R等，能够独立完成数据清洗、特征提取的工作；
5、有责任心，工作独立性强，有良好的团队合作精神，具备良好的学习能力。

"
算法工程师,25k-40k,普强信息,"25k-40k,经验不限,不限",数据服务 / C轮,"
职位描述：

岗位职责：
语音语义理解
熟练卷积神经网络，CNN/DNN
针对业务需求设计算法、建立模型，并持续优化改进

"
