jobname,money,company_name,p_bot,industry,job_bt
智能语音-数据挖掘研究员,20k-40k,搜狗,"20k-40k,经验3-5年,本科","移动互联网,数据服务 / C轮","
职位描述：

【项目介绍】
搜狗智能语音致力于打造业界领先的以语音为主的多模态输入、理解以及表达的人工智能技术，目前技术方向涵盖了语音识别、声纹识别、手写识别、语音合成、语义理解、对话系统、机器翻译等多个方面，具备了从研发到技术输出的完整能力。其中搜狗智能语音翻译技术作为公司战略级项目，已经在输入法落地，支持输入法文本、语音翻译等，并支持搜狗语音同传技术。 
【岗位亮点】
公司战略级项目，具有竞争力的薪资，前沿的人工智能研究和研发团队，轻松的工作氛围，可以接触前沿的人工智能、深度学习、语音、NLP的信息。
【岗位职责】
1. 负责机器翻译相关数据的抓取、抽取、挖掘算法的研究和研发；
2. 负责搭建机器翻译相关的数据平台，利用爬取、数据挖掘技术、NLP技术从互联网不断的提取双语数据；
3. 负责语音识别、语言模型等任务相关的文本数据的抓取和挖掘。
【任职条件】
1. 计算机相关专业本科以上学历；
2. 具有数据挖掘、自然语言处理或机器学习相关经验；
3. 有大互联公司文本数据抓取、抽取、挖掘相关工作经验优先；
4. 优秀的分析问题和解决问题的能力。

"
数据挖掘工程师,20k-40k,美团点评,"20k-40k,经验5-10年,本科","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：1、整合美团点评公司级数据，O2O领域海量大数据价值挖掘2、专题性探索，深入数据，分析建模与框架搭建3、从数据出发，研究挖掘算法和模型，知识发现与价值提升任职资格：1、热爱大数据，有强烈的好奇心，对数据有理想和追求，数据挖掘、机器学习相关工作经验3年以上，本科以上学历。2、熟悉数据挖掘相关算法(决策树、SVM、聚类、逻辑回归、贝叶斯)，有实践经验，具备扎实的数据分析功底，业务转化与数据建模能力。3、掌握大数据海量数据处理技术，有Hadoop/Hive/Impala/Spark/MPI相关经验者或者其他大规模数据处理经验。4、至少掌握java/python/scala等一种语言。5、良好的沟通，团队协作能力。6、有从事用户研究分析、社群关系挖掘经验者尤佳

"
资深数据挖掘工程师,23k-45k,360,"23k-45k,经验3-5年,本科","移动互联网,游戏 / 上市公司","
职位描述：

职位描述：
1、对360的海量大数据，应用数据分析、数据分析建模、数据挖掘机器学习等技术，深入发掘业务需求；
2、负责离线数据流程架构、正文消重服务、数据质量分析等业务；
3、负责推荐系统的开发工作；
4、负责日常正文转码架构和流程；
 
任职要求：
1、计算机软件相关专业本科及以上学习，2年以上工作经验；
2、扎实的计算机基础（数据结构、算法等），良好的逻辑思维能力，擅长算法与建模；
3、Linux操作环境下工作，掌握python/shell/SQL/c/c++；
4、具有良好的逻辑分析、语言表达和文档编写能力；
5、正直、积极、宽容的品质，学习能力强，并且善于沟通合作。

"
高级数据挖掘工程师,20k-35k,INK 银客集团,"20k-35k,经验5-10年,本科","移动互联网,金融 / C轮","
职位描述：

岗位职责
1. 结合业务场景，对海量用户行为数据进行深度数据分析与统计，挖掘用户行为模式，为运营决策提供数据支持、产品规划建议；
2. 结合用户数据与外部数据，自研或改进算法，对用户行为进行高精度预测；
3. 针对即有的业务产品进行推荐算法的设计；
4. 可将单机算法模型进行分布式改造，并部署到生产分布式计算环境；
5. 关注数据挖掘及机器学习技术前沿动态，并可以结合场景推进算法模型类产品升级；

任职要求
1. 本科(211，985)以上学历，经济学，数学，统计学，计算机等和数据挖掘高度相关专业；
2. 具有2年以上相关工作经验，有互联网建模及挖掘工作经验者优先；
3. 熟练掌握SQL。掌握R，python，java语言之一；
3. 熟悉分布式计算框架MR，Spark的使用。了解Hadoop家族生态优先；
4. 具有业务Sense&产品Sense，有业务抽象能力&领域建模能力；
5. 熟练使用常用机器学习算法，如逻辑回归/贝叶斯网络/决策树/随机森林/GBDT/支持向量机等，对于特征工程、算法选择和调优。了解算法原理者优先；
6.负责敬业，乐于分享，勇于探索与坚持创新。

"
数据挖掘,25k-50k,和创金服,"25k-50k,经验3-5年,本科","电子商务,金融 / B轮","
职位描述：

岗位职责：     1、负责大数据量的用户消费、信贷、互联网行为等数据的处理、清洗和挖掘，并持续迭代优化信用模型；     2、负责大数据量的用户关系链网络的分析和图挖掘，构建反欺诈模型；     3、负责多维度模型融合，结合信用、欺诈等多个子模型做融合模型，在此基础上优化风控模型。
任职要求：     1、精通Python，有三年以上python做数据挖掘的经验；     2、较好的数据挖掘、广告算法、个性化推荐或自然语言处理经验，熟悉常用的机器学习算法；     3、良好的沟通和推动能力，主动性强，对互联网金融产品有一定的兴趣    

"
数据挖掘工程师,18k-30k,第一车网,"18k-30k,经验3-5年,本科","移动互联网,电子商务 / B轮","
职位描述：

岗位职责：
1、基于海量业务数据，制定多维度获取相关数据的策略；
2、通过对数据和业务的挖掘，持续给出优化、升级方案

任职要求：
1、统计学、应用数学、计算机等相关专业本科及以上学历，1年以上数据算法相关工作经验；
2、熟悉聚类、决策树、回归、朴素贝叶斯算法等算法，有实际的算法开发经验和建模经验优先；
3、精通至少一门编程语言，例如python/R/JAVA等；
4、逻辑思维能力较强，能独立思考和分析问题，善于将业务问题转化为数据挖掘模型；
5、对数据分析有强烈兴趣，有较强的学习能力，责任心强。

"
数据挖掘工程师,25k-50k,有利网,"25k-50k,经验1-3年,硕士",金融 / C轮,"
职位描述：

职位描述：

1、基于业务场景及海量行为数据发现客户行为规律，识别业务风险问题；
2、对于互联网海量数据的进行大规模特征提取和分析挖掘；
3、提供高可靠的特征工程，保证高可靠的线下模型训练和线上模型打分。


职位要求:

1、良好的逻辑思维能力，能够从海量数据中发现有价值的规律；
2、精通以下任一机器学习算法，聚类、分类、自然语言处理等等，并有一定实践经验；
3、有优秀的动手编程能力，熟悉python开发，对数据结构和算法设计有较为深刻的理解；
4、熟悉MySQL, redis，MongoDB等数据库,有使用hadoop，hive，Spark，ElasticSearch等数据处理经验者优先；
5、有大规模数据处理和日志处理经验的优先，熟悉大规模数据挖掘、分布式计算等相关技术者优先；
6、对代码和设计质量有严格要求，重视Code Review，知道良好的编程习惯的标准；
7、优秀的分析和解决问题的能力，对挑战性问题充满激情。

"
数据挖掘工程师,25k-38k,InnoTREE,"25k-38k,经验3-5年,本科",金融 / B轮,"
职位描述：


岗位职责：
1. 维护与改进因果树的数据挖掘、推荐系统等相关领域的算法及应用 ，包括数据抓取清洗、数据挖掘、数据ETL开发；
2. 负责整体数据系统的技术架构和数据架构设计；

职位要求： 
1.热爱钻研，相信算法与数据能够帮助人们进行科学地决策；
2.熟悉海量数据处理和挖掘的基本算法，熟练互联网用户的行为分析和理解；
3.对数据有良好的敏感性，能够通过数据察觉到背后的业务变化和潜在问题；
4.熟练掌握 了解Linux脚本编程，熟悉服务器端编程SHELL / C / C++ 等其中一门编程语言；
5.了解搜索和爬虫技术，熟悉相关系统架构优先。

"
数据挖掘工程师,20k-40k,医渡云（北京）技术有限公司,"20k-40k,经验3-5年,本科","O2O,医疗健康 / B轮","
职位描述：

岗位职责：

1.      负责保险大数据平台的数据挖掘相关工作；
2.      负责用户画像数据平台，推荐算法等的系统开发；
3.      多信息源的数据采集、传输和生产系统的设计和开发；
4.      跨平台的数据处理与统计分析。
 任职要求：
1.      计算机、数学、电子等相关本科及以上毕业，3年以上工作经验；
2.      熟练使用Python、Java等常用语言；
3.      熟悉并熟练使用Hadoop/Spark/HDFS/HBase/Kafka等分布式计算框架、数据库和存储系统开发大数据系统；
4.      具有优秀的在线和离线数据处理和分析平台的设计和开发能力；
5.      优秀的分析和解决问题能力，对挑战性问题充满激情，有保险或者医学背景优先。

"
数据挖掘工程师,15k-25k,芥末堆,"15k-25k,经验1-3年,本科","移动互联网,教育 / A轮","
职位描述：

岗位职责：
1.负责数据平台开发，包括：数据仓库建模、ETL系统设计、开发调度系统、数据预处理子系统的设计和开发等；
2.负责数据平台日常运维管理, 包括：ETL、日常调度维护、SQL优化等
3.完成公司安排的其他数据相关工作和任务。


职位要求：
1.深入使用python/java其中一门语言，能够开发数据应用服务
2.熟悉MySQL等主流关系数据库，具有较强的SQL语言功底；
3.能够熟练使用至少一种脚本语言（Shell/Python/Perl）进行数据处理
4.熟悉并使用过各种大数据相关框架或组件，如Kafka、Storm/JStorm、Hadoop/Spark、Hive、HBase等数据处理经验者优先
5.具有良好的沟通、团队协作、计划和主动性思考的能力

"
