jobname,money,company_name,p_bot,industry,job_bt
算法工程师-信息安全(J170608002),20k-40k,滴滴出行,"20k-40k,经验3-5年,不限",移动互联网 / 不需要融资,"
职位描述：

        岗位职责
1， 研发AR（增强现实）算法和系统，革新人与周围环境交互的方式，提升滴滴用户的驾乘体验。
2，与其他研发或产品团队合作，开发原型或产品级解决方案。
3，积极从事算法或产品创新，扩充滴滴知识产权储备。
4，参与学术或产业界交流，掌握前沿技术，了解产业趋势。
岗位要求：
1，计算机、自动化、电子、应用数学或其他相关专业硕士以上学历，博士优先。
2，熟悉至少一个如下领域：机器学习、计算机视觉、图像处理、计算机图形学。对下列至少一个具体领域有实际研发经验和深刻理解者优先：
 o 机器学习特别是深度学习在视觉识别中的应用，例如：物体识别、定位、图像语义分割、场景理解等。
 o 三维计算机视觉：SfM, 立体视觉, vSLAM, VO/VIO等。
 o 大规模基于内容的图像或视频检索。
 o 单目标或多目标视觉跟踪。
3， 有良好论文发表记录或有影响力的产品／技术研发经验者优先。
4， 良好的算法和数据结构基础，并至少擅长如下一门编程语言：C++、Python、Java。 
5，在满足上面要求的前提下，有如下经验者优先：
 o GPU编程：CUDA, OpenCL, OpenGL等。
 o 大数据、高性能计算、并行系统。
 o 移动或嵌入式设备上的软件开发及性能优化。
 o Web应用或服务的开发。
6， 好奇勤奋, 对技术研发有热情。积极主动，动手能力强。思维清晰，有较强分析解决问题的能力。
7， 良好的口头和书面表达能力，以及团队合作能力
        
"
高级算法工程师／架构师－基础算法-北京,25k-40k,蚂蚁金服集团,"25k-40k,经验3-5年,本科","金融,移动互联网 / B轮","
职位描述：

工作地点：北京，杭州，成都
岗位职责：
1. 负责大规模机器学习算法、大规模深度学习算法、自然语言处理、信息安全加密、金融量化分析、计算机视觉、语音识别等领域的研发和应用
2. 深入分析现有算法，了解业务需求，给出有效的优化解决方案
3. 对业界的机器学习算法和应用有广泛了解并且能够跟踪最新进展
4. 制定有效项目进度管理机制，按照项目上线时间表，推进项目研发工作
岗位要求：
１. 统计、计算机，数学等专业本科以上学历，在大数据和人工智能领域有相关工作经验；
２. 在机器学习、深度学习、信息安全、金融量化、大规模分布式机器学习以及在搜索、广告、推荐、语音识别、机器翻译、QA、Chatbot、NLP领域有2-5年研发经验
３. 熟练掌握SQL、R、Python以及相关进行大规模分析的工具和Hadoop/Spark/Cosmos/ODPS等大数据分布式平台，熟悉大规模分布式机器学习框架比如Spark MLLib, MPI, Parameter Server, 和流行的深度学习开源工具比如Caffe，Theano, Torch, TensorFlow, MXNet, CNTK 等。Coding能力较强，有C++和Java语言编程经验的优先
4．良好的沟通能力和团队合作精神，有一定的组织协调能力和较好的抗压能力
5．对于把大数据和人工智能分析的结果能够应用到实际业务场景产生商业价值具有强烈的热情
在顶级机器学习、信息安全和AI领域会议和期刊有文章发表的优先考虑（比如NIPS、ICML、ICLR、AAAI、IJCAI、KDD、SIGIR、CCS、WWW、JMLR等）

"
算法研究员/高级专家,30k-60k,美团点评,"30k-60k,经验3-5年,本科","移动互联网,O2O / D轮及以上","
职位描述：

岗位职责：
1. 负责美团出行核心逻辑的算法设计与开发，涉及的业务场景包括但不限于：调度分单、司乘生态、个性化营销增长、价格机制、自动判则等，使用前沿技术手段，实时预估供需变化和司乘需求，持续提升服务满意度和平台经营效率；
2. 深入场景理解，规划技术方向，推动前沿算法在出行业务应用场景下的效果提升和落地发展，提高美团出行在策略算法上的核心竞争力，驱动业务健康快速发展；
工作要求：
1. 熟练掌握机器学习(特别是深度学习和增强学习)基本方法，有较强的online/offline pipeline实现和优化能力，熟练掌握Java/C++开发，熟悉Python/Shell/Matlab编程；
2. 优秀的业务理解和问题分析能力，对复杂业务场景有好奇心，对挑战性问题充满激情，有效抽象技术问题，持续优化迭代；
3. 有BAT或知名Startup进行AI相关工作，有机器学习顶会一作/ACM奖牌/有影响力开源代码者优先；
4. 有AI技术驱动实际业务取得突破性发展经验者优先；

"
高级算法工程师-推荐系统,25k-50k,小米,"25k-50k,经验不限,本科",移动互联网 / D轮及以上,"
职位描述：

岗位职责：
负责个性化推荐系统的算法和架构研发，支持海量数据和请求，实现在相关产品中的精准推荐。
任职要求：
1、计算机科学、机器学习、人工智能等专业本科及以上学历，扎实的算法和编程能力；2、有推荐系统相关经验，熟悉常用的推荐算法；3、有大规模海量数据机器学习、数据挖掘、计算广告、搜索引擎相关经验者优先；4、熟悉Hadoop、HBase、Spark、Kafka等计算平台和工具。

"
算法工程师,30k-31k,MMAIS,"30k-31k,经验1-3年,本科",移动互联网 / 不需要融资,"
职位描述：

Basic Qualifications:
1. 1-3 years’ experience of software development.2. Familiar with one of C/C++/Java/Python.3. Good sense on data analysis and ability of self-learning.
Preferred Qualifications:
1. A Master degree in Computer Science or Mathematics.2. Background in big data/machine learning area.3. Basic knowledge of common algorithms and models such as LR/NN etc.4. Experience with search/ads system.


"
算法工程师,15k-20k,智慧星光,"15k-20k,经验1-3年,本科",数据服务 / 不需要融资,"
职位描述：

岗位职责：    1、NLP相关基础算法研发，信息分类、噪音识别、文本聚类、自动摘要、事件分析、机器翻译等任意方向基础研究。任职要求：    1、对NLP算法由强烈兴趣；    2、熟练掌握至少一种开发语言，如Python、Java、C/C++、Go等；    3、了解深度学习原理，至少接触过Tensorflow、Torch、Caffe等一种框架；    4、良好的沟通和团队合作精神。    

"
游戏算法工程师,10k-15k,开天创世,"10k-15k,经验1-3年,大专","移动互联网,游戏 / D轮及以上","
职位描述：

岗位职责：
1、游戏各个模块的开发工作；
2、与服务端配合完成通信交互；
3、与策划和美术配合，尽量实现各种需求；
4、bug的定位与解决。

任职资格：
1、熟练掌握 一种面向对象开发语言，熟练使用TypeScript尤佳；
2、有一年以上项目经验（含大学独立完成项目经验），有H5游戏或页面工作经验尤佳；
3、算法基础、逻辑性强；
4、有责任心和团队合作能力；
5、喜欢游戏，对游戏有独特的见解。


"
三维人脸算法工程师J10344,30k-50k,快手,"30k-50k,经验3-5年,硕士",移动互联网 / D轮及以上,"
职位描述：

工作职责：1、从事三维人脸领域的算法研发，可能负责以下任意方向的研究：a、视频或图像驱动的三维人脸动画，表情迁移，模型重建；b、语音驱动的三维人脸动画，唇形重建；c、视频或图像驱动的头发、眼球、牙齿等的动画和重建；d、皮肤真实感绘制和加速；e、非真实感绘制，将三维场景和人物绘制成卡通形象。2、根据产品需求，优化和完善相关的各类算法。3、跟踪最新的三维人脸技术的发展。任职资格：1、熟悉常用的图像处理和计算机图形学知识与算法，熟悉三维人脸/绘制相关知识和算法。2、对OpenGL或Direct3D有一定的了解。3、发表过高水平三维人脸/绘制领域相关的学术论文/专利者优先。4、熟练的英文文献阅读能力。

"
算法工程师-TOB,26k-52k,今日头条,"26k-52k,经验3-5年,本科","移动互联网,数据服务 / C轮","
职位描述：

        职位职责：
1、基于头条核心算法技术，为合作伙伴提供业界顶尖的ML/AI解决方案。
2、深入理解合作方业务，准确分析问题，研发适合的算法与策略，不断优化效果和性能。

职位要求：
1、优秀的编码能力，扎实的数据结构和算法功底。
2、熟悉常用的机器学习算法，对于自然语言处理、推荐系统、计算广告、搜索引擎等相关技术至少熟悉其中一种，有实战经验。
3、熟练hadoop、storm、spark等至少一种开源分布式系统。
4、熟悉基于linux平台的开发工作，熟练掌握c++/python/shell等语言，熟悉多线程。
5、优秀的逻辑思维能力，对解决挑战性问题充满热情，善于分析和解决问题。
6、良好的团队合作精神，较强的沟通能力和学习能力，强推动能力和抗压能力。
        
"
算法工程师,10k-20k,寰宇声望,"10k-20k,经验不限,硕士","信息安全,数据服务 / 不需要融资","
职位描述：

岗位职责：
1、对管道泄漏进行建模和优化处理，熟练掌握各种管道泄漏监测模型
2、负责整个研发团队软件、硬件和算法的管理和协调
  
 
任职要求：
1、信号处理、通信、雷达、控制工程等专业；
2、熟悉主流的信号处理工具，matlab、C语言等；
3、熟悉数字信号处理、通信信号处理基本流程和算法；
4、有工作或科研经历，了解软件开发和管理流程者优先；
5、具有创新、奋斗及团队协作精神。

"
