company,bt
360,  1   给 搜索 团队 提供 NLP 相关 技术支持 将 NLP 技术 应用 于 网页 搜索 各种 垂直 搜索引擎 研发 中 2   研发 系统 包括 分词 纠错 相关 搜索 知识图谱 构建 query   rewrite 分类 聚类 content   match 等 3   以 NLP 技术 为 基础 结合 数据挖掘 技术 探索 搜索 系统 新 产品 形态 提升 搜索 用户 体验       1   有 NLP 领域 理论 基础 实践经验 开发 过 相关 中 大型 系统 2   熟悉 机器学习 数据挖掘 理论 有 相关 经验 者 优先 3   掌握 CC 系统 开发 有 hadoop 开发 经验 熟悉 linux 下 shell 编程 至少 掌握 一门 脚本语言 4   对 搜索引擎 推荐系统 大 数据挖掘 等 方向 有 浓厚 兴趣 有 很 强 自学能力  
Udesk－企业级智能客服平台,描述   基于 现有 业务 文本 数据 提升 对话系统 多 领域 场景 下 体验   语义 对话 引擎 相关 开发 以及 新 技术 方向 研究     具有 1 年 以上 NLP 智能 对话 相关 工作 经验 硕士 以上学历   熟练掌握 自然语言处理 领域 基础理论 方法   熟练掌握 一门 以上 计算机 语言   有 语音识别 经验 优先 亮点 Udesk 是 国内 领先 企业级 智能客服 平台 拥有 数千家 企业 用户 为 企业 提供 了 一套 集 智能问答 即时通讯 VoIP 工单 知识库 数据分析 为 一体 完整 客服 系统 解决方案 Udesk 知名 客户 有 海底 捞 星巴克 凯撒 旅游 中青旅 耀悦 金山 WPS 每日 优鲜 58 转转 宝洁 等 覆盖 了 餐饮 本地 生活 旅游 O2O 企业 服务 等 行业 Udesk 去年 6 月 完成 B轮 1 亿 人民币 融资 投资方 为君联 资本 DCM 公司 收入 增长 迅速 有 大量 付费 用户 并 开始 盈利 Udesk 前端 用 Emberjs 后台 用 Java Ruby Go 日 接口 调用 量 超过 200 000 次
泛微,        1 利用 相关 技术 算法 提供 文本 分析 相关 基础 方案 服务           2 针对 海量 文本 内容 进行 中文分词 语义识别 自动聚类 等 文本挖掘 工作           3 负责 搭建 相关 机器学习     大 数据计算平台         4 负责 数据 业务 紧密 集合                 1 熟练掌握 自然语言处理 NLP 相关 理论 技术 方法         2 熟练掌握 使用 java 数学 正则 至少 掌握 一种 脚本语言         3 熟悉 中英文分词 词性标注 实体识别 句法分析 自动文本分类 关键值提取 等 自然语言处理 技术 熟悉 语义分析 方法 技术 相似度计算 本体理论 语义推理 等         4 熟悉 人机对话 前沿 方向 研究 方向         5 熟悉 了解 人工智能 机器学习 等 领域 前沿 方向 研究 动向         6 具备 将 机器学习 自然语言处理 理论 转化 为 实践 能力         7 具有 相关 项目 研发 经验 者 项目 主要 参 人员 优先         8 1 年 经验 硕士 学历 以上        
东方国信,负责 智能 文档 提取 情绪 分析 开发 2 负责 家族 人物 关系 图谱 构建 3 负责 自动 摘要 query 改写 意图识别 等 文本挖掘 工作 1 计算机相关 专业 硕士 研究生 及 以上学历 从事 NLP 相关 工作 两年 以上 经验 2 掌握 NLP 基本 技术 如 分词 文本分类 关键词 提取 文本 纠错 等 3 具备 良好 C java python GO 编程能力 4 熟悉 深度 学习 NLP 应用 掌握 tensorflow keras pytorch 等 开源 工具 5 有 语义 相似度计算 智能问答 系统 知识图谱 构建 相关 经验 优先 考虑   1 熟练掌握 自然语言处理 NLP 相关 理论 技术 方法   2 熟练掌握 使用 python   3 了解 爬虫 原理   3 熟悉 知识图谱 知识 推理 图形 数据库 等 概念   4 熟悉 中文分词 词性标注 实体识别 句法分析 自动文本分类 关键值提取 等 自然语言处理 技术 熟悉 语义分析 方法 技术 相似度计算 本体理论 语义推理 等   5 熟悉 人机对话 前沿 方向 研究 方向   6 熟悉 了解 人工智能 机器学习 等 领域 前沿 方向 研究 动向   7 具备 将 机器学习 自然语言处理 理论 转化 为 实践 能力   8 具有 相关 项目 研发 经验 者 项目 主要 参 人员 优先
Udesk－企业级智能客服平台,描述   基于 现有 业务 文本 数据 提升 对话系统 多 领域 场景 下 体验   语义 对话 引擎 相关 开发 以及 新 技术 方向 研究     具有 3 年 以上 NLP 智能 对话 相关 工作 经验 硕士 以上学历   熟练掌握 自然语言处理 领域 基础理论 方法   熟练掌握 一门 以上 计算机 语言   有 语音识别 经验 优先 亮点 Udesk 是 国内 领先 企业级 智能客服 平台 拥有 数千家 企业 用户 为 企业 提供 了 一套 集 智能问答 即时通讯 VoIP 工单 知识库 数据分析 为 一体 完整 客服 系统 解决方案 Udesk 知名 客户 有 海底 捞 星巴克 凯撒 旅游 中青旅 耀悦 金山 WPS 每日 优鲜 58 转转 宝洁 等 覆盖 了 餐饮 本地 生活 旅游 O2O 企业 服务 等 行业 Udesk 去年 6 月 完成 B轮 1 亿 人民币 融资 投资方 为君联 资本 DCM 公司 收入 增长 迅速 有 大量 付费 用户 并 开始 盈利 Udesk 前端 用 Emberjs 后台 用 Java Ruby Go 日 接口 调用 量 超过 200 000 次
360,1   研究 自然语言处理 领域 前沿技术 利用 常用 理论 方法 解决 实际 问题 2   技术 深度 优化 包括 用户 标签 文本分类 聚类 拼写 纠错 term 重要 度 中心词 提取 分词 及 标注 等 3   技术推广 跨 团队 交流 合作 做 项目 技术 方案 规划 1   自然语言处理 文本检索 模式识别 机器学习 相关 专业 硕士 以上学历 2 年 以上 工作 经历 2   query 处理 文本分类 序列 标注 语言 模型 topic 模型 概率 相关性 成分 分析 等 一个 或 多个 方面 有 实践经验 深入分析 3   了解 linux 开发 环境 有 较 强 cc 编程 背景 算法 基础 有 python shell 等 脚本 处理 经验 者 更佳 4   优秀 沟通 能力 有 创新 精神 乐于 接受 挑战 能 承受 工作 压力 有 如下 经历 者 优先 1   有 个人 技术 博客 或 活跃 各 技术 社区 2   对 deep   learning 有 一定 研究 实践经验
泛微,        1 利用 相关 技术 算法 提供 文本 分析 相关 基础 方案 服务           2 针对 海量 文本 内容 进行 中文分词 语义识别 自动聚类 等 文本挖掘 工作           3 负责 搭建 相关 机器学习     大 数据计算平台         4 负责 数据 业务 紧密 集合         熟练掌握 自然语言处理 NLP 相关 理论 技术 方法         2 熟练掌握 使用 java 数学 正则 至少 掌握 一种 脚本语言         3 熟悉 中英文分词 词性标注 实体识别 句法分析 自动文本分类 关键值提取 等 自然语言处理 技术 熟悉 语义分析 方法 技术 相似度计算 本体理论 语义推理 等         4 熟悉 人机对话 前沿 方向 研究 方向         5 熟悉 了解 人工智能 机器学习 等 领域 前沿 方向 研究 动向         6 具备 将 机器学习 自然语言处理 理论 转化 为 实践 能力         7 具有 相关 项目 研发 经验 者 项目 主要 参 人员 优先              
数美,— — 分析 处理 海量 用户 文本 数据 — — 对 文本 数据 进行 特征抽取 — — 构建 机器学习 模型 区分 用户 行为 — — 计算机 或 相关 专业 具有 一年 以上 自然语言处理 相关 工作 经验 — — 熟悉 python 及 相关 机器学习 工具 — — 精通 统计 语言 模型 相关 机器学习 核心 算法 — — 熟练掌握 自然语言处理 算法 技术 具有 分词 新词发现 实体词 抽取 文本分类 舆情分析 等 相关 项目 经验 — — 熟悉 hadoop spark 等 分布式 平台 关于 数美 wwwishumeicom     数美 全称 北京 数美 时代 科技 有限公司 成立 于 2015 年 6 月 是 一家 专业 大 数据 科技 公司 数美 依托 先进 核心 AI 技术 海量 数据 基础 致力于 解决 多 场景 欺诈 问题 为 客户 提供 专业 可信赖 服务 团队 均 来自 百度 阿里 腾讯 小米 等 顶尖 互联网 公司 大 数据 人工智能 机器学习 金融 风控 等 领域 有着 丰富 实践经验 目前 业务 已 覆盖 金融 支付 直播 社交 电商 O2O 等 为 代表 多个 行业 领域 其中 包括 中信银行 用钱 宝 人人 贷 51 信用卡 小米 58 同城 爱奇艺 熊猫 直播 花椒 唱 吧 等 知名企业 截止 到 2017 年 6 月 服务 客户 突破 1000 家 作为 大 数据 反 欺诈 专业 品牌 数美 将 持续 挖掘 数据 价值 为 金融机构 互联网 企业 提供 智能 创新 一站式 反 欺诈 综合 解决方案 … … … … … … … … … … … … … … … … … … … … … … … … … … … … 了解 更 多数 美 公司 介绍 https : wwwishumeicomaboutUsintroductionhtml   数美 团队 介绍 https : wwwishumeicomaboutUsteamhtml   数美 产品 介绍 https : wwwishumeicomproductcreditFengkonghtml   数美 解决方案 介绍 https : wwwishumeicomsolutionfinancehtml
爱奇艺,  爱奇艺 福利 14 薪 12 天年 假 超一流 行政 团队 日常 活动 多多   没有 996 周一 到 周五 及 周末 自愿 加班 都 有 丰厚 加班 补贴         团队 介绍         我们 是 一个 信仰 技术 团队 这里 我们 用 技术 说话 相信 技术 人工智能 能 改变 生活 目前 团队 负责 爱奇艺 全网 视频 全网 娱乐 资讯 等 文本分类 舆情分析 及 为 搜索 推荐 广告 等 公司 业务 提供 核心 NLP 基础 服务 同时 也 负责 爱奇艺 智能 对话 智能 机器人 及 知识图谱         我们 有 每天 千万 级别 用户 独立 搜索 query 大量 用户 评论 及 弹幕 数据 也 有 亿 级别 视频 及 文本 语料                     薪资 30k 能力 优秀者 不 受限           岗位职责                                                                                                                   1   负责 分词 词性 分析 实体识别 新词发现 等 NLP 研究 工作                                                                                                     2   负责 查询 分析 查询 改写 查询 意图识别 等 工作                                                                                                     3   应用 NLP 数据挖掘 算法 解决 搜索 相关 问题                                                                                     4   负责 知识图谱 挖掘                                                                                                                               岗位                                                                                                                   1   计算机相关 专业 硕士 以上学历 3 年 以上 相关 工作 经验                                                                                                                   2   有 自然语言处理 文本分类 舆情分析 深度 学习 等 相关 项目 经验     3   有 较 强 算法 基础 cc 编码 能力                                                                                                                                                                                                                                 4   有 较 强 分析 问题 解决问题 能力 工作 踏实 上 进 有 良好 团队 合作 意识 5   喜欢 技术 喜欢 专研      
美团点评,1   负责 美团 出行 语音识别 图像处理 智能 QA NLP 等 技术 研发 设计 优化 智能客服 智能 预警 分析 智能 判责 核心 策略 算法 提升 用户 满意度 运营 效率 2   负责 语料 获取 挖掘 发挥 数据 价值 工作 1   熟悉 NLP 文本分类 Query 分析 对话 分析 等 相关 技术 具备 离线 建模 挖掘 线 实现 优化 能力 2   优秀 业务 理解 问题 分析 能力 对 复杂 业务 场景 有 好奇心 对 挑战性 问题 充满 激情 3   编程 基础 扎实 计算机相关 专业 硕士 以上学历
广州棒谷科技股份有限公司,1 负责 网站 搜索 query 分析 及 语义理解 工作 2 负责 网站 文本挖掘 建模 工作 3 负责 自然语言处理 基础 模块 及 知识 体系 建设   工作   1 数学 统计 计算机相关 专业本科 及 以上学历 一年 以上 互联网 工作 经验   2 熟练掌握 Python 开发 至少 掌握 除 Python 外 一门 主流 语言 Java 或 C 等 熟练 使用 linux 环境   3 熟悉 常用 自然语言处理 机器学习 数据挖掘 算法 并 有 相关 项目 经验   4 参 过 搜索引擎 推荐系统 对话系统 等线 上 系统 者 优先   5 责任心 强 积极主动 勇于 接受 挑战 具有 良好 团队 合作 沟通 能力
新浪网,负责 支持 微博 新闻 文本 分析 挖掘 工作 包括 但 不 限于 分类 关键词 标签 抽取 相关性 垃圾 广告 识别 等 一年 以上 自然语言处理 相关 工作 经验 2 深入 理解 MapReduce 具有 Spark Hadoop Storm 等 大规模 分布式计算 平台 使用 经验   3   熟悉 数据结构 算法 对 NLP 理论 有 一定 研究 及 应用 4 熟悉 Linux 环境 编程 熟练掌握 java python 语言 有 良好 编程 习惯 5 较强 分析 问题 解决问题 能力 勇于 面对 挑战性 问题 6 有 自然语言处理 深度 学习 实施 经验 优先 考虑
