jobname,money,company_name,p_bot,industry,job_bt
机器学习,20k-40k,洋葱数学,"20k-40k,经验3-5年,本科","移动互联网,教育 / C轮","
职位描述：

我们能给你：

指数级增长的To c业务场景。全国98%以上的初中都有洋葱数学的用户；从去年中旬至今，日活、月活以及其它数据量基本都翻了一番。
技术选型的充分自由度。Spark / Kafka / MongoDB / PostgreSQL / Python / Shiny / Superset / H2O 等主流数据技术任意折腾。
良好的内部孵化环境，非常好的技术氛围，敏捷开发/等技术培训，技术书籍专项经费。
执行力强，想象力丰富，扁平化的团队；思维活跃，极客精神，代码洁癖的小伙伴们。


你的主要工作：

对产品与用户数据进行深入分析，发现数据背后的特征规律；
完成产品、市场、课程等部门提出的各类数据需求；
独立或与数据组其他成员共同完成机器学习与数据挖掘项目；
第三方统计平台的调研、部署、维护以及测试验证工作。


我们希望你： 

具有严谨、真诚的数据态度和主人翁精神，愿意与他人分享、交流；
热爱统计与数据分析，至少2年相关工作经验；
具备扎实的数据分析技能与数理统计基础，并能够快速学习使用新技术；
熟悉Python数据分析，了解常见数据库( 如Mongo / PostgreSql 等)；
熟悉时序分析,了解数据挖掘的思想。


当然，如果你还有机器学习 / 大数据 / 深度学习 / BI 等项目经验，我们会更欢迎你！投简历时别忘了附上你的Github链接。 

"
算法工程师-机器学习,15k-30k,京东商城,"15k-30k,经验3-5年,本科",电子商务 / 上市公司,"
职位描述：

职责描述：1、基于京东复杂业务场景和海量数据环境进行深度数据挖掘，洞察业务痛点，规划整体数据解决方案并带领团队落地实现。2、构建基于用户、商品、动态场景等高性能、强适应、可扩展数据挖掘模型和框架，有效支撑商品排序、个性化推荐、精准营销等业务需求。3、将业内先进算法应用到业务场景，提高团队整体技术攻关能力以及业内技术影响力。4、指导团队成员快速成长，高效完成预定任务。任职要求：1、精通主流机器学习算法，对贝叶斯、随机森林、SVM、神经网络、聚类、PCA等有深入应用和研究，对机器学习和人工智能前沿有持续跟踪和应用转化，对机器学习框架Tensorflow XGBOOST LIBSVM LIBLINEAR等有深入应用者优先。  2、精通PYTHON  JAVA SCALA SHELL 等脚本语言，工程实现能力强 ，对特征工程、统计学习、神经网络、深度学习等有深入研究和实际应用者优先。3、业务理解和沟通能力强，乐于分享。4、商业洞察、方案规划和技术领导力能力强，能够洞察业务痛点、提炼数据方案并领导团队落地实现。5、一线互联网公司3年以上机器学习经验，BAT优先，推荐系统、广告系统经验优先。6、知名院校或数据实验室经验优先，哈工大、清华、浙大等国内院校优先。7、JMLR ICML NIPS KDD等机器学习或AI专业期刊发表过机器学习相关paper者优先。

"
机器学习工程师,12k-24k,晶泰科技,"12k-24k,经验1-3年,硕士","企业服务,医疗健康 / B轮","
职位描述：

我们正在寻找不平凡的你，一同奋战的伙伴，未来的中坚力量！


技能：

0. 强大的自学能力
1. 熟悉Python
2. 熟悉PCA, SVM, Bayesian, ANN等常见机器学习相关算法
3. 熟悉常用图像识别算法
4. 了解Hadoop, Spark等分布式数据存储和计算的框架，并有实际使用经验

工作描述：

0. 为机器学习平台开发基础算法模块
1. 针对项目需求，对机器学习模型进行优化
2. 与前端配合，进行结果的可视化展示

加分项：

0. Github 开源项目经验
1. 技术博客

"
智能机器人-高级产品经理,15k-25k,搜狗,"15k-25k,经验1-3年,硕士","移动互联网,数据服务 / C轮","
职位描述：

【项目介绍】
为了让公司语音和AI能力有更令人印象深刻的展现平台，机器人团队从零开始了解机器人制造行业，一个月时间内接触了国内所有一线机器人制造厂商和若干国外一流实验室，目前已连续设计输出了虚拟汪仔，Luca汪仔以及一站到底汪仔三个产品。在AI大放异彩的前景下，相信机器人团队会是你的第一选择

【特别提示】搜狗欢迎专情的你，所以提醒你只能选择两个项目，请慎重投递。
【岗位职责】
1.负责机器人在公司内部和搜狗展厅的展示系统功能完善，使机器人在各个应用场景下表现的更加智能；
2.负责机器人对外活动的各种交互场景设计、技术展示及活动策划，让用户体验公司的AI理念和技术优势；
3.主导设计机器人新功能的实现；

任职条件
1.大学本科以上学历，计算机、交互设计、市场等相关专业优先；
2.具有优秀的产品需求把握、需求分析的能力；
3.具有不同场景下的交互设计和将技术产品化实施经验；
4.具有大型展示的活动策划经验；
5.对AI/机器人领域的行业认知和趋势判断有全面和独到的见解；
6.有硬件相关领域经验者加分

"
机器学习/算法工程师,20k-40k,阳光产险信保事业部,"20k-40k,经验3-5年,本科",金融 / 不需要融资,"
职位描述：

岗位职责
1. 利用机器学习方法解决金融领域的实际业务问题；
2. 研究非结构化数据在信贷风控领域中的应用；
3. 探索深度学习、增强学习、迁移学习等技术在金融业务的应用；
4. 跟踪人工智能前沿技术，在实际业务中尝试应用；
 
岗位任职条件：
1. 计算机/数学/统计/金融或相关领域学位，统招本科及以上学历；
2. 扎实的算法、编程、数理基础，熟练使用Java、Python中的至少一种编程语言；
3. 熟悉常用的机器学习、深度学习算法，有实践经验者优先；
4. 熟悉中国市场信贷、股票、债券、基金等产品和规则，有量化相关从业经历者优先；
5. 具备大数据处理能力，有分布式环境下非结构化数据处理经验者优先；
6. 善于学习，思维活跃，乐于挑战，有良好的沟通表达能力和团队精神；

"
机器学习研究员J10174,30k-50k,快手,"30k-50k,经验3-5年,本科",移动互联网 / D轮及以上,"
职位描述：

工作职责：研究和开发手机端实时的空间计算、位置跟踪、深度估计、场景重建等功能。任职资格：-. 计算机或数学等相关专业，硕士及以上学历，具有增强现实、虚拟现实、计算机视觉、图形学、机器人等相关专业者优先；-. 具备扎实的编程能力和算法能力，有一定的数学理论功底；-. 掌握计算机视觉或计算几何基础理论和算法；-. 熟悉立体视觉常用知识和算法；了解光流跟踪、图像匹配、SFM、Kalman 滤波器、捆绑调整等相关技术;-. 具有手机端SLAM/三维重建研究经历者优先""

"
数据挖掘/机器学习工程师,25k-35k,360,"25k-35k,经验3-5年,本科","移动互联网,游戏 / 上市公司","
职位描述：

【奇虎360搜索团队】【机器学习/数据挖掘工程师】-北京
工作职责：
负责query意图分析、排序模型优化、用户行为挖掘、页面质量分析等工作，持续提升网页搜索结果质量。
 
职位要求：
两年以上互联网公司工作经验；
熟练掌握C/C++，熟悉Python/Perl/Shell等至少一种脚本语言；
对数据结构和算法设计有较为深刻的理解；
熟悉常见的机器学习&数据挖掘算法，有相关研究或项目经验；
优秀的分析问题和解决问题能力，对解决挑战性的问题充满激情；
具备搜索/计算广告/推荐/大规模数据分析等相关经验者优先。

"
机器学习工程师（北京-海淀区）,15k-25k,Gridsum 国双,"15k-25k,经验1-3年,硕士","数据服务,企业服务 / 上市公司","
职位描述：

岗位职责：
1.本岗位负责公司工业互联网平台中智能算法的研发。包括应用场景分析、数据分析、建模、算法部署等工作；
2. 利用先进的数据分析及机器学习技术，解决典型的行业挑战；从大数据角度分析行业需求，抽象形成机器学习问题并设计算法；基于大数据基础平台（如Spark/Hadoop)，实现机器学习模型的落地，为客户带来价值。

任职要求：
1.数学、物理、统计、计算机、自动化等理工类专业，硕士及以上学历
2.精通数据挖掘/机器学习算法，有丰富的实践经验；
3.熟练使用python，SQL
4.具有清晰的系统思维逻辑，对解决行业实际问题有浓厚兴趣；
5.良好的沟通和分析问题与解决问题能力。
优先条件：
1.发表学术论文，有项目经验者优先。

"
数据处理及机器学习工程师--旅游度假事业部J11980,15k-30k,去哪儿网,"15k-30k,经验不限,本科",移动互联网 / 不需要融资,"
职位描述：

工作职责：1. 参与度假所有产品的数据处理和信息抽取工作，挖掘并提取产品的信息，便于用户与供应商决策；2. 参与客户聊天信息数据提取工作，获取用户的情感与聊天中相应的需求；3. 参与产品排序与质量检测工作，保证产品的质量，优质产品优先展示；4. 参与知识库数据的构建，并提供相应的知识数据服务；5. 参与基于深度学习的机器问答系统以及其它机器学习的应用优化与尝试；6. 参与图像数据识别与处理优化任职资格：1. 热爱技术，喜欢钻研；2. 有很强的分析问题和解决问题能力；3. 扎实的统计学、数据挖掘、机器学习知识与算法体系并且具有实际应用的经验；4. 具备良好的逻辑思维能力，良好的业务解读能力；5. 掌握Linux操作系统，熟悉Python以及java语言

"
自然语言处理/机器学习研究员,30k-60k,爱奇艺,"30k-60k,经验3-5年,本科","广告营销,文化娱乐 / D轮及以上","
职位描述：

#岗位职责#
1.        负责自然语言处理相关的技术研发和落地、追踪前沿的nlp技术对模型进行优化
2.        负责基于大数据的预测模型研发，实现电影票房预测、电影/电视剧的VV预测等
3.        负责SNS的舆情情感分析（spam评论发现、情感极性分类、评价对象抽取等）
#岗位要求#
1.        计算机相关专业硕士及以上学历，3年以上相关工作经验，较强的算法基础、c/c++或python编码能力
2.        精通机器学习、在顶级国际会议有论文发表者优先
较强的分析问题解决问题能力，工作踏实上进，有良好的团队合作意识

"
AI-机器视觉算法研究员,25k-45k,马上金融,"25k-45k,经验3-5年,本科","金融,移动互联网 / 不需要融资","
职位描述：

工作职责：
1、负责计算机视觉、深度学习相关的AI产品的算法研发工作；  2、参与图片识别、活体识别、人脸识别等项目开发工作；  3、负责机器视觉识别项目的商业化落地和算法优化；
任职资格：
1、学历要求:硕士及以上学历，模式识别、计算机、数学等相关专业，； 
2、经验要求: 3年以上相关工作经验；
3、技能要求:
（1）具备扎实的图像处理、模式识别、机器学习、机器视觉等理论功底； ；
（2）熟悉机器视觉领域深度学习模型, 并有编写深度学习算法的丰富实践经验；；
（3） 熟练使用C/C++、Java、Python其中一种开发语言 ；
（4）熟悉OpenCV/Caffe/TensorFlow者优先

"
云端运维产品经理-无人车/机器人,25k-35k,美团点评,"25k-35k,经验3-5年,本科","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：1.负责配送无人车基础运维平台、运营应用等产品的产品策划工作；（包括并不仅限于CMDB/作业平台/监控系统等相关运维产品）；2.通过对项目的跟进、用户调研等方式明确了解客户的需求；3.主导运营支撑系统类产品的设计工作，协调组织各方资源，保证产品的实现和交付；4.配合部分产品/活动运营等工作。
职位要求：1.大学本科以上学历，计算机相关专业出身，具有3年以上互联网或IT公司的技术运营工作经验；2.有运维工作背景，了解并具备DevOps能力，有使用Python/PHP等编程语言开发过运营支撑系统的经验更佳；3.熟练使用Office、Axure、PhotoShop等相关软件，且有较深厚的产品文档撰写功底和交互设计能力；4.思维敏捷，有较强的行业敏感度，知识面广，对运维技术行业的动态和趋势有充分了解；5.擅长对用户及企业需求的产品理解和表达，有较强的数据和用户行为分析能力；6.较强的沟通、执行力和跨部门协作的能力，富有创新精神，注重团队协作意识；7.具有独特的创造性思维和较强的业务规划能力，并能承受一定的工作抗压能力。

"
机器学习工程师,18k-35k,阳光产险信保事业部,"18k-35k,经验3-5年,硕士",金融 / 不需要融资,"
职位描述：

岗位职责
1. 利用机器学习方法解决金融领域的实际业务问题；
2. 研究非结构化数据在信贷风控领域中的应用；
3. 探索深度学习、增强学习、迁移学习等技术在金融业务的应用；
4. 跟踪人工智能前沿技术，在实际业务中尝试应用；
 
岗位任职条件：
1. 计算机/数学/统计/金融或相关领域学位，统招本科及以上学历；
2. 扎实的算法、编程、数理基础，熟练使用Java、Python中的至少一种编程语言；
3. 熟悉常用的机器学习、深度学习算法，有实践经验者优先；
4. 熟悉中国市场信贷、股票、债券、基金等产品和规则，有量化相关从业经历者优先；
5. 具备大数据处理能力，有分布式环境下非结构化数据处理经验者优先；
6. 善于学习，思维活跃，乐于挑战，有良好的沟通表达能力和团队精神；

"
