jobname,money,company_name,p_bot,industry,job_bt
机器视觉工程师,10k-15k,国机智能技术研究院,"10k-15k,经验不限,硕士","信息安全,其他 / 不需要融资","
职位描述：

岗位职责：
1、负责开发机器人视觉应用程序与项目实施
2、负责编写相应技术文档
任职要求：
1.硕士，熟悉c++语言，了解python语言
2.机器视觉或人工智能相关专业，良好的数学基础
3.熟悉机器视觉和图像处理常用算法，有图片处理相关经验
4.对机器学习常用算法有基本理解，如逻辑回归，SVM，KNN, 神经网络，HMM，k-means，PCA
5.有opencv开发经验者优先，对机器人有关的卡尔曼滤波，粒子滤波，A*算法，PID控制，双目视觉，GRAPH-SLAM，有了解者优先

"
机器视觉工程师,15k-30k,图灵机器人,"15k-30k,经验不限,硕士",移动互联网 / B轮,"
职位描述：

工作职责
1、全栈式工程师，推动计算机视觉相关应用在实体机器人或多模态交互系统中落地。
职位要求
1、快速学习能力，执行力强；沟通能力好，团队合作能力强。
2、熟练掌握C/C++编程，熟悉至少一门脚本语言。3、熟悉Android应用开发环境。至少了解一点Java，熟悉NDK使用。了解一些移动端计算性能优化方法。
4、熟悉基本的视觉算法，有计算机视觉、机器人相关应用开发经验优先。

"
视觉算法研究员（机器人）,20k-40k,京东商城,"20k-40k,经验不限,硕士",电子商务 / 上市公司,"
职位描述：

工作描述：
1、参与/负责机器人视觉系统的设计、研发和服务搭建；
2、结合具体项目应用，进行图像分析、识别及理解等算法研发，如物体识别、二维码识别等；
3、重点协助开发基于视觉的地图构建及自主定位算法。
 
技能需求：
1、计算机和数学相关专业，熟悉计算机视觉、机器学习、深度学习等人工智能算法；
2、，具有机器学习、计算机视觉、Visual SLAM、图像理解识别等研究开发经验，发表过高水平研究论文者优先；
3、熟悉C/C++或者Python等开发语言；
4、熟悉Linux操作系统，熟悉嵌入式软件开发。

"
计算机视觉算法-无人车/机器人,25k-45k,美团点评,"25k-45k,经验5-10年,硕士","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：• 用视觉识别和理解复杂环境，为视觉主导的无人驾驶系统在感知和定位方提供强有力的支撑

职位要求：• 有扎实的图像分析和模式识别理论基础，精通目标检测、跟踪、识别等常见的计算机视觉处理任务• 有扎实的数学基础，精通常见的几何、统计学等，并熟悉这些技术在图像识别领域中的应用• 有很强的工程能力，精通 C++ 语言以及至少另一种常见编程语言• 对计算机结构有深刻的认识，能够开发高性能、实时运行的图像处理软件• 有发明创造的理想和热情，致力于创造解决实际问题的视觉感知技术
优先考虑：• 熟悉visual SLAM 等在机器人定位和导航领域中常用的经典方法• 熟悉stereo ， structured light， ToF 等三维成像原理和方法• 熟悉高性能运算加速工具如 Neon 以及GPGPU 技术如 GLES， CUDA 和OpenCL 等• 发表过CVPR/ECCV/ICCV/NIPS/ICML 等视觉和 AI 领域会议文章• 熟悉图像识别领域的常见工具如 OpenCV 、PCL等

"
机器视觉工程师,15k-30k,马上金融,"15k-30k,经验3-5年,硕士","金融,移动互联网 / 不需要融资","
职位描述：

岗位职责
1、 负责计算机视觉、深度学习相关的AI产品的研发工作； 
2、 参与图片识别、活体识别、人脸识别等项目开发工作； 
3、 负责图片、影像的预处理开发，包括截图、去噪、二值化等； 
4、 负责机器视觉识别项目的商业化落地和算法优化； 
任职要求
1、 模式识别、计算机等相关专业，硕士及以上学历； 
2、 具备扎实的图像处理、模式识别、机器学习、机器视觉等理论功底； 
3、 熟练使用C/C++、Java、Python其中一种开发语言 
4、 熟悉OpenCV/Caffe/TensorFlow者优先 
5、 具有相关工作3年以上经验者优先 

"
机器视觉研究员,25k-50k,小米,"25k-50k,经验3-5年,本科",移动互联网 / D轮及以上,"
职位描述：

工作职责: 
1.       从事机器视觉相关的深度学习基础算法和模型的研发, 包括但不限于如下方向: object detection, image classification, image segmentation, image captioning, deep compression, face recognition, reinforcement learning,  and novel fundamental models on deep learning;
2.       把研究成果在顶级学术会议/期刊上发表, 包括但不限于如下会议/期刊: NIPS/ICML/CVPR/ICCV, JMLR/TPAMI/IJCV;
3.       协助工程师把研究成果应用于小米各产品线中.

工作要求: 
1.      在国际顶级学术会议/期刊上以第一作者发表过论文;
2.      熟练C++/Python编程、熟练TensorFlow/Caffe/MXNet其中一种开发工具;
3.      熟练机器视觉领域深度学习模型, 并有编写深度学习算法的丰富实践经验;
4.      快速的学习能力、独立的思考和探索能力、有与国际一流研究员同台竞技的强烈兴趣;
5.      诚实正直、品质端正, 有团队合作精神;
6.      优秀的英文读写能力;
除各种基于CNN的模型之外, 还熟练基于RNN/LSTM的相关模型 / 对于CV/NLP/Speech有交叉实践经验 / 数学基础优秀者, 优先考虑

"
机器视觉工程师,8k-15k,北京超维世纪科技有限公司,"8k-15k,经验1-3年,本科","移动互联网,信息安全 / A轮","
职位描述：

如有意愿投递简历请查看职位要求最后字段进行本公司考题解答，需提交任何形式的答案及简历到本公司邮箱，若只投递简历，本公司将不予回复！
岗位要求：
1）负责实现并优化物体检测、识别及跟踪等方向的相关算法，用于移动端和服务器端的企业应用；
2）负责实现和优化人脸验证相关算法。
3）调研业界的前沿技术，根据需求完成技术转化；
 
任职资格：
1）计算机、电信、自控等本科以上学历，CET四级（或ELTS 6.0, TOEFL 9 5）以上英文能力，且有英文相关论文发表于SCI或EI检索的期刊和会议；
2）熟练掌握深度学习算法并有计算机视觉相关方面的项目经历；
3）熟练掌握python、c/c++、Matlab等语言，熟练掌握caffe / tensorflow等常 用深度学习框架；
4）熟悉掌握opencv、PIL等图像处理库。 *以下为加分项：
5）热爱人工智能领域、机器人行业，具有良好的沟通能力和团队合作精神；
6）有海外学历或工作经验优先；
7）有物体/人脸检测、跟踪与识别等相关经验优先；
8）有相关领域的获奖证明、专利证书、推荐信或同行证明优先；
9）期待与精英团队爆发性共同成长！
你与公司就差一道题了：随机生成1000个点，选取任意3个点组成三角形，问，如何判断其余的997个点在三角形内或外？（可文档，可手写拍照等任何可查看形式附件到邮箱！）

"
机器视觉软件工程师,10k-15k,红茶AI,"10k-15k,经验1-3年,本科","企业服务,其他 / 天使轮","
职位描述：

1.    计算机、通信、自动化等相关专业，本科及以上学历；
2.    2年以上C++编程经验，熟悉windows程序开发；
3.    掌握基本的图像处理算法，熟悉opencv/halcon等视觉算法库，有缺陷检测项目开发经验优先；

"
机器视觉算法工程师,12k-24k,阿丘科技,"12k-24k,经验3-5年,本科","企业服务,硬件 / 天使轮","
职位描述：

职位描述：
•   负责机器视觉（包括3D Vision）算法的设计、开发及测试；

任职要求：
•   图像处理、计算机相关专业或有图像相关项目经历，熟悉OpenCV、PCL优先；
•   编程和算法基础好，熟悉C++、Python等；

"
机器视觉算法工程师,25k-50k,猎户星空,"25k-50k,经验不限,硕士","移动互联网,硬件 / A轮","
职位描述：

岗位职责：
•根据项目需求设计视觉算法并在嵌入式平台环境下实现；
•搭建图像和数据采集软硬件环境用于算法调试和性能评估；
•负责视觉导航、3D vSLAM相关算法研究、实现与调试。
任职要求:
计算机、数学、自动化及相关专业，硕士以上学历；
•具有扎实的数学基础，熟悉矩阵、概率论、及相关优化理论；
•具有丰富的计算机视觉、机器视觉、视觉SLAM相关经验，有顶会、顶刊论文发表优先；
•.熟悉导航经典滤波算法，如卡尔曼、EKF、粒子滤波等；
•具有视觉导航实际项目经验，有开发用于机器人和无人机的机器视觉系统和产品的经验优先；
•具有扎实的代码实现能力，熟练使用C/C++，matlab，python等工具；
•意接受挑战，渴望个人产出与一线巨大应用场景结合。

"
机器视觉/图像处理工程师,18k-36k,ThisVR,"18k-36k,经验1-3年,本科",硬件 / 天使轮,"
职位描述：

高级机器视觉/图像处理工程师
工作职责范围：1. 围绕图像处理和深度学习等算法设计开展工，攻克关键技术，研究和验证原型模型和算法。2. 参与产品技术方案制定、技术架构搭建及底层核心模块编码等工作。
任职要求、条件：1. 硕士及以上学位。2. 熟悉C、C++、Python之一等语言3. 熟悉边缘检测、外轮廓检测、目标提取等基本图像算法。4. 熟练OPenCV，熟悉tensorflow优先。5. 具有较强专业理论基础、较强的科学研究能力、工程思维和良好的算法实现能力。6. 对深度学习、图像处理的研究和开发有浓厚的兴趣。
7. 有以下条件者优先； －计算机视觉、模式识别、AI、机器学习和机器视觉相关项目经验。－对计算机视觉领域有一定研究，具有良好的数字图像处理基础，熟悉卷积神经网络的基本原理。

"
机器学习视觉工程师,18k-35k,美图公司,"18k-35k,经验1-3年,本科","移动互联网,硬件 / 上市公司","
职位描述：

职位描述：
1. 负责计算机视觉相关的算法研发工作，对美图上百亿图片及视频进行识别和处理；
2. 负责包括OCR、人脸识别、物体识别、场景识别在内的图像算法的研发工作；

职位要求：
1. 全日制本科及以上学历，计算机相关专业；
2. 具有扎实的数学基础，精通常见的机器学习、图像处理等相关算法，并在图像识别领域有应用经验；
3. 有人脸识别、物体识别、场景识别、图片分类等相关领域的实际项目经验；
4. 有Deep Learning相关科研经验者优先，有CUDA等GPU加速技术的实践经验者优先，熟悉常用Deep Learning开源框架者优先；
5. 在计算机视觉或机器学习领域的顶级会议（如CVPR、ICCV、NIPS、ICML，或期刊）以第一作者发表过论文者优先；
6. 具有良好的沟通能力，有责任心，有良好的学习能力，具备优秀的沟通能力和团队精神；

"
机器人视觉导航算法研发工程师,20k-38k,达闼科技,"20k-38k,经验3-5年,硕士",移动互联网 / B轮,"
职位描述：

岗位职责：
1.负责机器人视觉地图构建与定位、视觉导航等研发；
2.负责Vision和IMU等多传感器融合算法研发；
3.负责视觉导航算法的优化，移植和产品化；
4.从事视觉SFM，SLAM，多传感器融合等前沿算法研究和应用开发。
 
任职要求：
1.熟练使用C，C++, Java或OpenCV 等编程语言；
2.有扎实的计算机视觉理论和丰富的图像处理相关项目经验；
3.熟悉ROS开源系统,并具有基于ROS的机器人导航相关项目经验；
4.熟悉经典视觉导航算法（如 PTAM，SVO，LSDSLAM或ORBSLAM等）；
5.熟悉经典vSLAM与IMU融合算法（如ROVIO，OKVIS）；
6.具有Android 或 Linux平台开发经验；
7.学历硕士以上，至少3年经验
 
符合以下某一条件者优先：
1.具有多传感器融合的机器人导航相关经验者优先；
2.能够独立完成基于ROS的机器人控制软件设计者优先；
3.具有视觉算法硬件优化，并行计算（CUDA）相关经验者优先；
4.在视觉导航及机器人相关领域发表优秀论文者优先。

"
机器人视觉算法工程师,10k-20k,国机智能技术研究院,"10k-20k,经验不限,硕士","信息安全,其他 / 不需要融资","
职位描述：

岗位职责：负责视觉算法设计与实现；
任职要求：1.硕士及以上学历，熟悉c++语言，了解python语言2.机器视觉或人工智能相关专业，良好的数学基础3.熟悉机器视觉和图像处理常用算法，有图片处理相关经验4.对机器学习常用算法有基本理解，如逻辑回归，SVM，KNN, 神经网络，HMM，k-means，PCA。5.有opencv开发经验者优先，对机器人有关的卡尔曼滤波，粒子滤波，A*算法，PID控制，双目视觉，GRAPH-SLAM，有了解者优先。

"
机器视觉算法研究员,40k-60k,马上金融,"40k-60k,经验3-5年,本科","金融,移动互联网 / 不需要融资","
职位描述：

岗位职责：
 
1、负责计算机视觉、深度学习相关的AI产品的算法研发工作；
2、参与图片识别、活体识别、人脸识别等项目开发工作；
3、负责机器视觉识别项目的商业化落地和算法优化；
 
 
工作要求：
 
1、模式识别、计算机、数学等相关专业，硕士及以上学历；
2、具备扎实的图像处理、模式识别、机器学习、机器视觉等理论功底；
3、熟悉机器视觉领域深度学习模型, 并有编写深度学习算法的丰富实践经验；
4、熟练使用C/C++、Java、Python其中一种开发语言
5、熟悉OpenCV/Caffe/TensorFlow者优先
6、具有相关工作3年以上经验者优先
 

"
机器视觉算法工程师,12k-20k,Schaino,"12k-20k,经验1-3年,硕士","企业服务,数据服务 / 天使轮","
职位描述：

职位描述：
1）负责图像智能识别算法研究与实现；
2）算法验证、优化与测试；
3）负责公司图像识别产品的开发；

岗位要求：
1）模式识别、图像处理、应用数学、计算机科学与技术等专业及相关专业本科及以上学历；
2） 2年以上相关工作经验或2年以上在校相关研究经验，在校期间从事图像模式识别算法研究者优先考虑；
3） 具有图像处理、模式识别项目开发经验、熟悉MATLAB、OpenCV或 VLFeat等图像处理库的优先 ；
4）熟悉模板匹配或神经网络算法，且有字符识别相关经验者优先考虑,；
5）具有较强的分析能力和较强的创新意识，善于发现问题并提出可行性解决方案；
6）精通一种或多种编程语言，如C++、Java等；

"
数据平台产品经理-无人车/机器人,25k-45k,美团点评,"25k-45k,经验5-10年,本科","移动互联网,O2O / D轮及以上","
职位描述：

职位描述1. 整体负责配送无人车大数据平台产品设计与规划； 2. 负责数据管理平台功能完善，包括数据质量体系、权限体系搭建； 3. 负责BI&数据可视化平台功能完善，包括自助报表、自助Dashboard搭建； 4. 负责团队数据驱动氛围建设，包括数据能力培训体系推广，自助数据功能推广； 5. 负责团队指标集中化&可视化管理，梳理指标标准化定义。
任职要求1. 本科学历以上，4年及以上互联网产品经理岗位工作经验。； 2. 有大数据产品团队经验，参与过大型互联网公司数据治理项目经验； 3. 熟悉数据仓库、商业智能基本理论，有数据分析系统使用经验； 4. 较强的逻辑思考能力和归纳总结能力，具备产品&业务规划能力； 5. 有较强的沟通协调能力和主动性，为结果负责。

"
视觉算法工程师（机器人应用开发）,15k-30k,赛格威机器人,"15k-30k,经验不限,本科",硬件 / C轮,"
职位描述：

1、全栈式工程师，目的在于推动计算机视觉相关应用在机器人端落地。2、工作内容涉及视觉算法、运动控制、算法优化、软件开发等多个方面，要求应聘者有强烈的学习意愿，快速的学习能力和强大的执行力。3、希望对机器人行业充满热爱，且想全面、深入了解这个行业的年轻人申请这个有挑战性的职位。
任职要求：
1、快速学习能力，执行力强；沟通能力好，团队合作能力强。2、熟练掌握C/C++, java编程，熟悉至少一门脚本语言。3、熟悉Android or IOS的应用开发环境。熟悉NDK使用。了解一些移动端计算性能优化方法。4、熟悉基本的视觉算法，有计算机视觉、机器人相关应用开发经验。5、熟悉基本的运动控制方法和原理，有人机器人大赛（Robocup等）获奖经历者优先。

"
