jobname,money,company_name,p_bot,industry,job_bt
机器学习/数据挖掘工程师,20k-35k,百度,"20k-35k,经验1-3年,本科","移动互联网,数据服务 / 不需要融资","
职位描述：

【工作职责】
-负责百度凤巢的算法改进 
-基于大规模用户行为，以效果为目标，建立并优化推荐系统的基础算法和策略 
-应用机器学习等尖端技术，针对海量信息建模，挖掘潜在商业价值 
-负责在线广告投放系统的核心技术创新与优化 
-提高在线广告的相关度、用户体验、投放效果及变现能力
【任职资格】
-计算机或相关专业硕士以上学历 
-良好的逻辑思维能力，和数据敏感度，能能够从海量数据中发现有价值的规律 
-优秀的分析和解决问题的能力，对挑战性问题充满激情 
-良好的团队合作精神，较强的沟通能力 
-良好的技术领导能力，有能力开辟一个技术方向，带动和引导一个技术方向的规划、研发 
-熟悉C/C++语言编程，对数据结构和算法设计有较为深刻的理解 
具备以下能力之一： 
-熟悉大规模数据挖掘、机器学习、分布式计算等相关技术，并具备多年的实际工作经验 
-具备大规模推荐系统的研发经验(推荐算法设计和实现/推荐系统评估方法研究) 
-具备自然语言处理、信息过滤、主题提取、分类聚类、个性化用户建模、文本挖掘等相关领域知识 
-具备机器学习理论、算法的研究和实践经验 
-具备分布式相关项目研发经验（如分布式存储/分布式计算/高性能并行计算/分布式cache等） 
-具备搜索引擎、广告投放、反作弊相关技术的知识和经验

"
机器学习工程师,15k-25k,深圳白骑士大数据有限公司,"15k-25k,经验1-3年,本科","企业服务,金融 / A轮","
职位描述：

岗位职责：
1.结合数据挖掘，机器学习，深度学习算法，在金融进行分类和预测；
2.以上算法在反欺诈，信用分析，舆情分析等方面的应用；
3.以上算法在云计算服务器上的并行化和优化工作。

任职要求：
1.本科及以上学历，计算机相关专业，两年以上相关工作经验；
2.熟悉机器学习的一般模型如分类（LR，NBM，DT，SVM等）、聚类（DBSCAN，K-MEANS），理解一些常用的数据预处理（Normalize, Regularize），特征选择（PCA, LDA）和矩阵分解的算法；
3.熟悉深度神经网络和常用的模型,如RBM、DBN、CNN、RNN、LSTM等，对常用的开源实现,如Tensorflow、Theano等有实践经验者优先考虑；
4.熟悉Hadoop或者Spark架构者优先考虑，有过基于GPU指令的算法优化经验者优先考虑，熟悉python有限考虑；
5.有数学建模比赛获奖记录者优先，有数据挖掘比赛记录（如KAGGLE、天池大数据竞赛）优先；
6.良好的英文阅读能力，跟踪学术界和工业界的最新研究成果，并可以通过编程语言（C、C++、java/scala、Python）来编程实现，有编程实现过近几年深度学习相关论文算法者着重考虑；
7.有创造性的思维，敢于超越技术极限，致力于研发一流的技术和产品；
8.具有良好的沟通能力和良好的团队合作精神。

"
机器学习高级开发,15k-25k,众安保险,"15k-25k,经验3-5年,硕士",金融 / 上市公司,"
职位描述：

工作职责 1. 负责机器学习平台的搭建，为数据科学家或者是数据分析提供平台支持。 2. 负责各类业务的机器学习相关需求的开发和支持。集成各类成熟的机器学习算法以及计算平台。    

任职要求1. 精通Java、Python、Scala等任意一种主流开发语言；2.两年以上数据开发经验，精通SQL开发，熟悉大数据技术如Spark、Hive、HBase等；3.熟悉Hadoop、Spark、Tensorflow等的设计原理，熟悉其中一种或几种开源工具的源码更佳；4.扎实的编程基础，善于分析问题，乐于钻研；5.精通关系数据以及NoSQL数据工具至少一种产品，如MySQL、MongoDB、Redis等；6.逻辑性强，心理素质好，能承受工作压力    

"
高级机器学习工程师,10k-20k,房多多,"10k-20k,经验3-5年,本科","移动互联网,O2O / C轮","
职位描述：

岗位职责：
1.负责房源推荐算法方案的设计和实施，主导模型优化和迭代流程；
2.通过数据分析不断优化模型并提高推荐效果，为用户带来最好的产品体验；
3.持续优化房源价格的估计和预测模型
4、追踪推荐、NLP和机器学习领域的前沿技术，参与搭建和实现相关模型；

岗位要求：
1.计算机相关专业本科以上学历
2. 熟悉Java语言，扎实的编码能力
3. 有搜索/推荐相关的工作经验
4. 具备良好的分析问题、解决问题的能力
5. 有机器学习、learning to rank方面经验者优先

"
机器学习专家,40k-47k,脉景,"40k-47k,经验3-5年,博士","医疗健康,数据服务 / 不需要融资","
职位描述：

教育背景：
 博士及以上学历，计算机，应用数学，统计学及相关专业

岗位要求：
 深入理解各种机器学习算法的原理，如深层神经网络， 支持向量机，随机森林等。
 对实际问题建立模型并评估最优的解决方法。
 基于机器学习的框架如Tensorflow, Caffe 等快速开发原型验证和优化算法，熟悉Python，R或Matlab
编程
 能理解最新的学术论文并加以实现

以下经验会是加分项：
 有医疗或健康管理行业大数据分析经验
 有图像处理算法开发经验
 有Spark，MapReduce等框架使用经验

其他技能：
 有独立工作能力和团队合作精神。
 自我驱动，有责任感和创新意识，有开阔的视野和胸怀。
 良好的沟通能力

职责：
 分析医疗，健康数据并设计，优化相关机器学习算法。

"
机器学习开发工程师,13k-26k,科达,"13k-26k,经验3-5年,本科",文化娱乐 / 上市公司,"
职位描述：

职位描述：1.负责机器学习产品的开发工作，主要包括常用机器学习算法的实现。2.负责深度学习方向的研究和探索。3.负责在大数据集上算法的调优。 岗位要求：1.扎实的数据结构、算法基础，熟悉 java或者python优先。2.熟悉机器学习基本算法，并有调优经验的优先。3.熟悉spark mllib优先。4.熟悉某个机器学习框架优先，比如MXNet、TensorFlow、Caffe、Torch、Theano以及DeepLearning4j等。5.有大数据经验，熟练部署与使用Hadoop/Spark集群的优先。

"
机器学习算法工程师,20k-32k,Coupang,"20k-32k,经验不限,本科","移动互联网,O2O / 不需要融资","
职位描述：

Coupang is one of the largest and fastest growing e-commerce platforms on the planet. Our mission is to create a world in which Customers ask “How did I ever live without Coupang?” We are looking for passionate builders to help us get there. Powered by world-class technology and operations, we have set out to transform the end-to-end Customer experience -- from revolutionizing last-mile delivery to rethinking how Customers search and discover on a truly mobile-first platform. We have been named one of the “50 Smartest Companies in the World” by MIT Technology Review and “30 Global Game Changers” by Forbes.
Coupang is a global company with offices in Beijing, Los Angeles, Seattle, Seoul, Shanghai, and Silicon Valley.
Who We Are?
 
Search is an effective way to help customer to discovery product to purchase on Coupang website. Search drives over 50 % of GMV and currently powers all key product search and discovery experiences across Coupang.
 
The core mission for Search Availability and Scalability from an customer perspective is:
When I search on Coupang, I expect it is always available, return search results fast with accurate information. I like the convenience and big selection of Coupang and I need to find product easily no matter how many products on Coupang website.
 
Search measurement platform teams help building measurement infra/services for detect/monitor the business/search metric data, developing the search QA & Debugging, evaluation services improving different ranking/recommendation and other algorithms.
 
How we do
 
China Search measurement platform team help to build the state-of- the-art services to define/measure/detect business and search service performances through BIG DATA and Machine learning expertise. We try to build the data-driven culture for search service improvement and business decision process. 
 
We work closely with teams in Seoul, Silicon Valley, Seattle and word-class experts used to work in Google, Facebook, Pinterest.  trying to build the BEST product search engine for e-business in the world!
 
Responsibilities:
 
●       Development/maintenance search ranking signals to help improve the search ranking results
●        Support and maintain search metrics data & pipeline
●        Data mining on user log data and human evaluation data, as to generate data insights report for business decision and search ranking improving
 
Qualifications:
 
●       Master’s degree or above in CS or related major
●       Good at Java/linux/shell environment is must.
●       Machine learning knowledge is a must
●       Good communication skills, Excellent reading and writing in English. Technical [1] conversational English is highly desired[2] .
●       Experience on data analysis, common search algorithms(ranking,recommendation) is a plus


"
MIG03-机器学习高级工程师（深圳）,18k-36k,腾讯,"18k-36k,经验3-5年,硕士","移动互联网 ,游戏 / 上市公司","
职位描述：

岗位职责:
负责知识图谱系统的架构设计以及实现负责知识图谱的知识建设工作，基于互联网海量数据构建知识图谱负责对知识图谱的知识质量进行评估与提升

岗位要求:
熟悉机器学习理论和技术基础，有自然语言处理、机器学习、数据挖掘相关工作经验；熟悉数据库设计开发，有MySQL或常见NoSQL数据库的应用开发经验熟悉C++/Java/Python等一门或多门编程语言，具备Linux后台开发经验更佳具备对话系统、自动问答、知识图谱工作经验更佳；

"
软件工程师(机器学习),30k-50k,CTAccel联捷科技,"30k-50k,经验3-5年,硕士","移动互联网,数据服务 / A轮","
职位描述：

职责描述：

1. 负责图像分析相关功能的软件开发、包括图像识别、图像分类、智能图像处理等；
2. 使用转移学习训练新模型，进行产品預研；
3. 参与新产品研发；

任职要求：

1. 计算机或相关专业硕士及以上学历，三年以上工作经验；
2. 熟悉神经网络理论，熟练使用 TensorFlow，Caffe，Pytorch 等其中至少一种神经网络框架进行建模和训练。
3. 熟悉图像识别领域的常见工具如 OpenCV 等。
4. 有强的工程能力，精通以下至少1种常用的编程语言：C++ / Python/ Java；
5. 熟悉计算机视觉和图像处理的常用方法 (物体检测、跟踪、分割、分类识别等 )；
6. 熟练使用Git版本管理工具，具有良好的编程习惯；
7. 学习能力强，有创新精神。

"
机器学习技术经理（上海-静安区）,25k-40k,Gridsum 国双,"25k-40k,经验3-5年,本科","数据服务,企业服务 / 上市公司","
职位描述：

岗位职责：
负责上海团队机器学习和深度学习相关技术研发工作。主要业务领域包括：舆情分析、数字营销、车联网等，具体工作方向包括但不限于：
1. 驾驶行为分析，油耗预测等车联网相关模型
2. 情感识别，软文识别，文本生成等舆情领域NLP相关算法

任职要求：
1.数理统计、计算机等相关专业，硕士及以上学历；
2.三年以上机器学习相关实战经验，精通模型优化
3.具有较强编程能力，熟练使用python
4.有带团队经验者优先

"
