address,addressinfo,housename,priceinfo,resblockarea,resblockroom,resblocktype,salestatus,secondprice
天山海世界,天山大街和学苑路交叉口东北角,雍雅锦江,价格待定,,,住宅,售罄,54
鹿泉市,迎宾馆路和石柏南大街交叉口西南角,翠屏龙苑,价格待定,,,住宅,售罄,42
塔冢,建设大街与东岗路交汇处以南 建设大街两侧,盛邦大都会,价格待定,,,住宅,售罄,94
富力,学苑路与封龙大街交汇处东南角,润都荣园,16000,85~159m²,4室(1)/3室(4)/2室(1),住宅,在售,136
藁城市,四明南街与兴华路交口,仕嘉华府,价格待定,98~114m²,3室(2),住宅,在售,99
平山县,驼梁风景区中台山(合河口乡中台山村),驼梁云中院,8500,,,住宅,在售,15
井陉县,井陉县药材库南侧100米,富达山庄,5100,,,住宅,待售,36
元氏县,常山路与恒山大街交汇处西南角（元龙商务酒店东侧）,盛世常山,4300,,,住宅,在售,32
建北,光华路与外贸街交口东北角,广安云棠,23500,88~114m²,3室(2)/2室(3),住宅,在售,165
十里铺,东二环与北二环交汇处北侧南石家庄村,天海博雅盛世,17000,139m²,3室(1),住宅,在售,45
西三庄,西三庄街与天翼路交口西行100米路南,芳泽园,价格待定,,,住宅,售罄,77
天山海世界,珠峰大街与湘江道交口南行100米路西,珠峰国际花园三期,价格待定,,,住宅,售罄,47
塔谈,胜利大街与南二环交口西南角,泰丰观湖,价格待定,,,住宅,售罄,44
鹿泉市,北斗路与海山北大街交汇处东南角,慧昌海山湖,12000,,,住宅,售罄,72
天山海世界,槐安东路与天山大街交汇处东行500米路南,长九中心公园9号,价格待定,,,住宅,售罄,66
天山海世界,天山大街和学苑路交叉口东北角,雍雅锦江,价格待定,,,住宅,售罄,54
裕西公园,槐安西路与苑东街交汇处北行100米路西,碧桂园天汇,21000,119~150m²,4室(1)/3室(3),住宅,在售,176
富力,学苑路与封龙大街交汇处东南角,润都荣园,16000,85~159m²,4室(1)/3室(4)/2室(1),住宅,在售,136
藁城市,四明南街与兴华路交口,仕嘉华府,价格待定,98~114m²,3室(2),住宅,在售,99
兆通,和平路天山大街交口北行800米路西,紫涵樾府,18700,126~138m²,4室(2),住宅,在售,168
兆通,和平路天山大街交口北行800米路西,紫涵樾府,18700,126~138m²,4室(2),住宅,在售,168
留村,胜利南大街（107国道）与仓丰路交汇处南行500米路西,润德万科翡翠公园,22000,139~198m²,4室(3)/3室(5),住宅,在售,306
鹿泉市,铜冶镇君乐宝路繁荣大街北行300米路东,奥华蓝郡,12500,116~155m²,4室(1)/3室(5),住宅,在售,145
高营,谈固大街与北二环交口西行200米路北,远洋7号,9500,41~86m²,3室(1)/2室(5)/1室(10),商业类,在售,39
天山海世界,淮河道与华山街交口西北角,磊阳天府,12000,72~101m²,2室(1)/1室(1),商业类,在售,80
兆通,和平路天山大街交口北行800米路西,紫涵樾府,18700,126~138m²,4室(2),住宅,在售,168
留村,胜利南大街（107国道）与仓丰路交汇处南行500米路西,润德万科翡翠公园,22000,139~198m²,4室(3)/3室(5),住宅,在售,306
鹿泉市,铜冶镇君乐宝路繁荣大街北行300米路东,奥华蓝郡,12500,116~155m²,4室(1)/3室(5),住宅,在售,145
高营,谈固大街与北二环交口西行200米路北,远洋7号,9500,41~86m²,3室(1)/2室(5)/1室(10),商业类,在售,39
天山海世界,淮河道与华山街交口西北角,磊阳天府,12000,72~101m²,2室(1)/1室(1),商业类,在售,80
藁城市,市府东路281号,美的云熙府,9600,122~130m²,3室(2),住宅,在售,115
鹿泉市,新华路与昌盛大街交叉口北行300米路西,新科中心,价格待定,,,写字楼,待售,935
贾村,裕翔街与南二环交汇处南行4000米以东,融创中心,17000,107~217m²,4室(1)/3室(4),住宅,在售,181
鹿泉市,槐安路与上庄大街交口西北角,国赫金悦府,20000,129~140m²,3室(4),住宅,在售,258
正定县,成德街与南外环交口西北角路西,滨河江山墅,790,368m²,4室(1),别墅,在售,770
鹿泉市,胜利大街与南三环南行600米路东,城南尚府,13500,85~108m²,3室(2)/2室(1),住宅,在售,111
水上公园,泰华街与联盟西路交汇处西北角,弘石湾,价格待定,,,住宅,售罄,99
植物园,古城西路与启明街交汇处北行700米,碧桂园桃园里,620,358m²,5室(1),别墅,在售,312
新客站,仓丰路与建通街交汇处西北角,河北国际商会广场,价格待定,,,住宅,售罄,75
北国益庄,北二环与胜利大街交口（注：西行30米进入北二环辅路）西行1000米路北,长安颐园,23500,110~265m²,4室(1)/3室(11),住宅,在售,213
义堂,胜利大街与石纺路交叉口西行500米路北,国赫天著,20000,95~151m²,3室(2)/2室(1),住宅,在售,190
藁城市,四明街与兴华路交汇处西南角,润江翡丽公馆,9500,168m²,4室(2),住宅,在售,159
桃园,体育北大街与北二环东路交汇处西北角,桃園里,18000,88m²,2室(1),住宅,在售,61
鹿泉市,石铜路与南二环交汇处南行1200米路西,晟地丽江,价格待定,78~92m²,2室(3),住宅,售罄,42
新客站,仓丰路与建通街交汇处西北角,河北国际商会广场,价格待定,,,住宅,售罄,75
北国益庄,北二环与胜利大街交口（注：西行30米进入北二环辅路）西行1000米路北,长安颐园,23500,110~265m²,4室(1)/3室(11),住宅,在售,213
滹沱,胜利北街与太平河交汇处西南角,北城半岛名邸,价格待定,,,住宅,售罄,74
天苑,西二环与北二环交汇处北行50米路西,天河悦城,价格待定,,,住宅,售罄,79
裕西公园,裕华西路裕西公园南门西行50米路北,东胜紫御府,价格待定,,,住宅,售罄,115
北道岔,中华大街以东，和平路以北，九中街以西，市庄路以南,华宁春天,价格待定,,,住宅,售罄,57
裕兴,塔南路体育大街交口南行100米路东,保利拉菲公馆朗菲园,价格待定,,,住宅,售罄,110
藁城市,四明街与兴华路交汇处西南角,润江翡丽公馆,9500,168m²,4室(2),住宅,在售,159
北站,中华大街与和平路交口北行800米路西,中储七星公馆,12500,98m²,1室(1),写字楼,在售,123
桥西区,百泉大道与滨江路交叉口西行300米路南,邢台碧桂园,6500,121m²,3室(1),住宅,在售,73
大经,中山路平安大街交口西南角,恒大中央广场,18000,56m²,2室(1),商业类,在售,93
邯郸,武安洺湖北侧武安一中对面,碧桂园翡翠湾,11500,240~260m²,5室(2),别墅,在售,288
南三条,建设北大街与正东路交汇处西北角,新源蜂巢,23000,32~56m²,1室(5),商业类,在售,71
藁城市,站南街与育才路交口西北角,保利东郡小区,8800,88~148m²,3室(5)/2室(1),住宅,售罄,78
塔谈,火车站东广场南侧胜利南大街与汇通路交汇处,塔坛国际商贸城,11500,56~130m²,2室(1)/1室(3),商业类,在售,65
鹿泉市,西三环翠屏路交口西行200米路北,江水西岸,635,422m²,5室(1),别墅,在售,625
二十里铺,京珠西街以西，槐安路以南，东二环以东，东岗路以北,融创裕华壹号,20000,105~141m²,3室(5),住宅,在售,210
元氏县,元氏碧桂园南行5000米路西,云麓,7500,141m²,3室(1),住宅,在售,69
建北,光华路电厂街交口北行100米路西,光华里悦公馆,13000,38~61m²,1室(8),商业类,在售,50
